material_id,formula,structure_type,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull
mp-11467,NdHg,B2,Nd,Hg,1.0,1.0,3.816707779999999,-39.95080334,0.0
mp-11469,PrHg,B2,Pr,Hg,1.0,1.0,3.84568674,-39.933970425,0.0
mp-985285,CoHg3,L1$_2$,Co,Hg,1.0,3.0,4.288468,-39.860236264375004,0.47417640999999805
mp-1186601,PmGd3,L1$_2$,Pm,Gd,1.0,3.0,5.19581107,-39.843104,0.089803090625011
mp-1186348,NdGd3,L1$_2$,Nd,Gd,1.0,3.0,5.2035737300000005,-39.8089589325,0.09329728812500801
mp-861931,LiPt3,L1$_2$,Li,Pt,1.0,3.0,3.85327292,-39.69389888,0.0
mp-1184578,Ho3Bi,L1$_2$,Ho,Bi,3.0,1.0,4.850483,-39.68834072666667,0.128994580208335
mp-11536,NpRh3,L1$_2$,Np,Rh,1.0,3.0,4.01334177,-39.42137035,0.0
mp-1263,URu3,L1$_2$,U,Ru,1.0,3.0,3.971163879999999,-39.4077992525,0.0
mp-6958,TlSb,B2,Tl,Sb,1.0,1.0,3.900584,-39.34717511238095,0.11024452499999801
mp-971803,ZnHg3,L1$_2$,Zn,Hg,1.0,3.0,4.563231,-39.125410834375,0.128094708749998
mp-1184564,Hf3Ag,L1$_2$,Hf,Ag,3.0,1.0,4.371479,-39.104735915000006,0.18299380749999702
mp-1184068,Dy3Bi,L1$_2$,Dy,Bi,3.0,1.0,4.865561,-39.042123814375,0.11786332583332601
mp-11248,LiAu3,L1$_2$,Li,Au,1.0,3.0,4.02832705,-38.9171240675,0.0
mp-1184545,HPt3,L1$_2$,H,Pt,1.0,3.0,3.817922,-38.9119981915625,0.567567583749998
mp-1187636,Tm3Hg,L1$_2$,Tm,Hg,3.0,1.0,4.743084,-38.87282983583333,0.092455349166669
mp-1150,URh3,L1$_2$,U,Rh,1.0,3.0,3.99671969,-38.7983576,0.0
mp-1185041,KHg3,L1$_2$,K,Hg,1.0,3.0,4.94070216,-38.74201071,0.040811829166656
mp-2375,NpPd3,L1$_2$,Np,Pd,1.0,3.0,4.14004214,-38.7111744975,0.008822396250003
mp-1185237,LiW3,L1$_2$,Li,W,1.0,3.0,3.934214,-38.62781916916667,0.49470321916666604
mp-1184479,Gd3In,L1$_2$,Gd,In,3.0,1.0,4.89018364,-38.573882185,0.0
mp-11541,ZrOs,B2,Zr,Os,1.0,1.0,3.27648544,-38.534614245,0.0
mp-11484,ZrIr,B2,Zr,Ir,1.0,1.0,3.31733,-38.482491705,0.08134236125000101
mp-973777,Hg3F,L1$_2$,Hg,F,3.0,1.0,4.421456,-38.29569702249999,0.16869885625000303
mp-30825,PaRh3,L1$_2$,Pa,Rh,1.0,3.0,4.03072325,-38.2545690025,0.0
mp-2667,CsAu,B2,Cs,Au,1.0,1.0,4.28285436,-38.20726542,0.0
mp-11554,ZrPt,B2,Zr,Pt,1.0,1.0,3.360111,-38.1761369825,0.17415634000000302
mp-1186137,NaHg3,L1$_2$,Na,Hg,1.0,3.0,4.6406287299999995,-38.1108605175,0.018782196249999
mp-973450,Hg3C,L1$_2$,Hg,C,3.0,1.0,4.282168,-37.9897213475,1.522942341875001
mp-1184154,Er3Hg,L1$_2$,Er,Hg,3.0,1.0,4.769467,-37.973705433333336,0.094196477499998
mp-11572,TaTc,B2,Ta,Tc,1.0,1.0,3.17495269,-37.845997535,0.0
mp-976599,LiHg3,L1$_2$,Li,Hg,1.0,3.0,4.42729552,-37.79389561,0.029448351250003002
mp-1184547,Hf3Se,L1$_2$,Hf,Se,3.0,1.0,4.338481,-37.6378733,0.506448290000001
mp-1184469,Gd3Y,L1$_2$,Gd,Y,3.0,1.0,5.17994368,-37.55477101,0.071383205000003
mp-435,ThSn3,L1$_2$,Th,Sn,1.0,3.0,4.7435484,-37.3505039125,0.018821856249999002
mp-12110,TaRu,B2,Ta,Ru,1.0,1.0,3.178842,-37.320900969444445,0.033519810000001
mp-11575,YTl,B2,Y,Tl,1.0,1.0,3.77760313,-37.209161535,0.0
mp-2509,ThRh3,L1$_2$,Th,Rh,1.0,3.0,4.10888851,-37.20409551,0.0
mp-975256,Ho3Hg,L1$_2$,Ho,Hg,3.0,1.0,4.786948,-37.19546909750001,0.09404333499999401
mp-13141,HgTe,B2,Hg,Te,1.0,1.0,3.810819,-37.160653929999995,0.421998095000006
mp-1184654,Hf3Co,L1$_2$,Hf,Co,3.0,1.0,4.24227,-37.0391373759375,0.35017685656249803
mp-1184570,Hf3Ni,L1$_2$,Hf,Ni,3.0,1.0,4.244663,-36.8216807475,0.295653215000001
mp-867189,Pm3Pb,L1$_2$,Pm,Pb,3.0,1.0,4.94401984001122,-36.6537820725,0.0
mp-1184059,Dy3Hg,L1$_2$,Dy,Hg,3.0,1.0,4.8052209999999995,-36.524974645,0.09234721749999801
mp-861987,PaIn3,L1$_2$,Pa,In,1.0,3.0,4.641244907194472,-36.3995507025,0.0
mp-11261,YAu,B2,Y,Au,1.0,1.0,3.5866487,-36.377951335,0.042603579999997004
mp-2802,HfRu,B2,Hf,Ru,1.0,1.0,3.22512961,-36.190313485,0.0
mp-11460,HfTc,B2,Hf,Tc,1.0,1.0,3.24736666,-36.086302275,0.0
mp-1184385,Eu3Te,L1$_2$,Eu,Te,3.0,1.0,5.155859,-35.997113995,0.24414424249999903
mp-1187279,Tb3Hg,L1$_2$,Tb,Hg,3.0,1.0,4.822497,-35.9647347475,0.08768202499999901
mp-21214,PbSe,B2,Pb,Se,1.0,1.0,3.784322,-35.733898795,0.23702112999999503
mp-2757,CdAu,B2,Cd,Au,1.0,1.0,3.36095728,-35.54430999,0.011665960555554002
mp-11457,HfRh,B2,Hf,Rh,1.0,1.0,3.24904685,-35.53889058,0.011648981442313001
mp-2399,YHg,B2,Y,Hg,1.0,1.0,3.70623527,-35.426647265,0.0
mp-758433,AgHg,B2,Ag,Hg,1.0,1.0,3.453205,-35.276482879583334,0.085358954166665
mp-1184460,Gd3Zn,L1$_2$,Gd,Zn,3.0,1.0,4.82099,-34.834855652499996,0.11303004500000201
mp-1002106,HfPd,B2,Hf,Pd,1.0,1.0,3.30558441,-34.65884037,0.103404907499999
mp-2434,SrTl,B2,Sr,Tl,1.0,1.0,4.06285299,-34.656548855,0.0
mp-1742,GdRh,B2,Gd,Rh,1.0,1.0,3.4479528200000003,-34.558245825,0.0
mp-976949,Lu3In,L1$_2$,Lu,In,3.0,1.0,4.71722398,-34.5183749525,0.016917669583335
mp-1184417,Gd3Al,L1$_2$,Gd,Al,3.0,1.0,4.80770796,-34.4505866775,0.0
mp-1183775,Ce3Hf,L1$_2$,Ce,Hf,3.0,1.0,4.72868,-34.29122424875,0.12710116875000202
mp-1184295,Eu3Ag,L1$_2$,Eu,Ag,3.0,1.0,5.103738,-34.26552993,0.13005665500000402
mp-1184319,Eu3Zr,L1$_2$,Eu,Zr,3.0,1.0,5.234367,-34.2478458625,0.33026414999999704
mp-10647,TlSe,B2,Tl,Se,1.0,1.0,3.752653999999999,-33.92235034,0.196235181249996
mp-12778,VOs,B2,V,Os,1.0,1.0,3.01657359,-33.8740765,0.0
mp-291,TiOs,B2,Ti,Os,1.0,1.0,3.08463336,-33.79079237,0.0
mp-978514,SmTm3,L1$_2$,Sm,Tm,1.0,3.0,4.98530758,-33.724246612499996,0.049770684999998004
mp-1185440,Lu3Cd,L1$_2$,Lu,Cd,3.0,1.0,4.760901,-33.69197469166667,0.07151996249999801
mp-1186656,PmTm3,L1$_2$,Pm,Tm,1.0,3.0,4.9950040399999995,-33.675012335,0.056163663749998004
mp-19736,EuTe,B2,Eu,Te,1.0,1.0,4.01249303,-33.674002855,0.28763090500000005
mp-1183398,BaYb3,L1$_2$,Ba,Yb,1.0,3.0,5.194377783861243,-33.6678483125,0.3540821725
mp-973232,NdTm3,L1$_2$,Nd,Tm,1.0,3.0,5.01021699,-33.64574567,0.049542793124999006
mp-21005,GdIn,B2,Gd,In,1.0,1.0,3.79965897,-33.553225555,0.001510005
mp-978797,Sm3Hf,L1$_2$,Sm,Hf,3.0,1.0,4.943366,-33.41264978875,0.17489729874999602
mp-973024,La3Hf,L1$_2$,La,Hf,3.0,1.0,5.045132,-33.398368190000014,0.198070811249998
mp-1186505,Pm3Hf,L1$_2$,Pm,Hf,3.0,1.0,4.972636,-33.25955241249999,0.18376078187500103
mp-1186670,PuAs3,L1$_2$,Pu,As,1.0,3.0,4.31099795,-33.2315835075,0.118909923750003
mp-1186269,Nd3Hf,L1$_2$,Nd,Hf,3.0,1.0,5.000529,-33.1532041175,0.19815646687499802
mp-975638,Pr3Hf,L1$_2$,Pr,Hf,3.0,1.0,5.029516,-33.1279948625,0.212826261249999
mp-2179,TiRe,B2,Ti,Re,1.0,1.0,3.10808087,-33.122902235,0.0
mp-1184575,Ho3Er,L1$_2$,Ho,Er,3.0,1.0,4.98579747,-33.0883434175,0.059782880000000004
mp-1183761,CeEr3,L1$_2$,Ce,Er,1.0,3.0,4.96039,-33.08799852875,0.066235036249999
mp-1187024,Sn3Bi,L1$_2$,Sn,Bi,3.0,1.0,4.892745,-33.08674423749999,0.09846203375000301
mp-11552,TiPt,B2,Ti,Pt,1.0,1.0,3.179305,-33.080745802500005,0.135687357499996
mp-980063,YbDy3,L1$_2$,Yb,Dy,1.0,3.0,4.9917702975509375,-33.07505222,0.047278244166662
mp-12674,MnAu,B2,Mn,Au,1.0,1.0,3.20775807,-33.008115065,0.0
mp-1187304,Tb3Eu,L1$_2$,Tb,Eu,3.0,1.0,5.071621,-32.96418250125,0.08586378999999701
mp-1187291,Tb3Lu,L1$_2$,Tb,Lu,3.0,1.0,5.00818078,-32.8992585025,0.040537155833334004
mp-1183999,CsYb3,L1$_2$,Cs,Yb,1.0,3.0,5.264543723305408,-32.8657138875,0.8084334512499961
mp-1009007,LuSb,B2,Lu,Sb,1.0,1.0,3.741029,-32.77677104,0.34954244
mp-1186551,PmEr3,L1$_2$,Pm,Er,1.0,3.0,5.01180227,-32.772828655,0.056400835625005
mp-1186300,NdEr3,L1$_2$,Nd,Er,1.0,3.0,5.02770393,-32.7413676025,0.057211018125002004
mp-976147,PrEr3,L1$_2$,Pr,Er,1.0,3.0,5.04441968117049,-32.7327210775,0.06234438958333
mp-1187915,Yb3Ag,L1$_2$,Yb,Ag,3.0,1.0,4.66015071270447,-32.7254241725,0.19486017999999902
mp-1184064,Dy3Tm,L1$_2$,Dy,Tm,3.0,1.0,4.99704086,-32.7197319775,0.046882513750006
mp-1420858,BiN,B2,Bi,N,1.0,1.0,3.179564,-32.661599375624995,1.153912832500005
mp-542779,GdAg,B2,Gd,Ag,1.0,1.0,3.65399653,-32.62432549,0.0
mp-1183788,DyHo3,L1$_2$,Dy,Ho,1.0,3.0,4.9994084,-32.6084845425,0.055325344999999006
mp-1187168,SrEu3,L1$_2$,Sr,Eu,1.0,3.0,5.74443281,-32.604485185,0.07259211874999401
mp-1187925,Yb3Cd,L1$_2$,Yb,Cd,3.0,1.0,4.742764582060463,-32.54290357,0.069614907500003
mp-1187338,TbHo3,L1$_2$,Tb,Ho,1.0,3.0,5.00476522,-32.4218209725,0.051742497500001004
mp-1184100,Dy3Er,L1$_2$,Dy,Er,3.0,1.0,5.00359664,-32.4186028775,0.049108332916667004
mp-11388,GaIr,B2,Ga,Ir,1.0,1.0,3.02850068,-32.35740003,0.0
mp-1187699,Tm3In,L1$_2$,Tm,In,3.0,1.0,4.7579436,-32.31418502,0.014337195000003002
mp-1183834,CeHo3,L1$_2$,Ce,Ho,1.0,3.0,5.022379,-32.30270114,0.06846398625000201
mp-1183183,AcY3,L1$_2$,Ac,Y,1.0,3.0,5.2396471,-32.2995014425,0.095069130624992
mp-1184329,Eu3Cr,L1$_2$,Eu,Cr,3.0,1.0,5.205813,-32.21603246375,0.44296517
mp-377,LuRh,B2,Lu,Rh,1.0,1.0,3.32513661,-32.210870755,0.0
mp-1187306,Tb3Tm,L1$_2$,Tb,Tm,3.0,1.0,5.01690989,-32.1595319825,0.040555702500000006
mp-1187737,YbCe3,L1$_2$,Yb,Ce,1.0,3.0,4.948670235907317,-32.15265262,0.11016364625000101
mp-11259,TiAu,B2,Ti,Au,1.0,1.0,3.278944,-32.1288517525,0.10841457
mp-1031,GdCd,B2,Gd,Cd,1.0,1.0,3.75958674,-32.10776625,0.0
mp-1186587,PmHo3,L1$_2$,Pm,Ho,1.0,3.0,5.03332709,-32.0023455575,0.043815494375003004
mp-978094,NdHo3,L1$_2$,Nd,Ho,1.0,3.0,5.0515786570578385,-31.96962803,0.045882151875002004
mp-981546,PrHo3,L1$_2$,Pr,Ho,1.0,3.0,5.058704850759656,-31.95945094,0.052546088333333005
mp-1007819,CoW,B2,Co,W,1.0,1.0,3.005228,-31.94719518333334,0.353817571666663
mp-1187053,Sm3Eu,L1$_2$,Sm,Eu,3.0,1.0,5.128426,-31.8626481825,0.06726573625
mp-1187281,Tb3Er,L1$_2$,Tb,Er,3.0,1.0,5.0229958,-31.858207665,0.042976739166665
mp-11256,ScAu,B2,Sc,Au,1.0,1.0,3.3904722400000002,-31.848781595,0.0
mp-1184332,Eu3Ti,L1$_2$,Eu,Ti,3.0,1.0,5.167305,-31.74378063041667,0.381320659166664
mp-2222,MnHg,B2,Mn,Hg,1.0,1.0,3.331149,-31.692842725474137,0.33272787353448
mp-1186278,Nd3Eu,L1$_2$,Nd,Eu,3.0,1.0,5.26660533,-31.61139531,0.08233210562500301
mp-20849,Pd3Pb,L1$_2$,Pd,Pb,3.0,1.0,4.07925891,-31.594734065,0.0
mp-1186275,Nd3Lu,L1$_2$,Nd,Lu,3.0,1.0,5.12666892,-31.5552117375,0.029125656250005003
mp-977212,NpMn3,L1$_2$,Np,Mn,1.0,3.0,3.7226150000000002,-31.54139613508621,0.22715775436422
mp-571233,TmTe,B2,Tm,Te,1.0,1.0,3.747152,-31.533589969999998,0.14306004500000202
mp-2205,LuPd,B2,Lu,Pd,1.0,1.0,3.40962722,-31.53158071,0.0
mp-1184488,In3Bi,L1$_2$,In,Bi,3.0,1.0,4.8507611,-31.5152750225,0.0800298925
mp-1064000,Cs3Pt,L1$_2$,Cs,Pt,3.0,1.0,5.777653,-31.514408535948277,0.236622374051727
mp-567116,YbRu,B2,Yb,Ru,1.0,1.0,3.319893287895696,-31.48225847,0.0
mp-2912452,Rb3Pu,L1$_2$,Rb,Pu,3.0,1.0,6.646822464219626,-31.457784815,0.579448219374999
mp-567089,YbRh,B2,Yb,Rh,1.0,1.0,3.339806330035307,-31.423108105,0.0
mp-867816,TaRu3,L1$_2$,Ta,Ru,1.0,3.0,3.8775377700113274,-31.4207273,0.056707089166664004
mp-20365,NpGe3,L1$_2$,Np,Ge,1.0,3.0,4.24441972,-31.4182884725,0.0
mp-1184156,Er3In,L1$_2$,Er,In,3.0,1.0,4.77974619,-31.4160641525,0.017236492916666003
mp-1002220,TmSb,B2,Tm,Sb,1.0,1.0,3.756589,-31.359038135,0.34696571000000204
mp-1186552,PmDy3,L1$_2$,Pm,Dy,1.0,3.0,5.05363758,-31.33337831,0.038127224375003
mp-975388,NdDy3,L1$_2$,Nd,Dy,1.0,3.0,5.065442564065929,-31.3012021525,0.039652511875001004
mp-976138,PrDy3,L1$_2$,Pr,Dy,1.0,3.0,5.07739571,-31.29122377,0.046117740833338
mp-10015,SiOs,B2,Si,Os,1.0,1.0,2.937789,-31.24484964,0.027129491249997
mp-980001,YbPr3,L1$_2$,Yb,Pr,1.0,3.0,5.169693730800617,-31.156899315,0.028412657500002002
mp-1524257,EuIn,B2,Eu,In,1.0,1.0,3.9554687,-31.151818875,0.0
mp-1185426,Lu3Si,L1$_2$,Lu,Si,3.0,1.0,4.541419,-31.04817383194445,0.228497500833331
mp-1183737,Ce3Dy,L1$_2$,Ce,Dy,3.0,1.0,4.863452,-31.026856585000004,0.09906579124999801
mp-1187970,Yb3Cr,L1$_2$,Yb,Cr,3.0,1.0,4.694708590161422,-30.98532406,0.180045626249995
mp-1186774,SrYb3,L1$_2$,Sr,Yb,1.0,3.0,5.168657856193621,-30.900686105,0.282763251249999
mp-1020,TaRh3,L1$_2$,Ta,Rh,1.0,3.0,3.86978351,-30.88891147,0.0
mp-11471,ScHg,B2,Sc,Hg,1.0,1.0,3.50559208,-30.864973335,0.0
mp-1008931,ErSb,B2,Er,Sb,1.0,1.0,3.773918,-30.780361575,0.34658668999999803
mp-1019052,ReN,B2,Re,N,3.0,3.0,4.05462137,-30.778266415,0.050731488749999006
mp-2547,YbPd,B2,Yb,Pd,1.0,1.0,3.424384549639122,-30.7475568,0.010346364999996001
mp-972539,Sm3Er,L1$_2$,Sm,Er,3.0,1.0,5.092112570053503,-30.7446031725,0.036448859166668006
mp-569785,TlPd3,L1$_2$,Tl,Pd,1.0,3.0,4.06539534,-30.7165175375,0.035740123749999006
mp-979945,Yb3V,L1$_2$,Yb,V,3.0,1.0,4.737046734859317,-30.682286665,0.23714135624999902
mp-1186120,NpCo3,L1$_2$,Np,Co,1.0,3.0,3.76011831,-30.6717495575,0.06966032499999701
mp-2861,CaTl,B2,Ca,Tl,1.0,1.0,3.8654897200000002,-30.6214504,0.0
mp-1007657,HfRu3,L1$_2$,Hf,Ru,1.0,3.0,3.955772999999999,-30.617290687499995,0.19013370250000203
mp-1885,AlIr,B2,Al,Ir,1.0,1.0,2.99455485,-30.61632865,0.0
mp-1018849,OsN,B2,Os,N,3.0,3.0,4.064843,-30.584154529791665,0.47283523083333606
mp-1187232,Sr3U,L1$_2$,Sr,U,3.0,1.0,5.619066,-30.57224408625,0.7725108724999991
mp-977585,Zr3Tl,L1$_2$,Zr,Tl,3.0,1.0,4.47389973,-30.5156798525,0.0
mp-978949,Sm3Ho,L1$_2$,Sm,Ho,3.0,1.0,5.099058110313513,-30.4855860075,0.035891361250001
mp-979963,Yb3Ti,L1$_2$,Yb,Ti,3.0,1.0,4.749492369884229,-30.475119475,0.15635386708333202
mp-1185604,LaCe3,L1$_2$,La,Ce,1.0,3.0,4.7826167,-30.468820795,0.097845826250001
mp-1185427,Lu3Al,L1$_2$,Lu,Al,3.0,1.0,4.62654991,-30.465055115,0.014231470000002001
mp-1008,NiHg,B2,Ni,Hg,1.0,1.0,3.152354,-30.45623127375,0.21853056750000002
mp-1183767,Ce3Pm,L1$_2$,Ce,Pm,3.0,1.0,4.833881,-30.41340718875,0.10221749687499901
mp-875,AlOs,B2,Al,Os,1.0,1.0,2.99791198,-30.3487953,0.012587037500004
mp-972502,Sm3Dy,L1$_2$,Sm,Dy,3.0,1.0,5.141266451988548,-30.2922527375,0.002891308750001
mp-1009017,HoSb,B2,Ho,Sb,1.0,1.0,3.792089,-30.291358579999997,0.344969725000002
mp-1187735,Y3Bi,L1$_2$,Y,Bi,3.0,1.0,4.892505,-30.272802712430554,0.148718935069446
mp-981545,Ho3Zr,L1$_2$,Ho,Zr,3.0,1.0,4.851889,-30.263905772500003,0.08455013999999701
mp-1186363,NpTi3,L1$_2$,Np,Ti,1.0,3.0,4.178689,-30.228706937500004,0.23066370531249802
mp-1183916,CsHo3,L1$_2$,Cs,Ho,1.0,3.0,5.299436,-30.20776540823276,0.730355778017241
mp-1027,HfRh3,L1$_2$,Hf,Rh,1.0,3.0,3.9142167,-30.1944009725,0.0
mp-1185081,KEu3,L1$_2$,K,Eu,1.0,3.0,5.88504,-30.193696778562497,0.201531241749999
mp-979936,RbYb3,L1$_2$,Rb,Yb,1.0,3.0,5.238182504997417,-30.158586005,0.7211634159374961
mp-10903,AlPt,B2,Al,Pt,1.0,1.0,3.091546,-30.13019098625,0.11073247875000101
mp-1009731,ReC,B2,Re,C,1.0,1.0,2.700655,-30.103940380624998,1.114992944375
mp-2459,YbIn,B2,Yb,In,1.0,1.0,3.688287403053454,-30.084531475,0.0
mp-1018734,IrN,B2,Ir,N,3.0,3.0,4.104122,-30.02492310979167,0.7191289508333331
mp-348,TmPd,B2,Tm,Pd,1.0,1.0,3.43947359,-30.02380967,0.0
mp-1009537,OsC,B2,Os,C,1.0,1.0,2.697561,-29.98671576875,1.47951625125
mp-1187968,Yb3Cu,L1$_2$,Yb,Cu,3.0,1.0,4.563807955571022,-29.9820587875,0.28451448562499504
mp-20786,Dy3In,L1$_2$,Dy,In,3.0,1.0,4.82695394,-29.9820269875,0.010385917500002001
mp-1187909,Yb3P,L1$_2$,Yb,P,3.0,1.0,4.447260554691023,-29.977215895,0.47536624406249905
mp-1684,ZnAu,B2,Zn,Au,1.0,1.0,3.15005251,-29.969662685,0.0
mp-1006246,CeSm3,L1$_2$,Ce,Sm,1.0,3.0,5.075379,-29.9319196475,0.077930782500001
mp-1008630,WC,B2,W,C,1.0,1.0,2.733434,-29.91205678,0.8989987500000001
mp-1187173,Sr3Pa,L1$_2$,Sr,Pa,3.0,1.0,5.641537,-29.85265659,0.7205937575000011
mp-19919,GdSn3,L1$_2$,Gd,Sn,1.0,3.0,4.71034706,-29.830896695,0.038406336249998
mp-580236,EuCd,B2,Eu,Cd,1.0,1.0,3.91685441,-29.691737825,0.0
mp-1183755,CeNd3,L1$_2$,Ce,Nd,1.0,3.0,5.140026,-29.69073030125,0.082933625625003
mp-1183736,CePr3,L1$_2$,Ce,Pr,1.0,3.0,5.213929,-29.677189696250004,0.08593476999999701
mp-980082,YHo3,L1$_2$,Y,Ho,1.0,3.0,5.0221568861409365,-29.6760142425,0.065197077500002
mp-1186640,PmSm3,L1$_2$,Pm,Sm,1.0,3.0,5.14031211,-29.6565630425,0.028283313124997003
mp-10908,AlRe,B2,Al,Re,1.0,1.0,3.062743,-29.648189315,0.305362092500001
mp-983604,Er3As,L1$_2$,Er,As,3.0,1.0,4.599991,-29.639842378333334,0.371840984999998
mp-2027,HfCo,B2,Hf,Co,1.0,1.0,3.16314682,-29.627213075,0.0
mp-1186323,NdSm3,L1$_2$,Nd,Sm,1.0,3.0,5.15155301,-29.626522555,0.027672930624998003
mp-975797,PrSm3,L1$_2$,Pr,Sm,1.0,3.0,5.16512696,-29.619370055,0.031312277083333
mp-1183805,Dy3Zr,L1$_2$,Dy,Zr,3.0,1.0,4.869218,-29.5807275425,0.09307285250000001
mp-1206907,TlN,B2,Tl,N,1.0,1.0,3.159963,-29.542443204791663,1.611584420833335
mp-1017519,IrC,B2,Ir,C,1.0,1.0,2.73007,-29.48632436375,1.66696995625
mp-1185074,LaNd3,L1$_2$,La,Nd,1.0,3.0,5.23800806,-29.47602363,0.023678158125001
mp-1185044,LaPr3,L1$_2$,La,Pr,1.0,3.0,5.27145068,-29.457079465,0.032082862500001
mp-2217,LuCd,B2,Lu,Cd,1.0,1.0,3.64099005,-29.447109125,0.0
mp-1186243,PmNd3,L1$_2$,Pm,Nd,1.0,3.0,5.19951188,-29.4246740775,0.023985774999999
mp-851,ErPd,B2,Er,Pd,1.0,1.0,3.45306267,-29.40327156,0.0
mp-1009831,TaN,B2,Ta,N,1.0,1.0,2.754331,-29.402718186666668,0.8162796533333321
mp-20848,TmIn,B2,Tm,In,1.0,1.0,3.696671,-29.390652835,0.0
mp-1007656,HfPd3,L1$_2$,Hf,Pd,1.0,3.0,3.97857125,-29.389907245,0.014758419999946001
mp-2266,YbAg,B2,Yb,Ag,1.0,1.0,3.546385704928227,-29.31118992,0.0
mp-864655,PaCo3,L1$_2$,Pa,Co,1.0,3.0,3.78351721000028,-29.302208512500002,0.0
mp-20984,Ce3In,L1$_2$,Ce,In,3.0,1.0,4.9004091899999995,-29.1187361225,0.0
mp-10652,SmTe,B2,Sm,Te,1.0,1.0,3.845177999999999,-29.083274924999998,0.106175475
mp-1681,La3Sn,L1$_2$,La,Sn,3.0,1.0,5.03858216,-29.05152556,0.0035693758333330003
mp-1188024,Zr3Ta,L1$_2$,Zr,Ta,3.0,1.0,4.44631563,-29.0252194675,0.185082639416663
mp-971958,Tm3P,L1$_2$,Tm,P,3.0,1.0,4.499666,-29.024324145833333,0.48908141416666506
mp-1060962,TlC,B2,Tl,C,1.0,1.0,3.234577,-29.01067930541667,2.552590579583331
mp-979419,Dy3Y,L1$_2$,Dy,Y,3.0,1.0,5.040027200000226,-29.00683136,0.057982719583336007
mp-7131,PrTe,B2,Pr,Te,1.0,1.0,3.907568,-28.991472134999995,0.092127540000003
mp-1183558,CaYb3,L1$_2$,Ca,Yb,1.0,3.0,5.071639778915228,-28.9831457725,0.17346174124999703
mp-20214,UGa3,L1$_2$,U,Ga,1.0,3.0,4.26868079,-28.954788755,0.0
mp-10871,AlAu,B2,Al,Au,1.0,1.0,3.223942,-28.9293155525,0.15219490000000102
mp-21427,GdPd3,L1$_2$,Gd,Pd,1.0,3.0,4.11953915,-28.9180705475,0.0
mp-1009835,TaC,B2,Ta,C,1.0,1.0,2.797247,-28.896430104999997,1.032564450000002
mp-832,HoPd,B2,Ho,Pd,1.0,1.0,3.47122546,-28.866362185,0.028122391250001003
mp-867164,Pm3Sn,L1$_2$,Pm,Sn,3.0,1.0,4.90953212368229,-28.85888808,0.0
mp-11370,ErIn,B2,Er,In,1.0,1.0,3.71194956,-28.80521434,0.0
mp-11286,CaHg,B2,Ca,Hg,1.0,1.0,3.75465468,-28.79583176,0.0
mp-1002228,PtC,B2,Pt,C,1.0,1.0,2.816051,-28.70838685875,2.009089186250001
mp-1857,YbCd,B2,Yb,Cd,1.0,1.0,3.65342998527692,-28.69565817,0.0
mp-20387,EuSn3,L1$_2$,Eu,Sn,1.0,3.0,4.76442906,-28.6449375925,0.0
mp-1184165,Er3Ga,L1$_2$,Er,Ga,3.0,1.0,4.672864,-28.6054872175,0.10038908328125001
mp-2796,TmAg,B2,Tm,Ag,1.0,1.0,3.56122804,-28.59386282,0.0
mp-1008928,EuSe,B2,Eu,Se,1.0,1.0,3.7760219999999993,-28.480090009999998,0.29342894500000205
mp-1187314,Tb3Y,L1$_2$,Tb,Y,3.0,1.0,5.05923474,-28.44600718,0.05221867250000001
mp-979956,Yb3Mg,L1$_2$,Yb,Mg,3.0,1.0,4.822697056046765,-28.4109225325,0.07489956625000001
mp-2226,DyPd,B2,Dy,Pd,1.0,1.0,3.4846102500000002,-28.399308955,0.0
mp-20909,La3In,L1$_2$,La,In,3.0,1.0,5.0922784,-28.337934925,0.0
mp-21202,Sm3In,L1$_2$,Sm,In,3.0,1.0,4.92785002,-28.315906105,0.0
mp-865802,LuRh3,L1$_2$,Lu,Rh,1.0,3.0,3.9650849336959366,-28.2675707025,0.0
mp-978802,Sm3Pd,L1$_2$,Sm,Pd,3.0,1.0,4.791424,-28.2038307775,0.27815404875000005
mp-861982,PaGa3,L1$_2$,Pa,Ga,1.0,3.0,4.272575200009712,-28.18012843,0.005984425000001001
mp-1001834,HfN,B2,Hf,N,1.0,1.0,2.816176,-28.131210955,0.9913501350000011
mp-1183626,Cd3Ir,L1$_2$,Cd,Ir,3.0,1.0,4.216704,-28.113878984817074,0.143470591341461
mp-21483,Nd3In,L1$_2$,Nd,In,3.0,1.0,4.99280382,-28.080861645,0.0
mp-19764,Pr3In,L1$_2$,Pr,In,3.0,1.0,5.0344244400000004,-28.05680186,0.0
mp-1183932,CsLa3,L1$_2$,Cs,La,1.0,3.0,5.492868,-28.05529799698276,0.5304004067672421
mp-934,LiTl,B2,Li,Tl,1.0,1.0,3.43978152,-28.03860526,0.0
mp-2751,YbSn3,L1$_2$,Yb,Sn,1.0,3.0,4.659319761910695,-28.017679105,0.0
mp-257,DyIn,B2,Dy,In,1.0,1.0,3.74284633,-27.873652035,0.0
mp-1185011,La3Zr,L1$_2$,La,Zr,3.0,1.0,5.07267374,-27.8309672775,0.165065852499999
mp-1158,LuPd3,L1$_2$,Lu,Pd,1.0,3.0,4.04353158,-27.704613355,0.0
