破壊靭性,,,-2000,名詞,一般,*,*,*,*,破壊靭性,*,*
硬さ,,,-1000,名詞,一般,*,*,*,*,硬さ,*,*
硼化物,,,-1500,名詞,一般,*,*,*,*,硼化物,*,*
磁性状態,,,-2000,名詞,一般,*,*,*,*,磁性状態,*,*
磁気モーメント,,,-3500,名詞,一般,*,*,*,*,磁気モーメント,*,*
磁気異方性エネルギー,,,-5000,名詞,一般,*,*,*,*,磁気異方性エネルギー,*,*
磁気秩序,,,-2000,名詞,一般,*,*,*,*,磁気秩序,*,*
空孔,,,-1000,名詞,一般,*,*,*,*,空孔,*,*
空孔形成エネルギー,,,-4500,名詞,一般,*,*,*,*,空孔形成エネルギー,*,*
空孔拡散,,,-2000,名詞,一般,*,*,*,*,空孔拡散,*,*
空間群,,,-1500,名詞,一般,*,*,*,*,空間群,*,*
空間群番号,,,-2500,名詞,一般,*,*,*,*,空間群番号,*,*
窒化物,,,-1500,名詞,一般,*,*,*,*,窒化物,*,*
第 1フィック法則,,,-4500,名詞,一般,*,*,*,*,第 1フィック法則,*,*
第 2フィック法則,,,-4500,名詞,一般,*,*,*,*,第 2フィック法則,*,*
第一原理,,,-2000,名詞,一般,*,*,*,*,第一原理,*,*
第一原理計算,,,-3000,名詞,一般,*,*,*,*,第一原理計算,*,*
等方性,,,-1500,名詞,一般,*,*,*,*,等方性,*,*
粉末,,,-1000,名詞,一般,*,*,*,*,粉末,*,*
粉末冶金,,,-2000,名詞,一般,*,*,*,*,粉末冶金,*,*
粒 size,,,-3000,名詞,一般,*,*,*,*,粒 size,*,*
粒子 size,,,-3500,名詞,一般,*,*,*,*,粒子 size,*,*
粒子径,,,-1500,名詞,一般,*,*,*,*,粒子径,*,*
粒径,,,-1000,名詞,一般,*,*,*,*,粒径,*,*
粒界,,,-1000,名詞,一般,*,*,*,*,粒界,*,*
粒界エネルギー,,,-3500,名詞,一般,*,*,*,*,粒界エネルギー,*,*
粒界偏析,,,-2000,名詞,一般,*,*,*,*,粒界偏析,*,*
粒界拡散,,,-2000,名詞,一般,*,*,*,*,粒界拡散,*,*
粗大化,,,-1500,名詞,一般,*,*,*,*,粗大化,*,*
粗大結晶,,,-2000,名詞,一般,*,*,*,*,粗大結晶,*,*
粗視組織,,,-2000,名詞,一般,*,*,*,*,粗視組織,*,*
粘度,,,-1000,名詞,一般,*,*,*,*,粘度,*,*
組成,,,-1000,名詞,一般,*,*,*,*,組成,*,*
組織,,,-1000,名詞,一般,*,*,*,*,組織,*,*
結合,,,-1000,名詞,一般,*,*,*,*,結合,*,*
結晶orientation,,,-6500,名詞,一般,*,*,*,*,結晶orientation,*,*
結晶化,,,-1500,名詞,一般,*,*,*,*,結晶化,*,*
結晶方位,,,-2000,名詞,一般,*,*,*,*,結晶方位,*,*
結晶構造,,,-2000,名詞,一般,*,*,*,*,結晶構造,*,*
結晶系,,,-1500,名詞,一般,*,*,*,*,結晶系,*,*
線圧延,,,-1500,名詞,一般,*,*,*,*,線圧延,*,*
線欠陥,,,-1500,名詞,一般,*,*,*,*,線欠陥,*,*
縦弾性係数,,,-2500,名詞,一般,*,*,*,*,縦弾性係数,*,*
繰返し,,,-1500,名詞,一般,*,*,*,*,繰返し,*,*
繰返し荷重,,,-2500,名詞,一般,*,*,*,*,繰返し荷重,*,*
置換原子,,,-2000,名詞,一般,*,*,*,*,置換原子,*,*
耐久性,,,-1500,名詞,一般,*,*,*,*,耐久性,*,*
耐力,,,-1000,名詞,一般,*,*,*,*,耐力,*,*
耐熱合金,,,-2000,名詞,一般,*,*,*,*,耐熱合金,*,*
耐用寿命,,,-2000,名詞,一般,*,*,*,*,耐用寿命,*,*
脆性破壊,,,-2000,名詞,一般,*,*,*,*,脆性破壊,*,*
腐食,,,-1000,名詞,一般,*,*,*,*,腐食,*,*
腐食割れ,,,-2000,名詞,一般,*,*,*,*,腐食割れ,*,*
腐食摩耗,,,-2000,名詞,一般,*,*,*,*,腐食摩耗,*,*
臨界点,,,-1500,名詞,一般,*,*,*,*,臨界点,*,*
自己拡散,,,-2000,名詞,一般,*,*,*,*,自己拡散,*,*
自由エネルギー,,,-3500,名詞,一般,*,*,*,*,自由エネルギー,*,*
荷重,,,-1000,名詞,一般,*,*,*,*,荷重,*,*
蒸発,,,-1000,名詞,一般,*,*,*,*,蒸発,*,*
蒸発熱,,,-1500,名詞,一般,*,*,*,*,蒸発熱,*,*
薄膜,,,-1000,名詞,一般,*,*,*,*,薄膜,*,*
融点,,,-1000,名詞,一般,*,*,*,*,融点,*,*
融解,,,-1000,名詞,一般,*,*,*,*,融解,*,*
融解熱,,,-1500,名詞,一般,*,*,*,*,融解熱,*,*
表面,,,-1000,名詞,一般,*,*,*,*,表面,*,*
表面エネルギー,,,-3500,名詞,一般,*,*,*,*,表面エネルギー,*,*
表面偏析,,,-2000,名詞,一般,*,*,*,*,表面偏析,*,*
表面拡散,,,-2000,名詞,一般,*,*,*,*,表面拡散,*,*
表面積,,,-1500,名詞,一般,*,*,*,*,表面積,*,*
複相,,,-1000,名詞,一般,*,*,*,*,複相,*,*
規則化BCC,,,-3000,名詞,一般,*,*,*,*,規則化BCC,*,*
規則化FCC,,,-3000,名詞,一般,*,*,*,*,規則化FCC,*,*
計算条件,,,-2000,名詞,一般,*,*,*,*,計算条件,*,*
訓練データ,,,-2500,名詞,一般,*,*,*,*,訓練データ,*,*
評価データ,,,-2500,名詞,一般,*,*,*,*,評価データ,*,*
負荷,,,-1000,名詞,一般,*,*,*,*,負荷,*,*
超合金,,,-1500,名詞,一般,*,*,*,*,超合金,*,*
超弾性,,,-1500,名詞,一般,*,*,*,*,超弾性,*,*
軌道,,,-1000,名詞,一般,*,*,*,*,軌道,*,*
転位,,,-1000,名詞,一般,*,*,*,*,転位,*,*
逆極点図,,,-2000,名詞,一般,*,*,*,*,逆極点図,*,*
酸化,,,-1000,名詞,一般,*,*,*,*,酸化,*,*
酸化物,,,-1500,名詞,一般,*,*,*,*,酸化物,*,*
金属,,,-1000,名詞,一般,*,*,*,*,金属,*,*
金属的,,,-1500,名詞,一般,*,*,*,*,金属的,*,*
金属結合,,,-2000,名詞,一般,*,*,*,*,金属結合,*,*
金属間化合物,,,-3000,名詞,一般,*,*,*,*,金属間化合物,*,*
銅合金,,,-1500,名詞,一般,*,*,*,*,銅合金,*,*
鋳造,,,-1000,名詞,一般,*,*,*,*,鋳造,*,*
鍛造,,,-1000,名詞,一般,*,*,*,*,鍛造,*,*
長さ,,,-1000,名詞,一般,*,*,*,*,長さ,*,*
間化合物,,,-2000,名詞,一般,*,*,*,*,間化合物,*,*
降伏強度,,,-2000,名詞,一般,*,*,*,*,降伏強度,*,*
除荷,,,-1000,名詞,一般,*,*,*,*,除荷,*,*
陽子,,,-1000,名詞,一般,*,*,*,*,陽子,*,*
隙間原子,,,-2000,名詞,一般,*,*,*,*,隙間原子,*,*
隙間拡散,,,-2000,名詞,一般,*,*,*,*,隙間拡散,*,*
電子,,,-1000,名詞,一般,*,*,*,*,電子,*,*
電子回折,,,-2000,名詞,一般,*,*,*,*,電子回折,*,*
電子密度,,,-2000,名詞,一般,*,*,*,*,電子密度,*,*
電気伝導率,,,-2500,名詞,一般,*,*,*,*,電気伝導率,*,*
電気分解研磨,,,-3000,名詞,一般,*,*,*,*,電気分解研磨,*,*
電荷密度,,,-2000,名詞,一般,*,*,*,*,電荷密度,*,*
非晶質,,,-1500,名詞,一般,*,*,*,*,非晶質,*,*
非磁性,,,-1500,名詞,一般,*,*,*,*,非磁性,*,*
非金属,,,-1500,名詞,一般,*,*,*,*,非金属,*,*
面心立方,,,-2000,名詞,一般,*,*,*,*,面心立方,*,*
面欠陥,,,-1500,名詞,一般,*,*,*,*,面欠陥,*,*
面積,,,-1000,名詞,一般,*,*,*,*,面積,*,*
靭性,,,-1000,名詞,一般,*,*,*,*,靭性,*,*
飽和溶解度,,,-2500,名詞,一般,*,*,*,*,飽和溶解度,*,*
高entropy合金,,,-5000,名詞,一般,*,*,*,*,高entropy合金,*,*
高さ,,,-1000,名詞,一般,*,*,*,*,高さ,*,*
高強度鋼,,,-2000,名詞,一般,*,*,*,*,高強度鋼,*,*
高温酸化,,,-2000,名詞,一般,*,*,*,*,高温酸化,*,*
純物質,,,-2000,名詞,一般,*,*,*,*,純物質,ジュンブッシツ,ジュンブッシツ
純元素,,,-2000,名詞,一般,*,*,*,*,純元素,ジュンゲンソ,ジュンゲンソ
基準エネルギー,,,-2000,名詞,一般,*,*,*,*,基準エネルギー,キジュンエネルギー,キジュンエネルギー
参照エネルギー,,,-2000,名詞,一般,*,*,*,*,参照エネルギー,サンショウエネルギー,サンショウエネルギー
多形,,,-2000,名詞,一般,*,*,*,*,多形,タケイ,タケイ
