stability_id,entry_id,formation_energy_per_atom,energy_above_hull,is_stable,band_gap
stab_oqmd_14102,oqmd_14102,,0.24303595500000008,f,0.548999999999999
stab_oqmd_14105,oqmd_14105,,0.22971397999999982,f,0.422
stab_oqmd_15014,oqmd_15014,,0.1875772166995845,f,0
stab_oqmd_16686,oqmd_16686,-0.0189989365948255,0.09974285499999949,f,0
stab_oqmd_17062,oqmd_17062,0.135690055,0.135690055,f,0
stab_oqmd_17067,oqmd_17067,-0.335898525,0.003059450000000019,f,0
stab_oqmd_17075,oqmd_17075,0.3801708075,0.3801708075,f,0
stab_oqmd_17084,oqmd_17084,-0.227698891875001,0.0580148887499993,f,0
stab_oqmd_17090,oqmd_17090,-0.749716076875,0.10036981666666711,f,0
stab_oqmd_17121,oqmd_17121,-0.243844279999999,0.0009495091666670008,t,0
stab_oqmd_17159,oqmd_17159,-0.104937017499999,0.0028903739285720126,f,0
stab_oqmd_17179,oqmd_17179,-0.526345412916668,0.007079151249999249,f,0
stab_oqmd_17183,oqmd_17183,-0.418495386666668,0.19313910249999927,f,0
stab_oqmd_17187,oqmd_17187,-0.44633174,0,t,0
stab_oqmd_17190,oqmd_17190,-0.2354419825,0.01424802499999997,f,0
stab_oqmd_17196,oqmd_17196,-0.452167857638401,0.02618280039360016,f,0
stab_oqmd_17206,oqmd_17206,-0.487087984305069,0.030662774999999975,f,0
stab_oqmd_17207,oqmd_17207,-0.338407230833335,0.0019816950000000055,f,0
stab_oqmd_17212,oqmd_17212,-0.673060737483134,0,t,0
stab_oqmd_17221,oqmd_17221,-0.33161238875,0.013728197500000316,f,0
stab_oqmd_17227,oqmd_17227,0.0626909124999999,0.10245141749999978,f,0
stab_oqmd_17231,oqmd_17231,0.0573967632871986,0.0856499541666661,f,0
stab_oqmd_17248,oqmd_17248,-0.3878277475,0.0012283499999999892,f,0
stab_oqmd_17263,oqmd_17263,-0.2392656625,0.06252947578125026,f,0
stab_oqmd_17264,oqmd_17264,-0.509153915,0.06909517250000019,f,0
stab_oqmd_17283,oqmd_17283,-0.236589484375,0.06266075441291791,f,0
stab_oqmd_17286,oqmd_17286,-0.43856529125,0.014864910000000009,f,0
stab_oqmd_17297,oqmd_17297,-0.2982196625,0.007680352500000209,f,0
stab_oqmd_17300,oqmd_17300,-0.240117064375,0.07475917296874948,f,0
stab_oqmd_17303,oqmd_17303,-0.365987912416668,0.01465357249999949,f,0
stab_oqmd_17320,oqmd_17320,-0.447707746233135,0.0009818050000000023,t,0
stab_oqmd_17333,oqmd_17333,-0.977741224375,0.0015210725000004421,f,0
stab_oqmd_17342,oqmd_17342,-0.29969984375,0.001553598750000218,f,0
stab_oqmd_17351,oqmd_17351,,0.35184718,f,0
stab_oqmd_17352,oqmd_17352,-0.439347684166665,0.1379879816666661,f,0
stab_oqmd_17354,oqmd_17354,,0.0557026075,f,0
stab_oqmd_17360,oqmd_17360,-0.337538885,0.0006964549999999847,t,0
stab_oqmd_17363,oqmd_17363,-0.80344056875,0,t,0
stab_oqmd_17380,oqmd_17380,-0.7081181225,0.0006704699999990904,t,0
stab_oqmd_17383,oqmd_17383,-0.982982147500001,0.16891751250000053,f,0
stab_oqmd_17386,oqmd_17386,-0.862259727500001,0.05157265499999997,f,0
stab_oqmd_17387,oqmd_17387,-0.75821312375,0.0009227850000002036,t,0
stab_oqmd_17389,oqmd_17389,-0.8124774125,0.000525254999999003,t,0
stab_oqmd_17392,oqmd_17392,-0.482266285,0.0004249700000009682,t,0
stab_oqmd_17397,oqmd_17397,-0.451316224149799,0.0018053199999999991,f,0
stab_oqmd_17402,oqmd_17402,-0.466644557483134,0.0036502749999999806,f,0
stab_oqmd_17404,oqmd_17404,-0.347599342483135,0.0009405949999993779,t,0
stab_oqmd_17406,oqmd_17406,-0.434265634983134,0.002723030000000015,f,0
stab_oqmd_17407,oqmd_17407,-0.190403187066469,0.0021959099999999954,f,0
stab_oqmd_17413,oqmd_17413,0.364270040620315,0.364270040620315,f,0
stab_oqmd_17419,oqmd_17419,-0.444433914983134,0.0027753699999999992,f,0
stab_oqmd_17424,oqmd_17424,-0.444480651233135,0.002776569999998979,f,0
stab_oqmd_17427,oqmd_17427,-0.397763814983134,0.002017939999999996,f,0
stab_oqmd_17429,oqmd_17429,-0.503040627483134,0.002584590000000997,f,0
stab_oqmd_17432,oqmd_17432,-0.120492704816469,0.0014035849999999989,f,0
stab_oqmd_17437,oqmd_17437,-0.0663295740812648,0.0745326725000002,f,0
stab_oqmd_17439,oqmd_17439,0.0247376300168656,0.0247376300168656,f,0
stab_oqmd_17440,oqmd_17440,0.0264960425252985,0.0264960425252985,f,0
stab_oqmd_17441,oqmd_17441,-0.446250047483134,0.001648005000000008,f,0
stab_oqmd_17443,oqmd_17443,-0.480003724983134,0.0018111350000000193,f,0
stab_oqmd_17446,oqmd_17446,-0.619810917483134,0.00030410499999999896,t,0
stab_oqmd_17450,oqmd_17450,-0.0127565337247013,0.057874252516865635,f,0
stab_oqmd_17454,oqmd_17454,-0.460542576666665,0.00014886750000042692,t,0
stab_oqmd_17455,oqmd_17455,-0.403235933333332,0.0013795024999999628,f,0
stab_oqmd_17457,oqmd_17457,-0.853058376666666,0.0005675599999990233,t,0
stab_oqmd_17459,oqmd_17459,-0.0730864112499998,0.00012906000000040274,t,0
stab_oqmd_17460,oqmd_17460,-0.07310239125,0.00011308000000020968,t,0
stab_oqmd_17465,oqmd_17465,-0.254535128333333,0.00974281749999939,f,0
stab_oqmd_17467,oqmd_17467,-0.913743951666665,0.024966596249999973,f,0
stab_oqmd_17468,oqmd_17468,-0.904235833333333,0.001724717500000028,f,0
stab_oqmd_17472,oqmd_17472,-1.03721596583333,0.001626950000000127,f,0
stab_oqmd_17474,oqmd_17474,-0.904027211666666,0.0010027750000000113,f,0
stab_oqmd_17477,oqmd_17477,-0.470020038471734,0.03527483375000007,f,0
stab_oqmd_17479,oqmd_17479,-0.324149999166665,0.0016683150000010305,f,0
stab_oqmd_17480,oqmd_17480,-0.197949347083333,0,t,0
stab_oqmd_17481,oqmd_17481,-0.347938361666665,6.602500000002509e-05,t,0
stab_oqmd_17484,oqmd_17484,0.04734372875,0.08476408541666691,f,0
stab_oqmd_17486,oqmd_17486,-0.342531405416665,0.000860279999999991,t,0
stab_oqmd_17492,oqmd_17492,-0.972293312500001,0.0014050300000000293,f,0
stab_oqmd_17502,oqmd_17502,-0.5907102225,0.007446940000001456,f,0
stab_oqmd_17504,oqmd_17504,-0.15631443125,0.3689769112500001,f,0
stab_oqmd_17507,oqmd_17507,-0.85001516,0,t,0
stab_oqmd_17508,oqmd_17508,,0.254905227499999,f,0
stab_oqmd_17512,oqmd_17512,-1.0301461825,0.0006342399999998971,t,0
stab_oqmd_17514,oqmd_17514,,0,t,0
stab_oqmd_17518,oqmd_17518,-0.688220857500001,0.00012126250000099592,t,0
stab_oqmd_17524,oqmd_17524,-0.721585048446567,0.0012413524999990155,f,0
stab_oqmd_17525,oqmd_17525,-0.92117172,0.0002493949999999856,t,0
stab_oqmd_17529,oqmd_17529,-0.63875885625,7.830250000040451e-05,t,0
stab_oqmd_17533,oqmd_17533,-0.4731191275,0.022847493750000003,f,0
stab_oqmd_17536,oqmd_17536,-0.784881452500001,0.0003444032549571041,t,0
stab_oqmd_17538,oqmd_17538,-0.320504415,0.2640702321875002,f,0
stab_oqmd_17541,oqmd_17541,-0.766821889999999,0.09050918625000104,f,0
stab_oqmd_17544,oqmd_17544,-0.7139492825,0,t,0
stab_oqmd_17558,oqmd_17558,-0.115284109583335,0.0002726312499998912,t,0
stab_oqmd_17568,oqmd_17568,-0.44270269,0.0020146974999999956,f,0
stab_oqmd_17569,oqmd_17569,-0.81537576,0.00021774500000071306,t,0
stab_oqmd_17573,oqmd_17573,-0.847711640000001,0.09790237583333206,f,0
stab_oqmd_17578,oqmd_17578,-0.640333765138402,0.00014573249999894067,t,0
stab_oqmd_17579,oqmd_17579,-0.506565869212801,0,t,0
stab_oqmd_17580,oqmd_17580,-0.421915032499999,0.0023039250000009837,f,0
stab_oqmd_17581,oqmd_17581,-0.34211718125,0.004492092499999989,f,0
stab_oqmd_17582,oqmd_17582,-0.23856858875,0.00016185249999953188,t,0
stab_oqmd_17583,oqmd_17583,-0.31597558,0,t,0
stab_oqmd_17590,oqmd_17590,-0.278829395,0.0006408400000002534,t,0
stab_oqmd_17596,oqmd_17596,-0.431157489999999,0.019124745000000998,f,0
stab_oqmd_17610,oqmd_17610,-0.2332024625,8.75099999999851e-05,t,0
stab_oqmd_17612,oqmd_17612,-0.0441488020833347,0,t,0
stab_oqmd_17620,oqmd_17620,-0.17595500875,0.024753781249999995,f,0
stab_oqmd_17621,oqmd_17621,-0.9718324175,0.0005692800000000053,t,0
stab_oqmd_17622,oqmd_17622,-0.93506239625,0.0014361375000000454,f,0
stab_oqmd_17624,oqmd_17624,-1.09078774875,0.001670882500000026,f,0
stab_oqmd_17625,oqmd_17625,-1.0133319725,0.00045345999999968356,t,0
stab_oqmd_17627,oqmd_17627,-0.450736697499999,0.00013830999999997484,t,0
stab_oqmd_17628,oqmd_17628,-0.1237477075,0.0031962524999999964,f,0
stab_oqmd_17629,oqmd_17629,-0.3552263975,0.00051768499999999,t,0
stab_oqmd_17630,oqmd_17630,-0.114858377083335,8.959999999999524e-05,t,0
stab_oqmd_17638,oqmd_17638,-0.744475069583335,0.002445649999999966,f,0
stab_oqmd_17640,oqmd_17640,-0.119384248333335,9.375000000005906e-06,t,0
stab_oqmd_17646,oqmd_17646,-0.476044259583335,0.0004300850000006906,t,0
stab_oqmd_17650,oqmd_17650,-0.104368048333335,4.425499999999305e-05,t,0
stab_oqmd_17655,oqmd_17655,-0.056270089583335,0.022970129374999995,f,0
stab_oqmd_17657,oqmd_17657,0.24304753308333,0.24304753308333,f,0
stab_oqmd_17660,oqmd_17660,-0.0342187620833352,0.0029861399999999982,f,0
stab_oqmd_17661,oqmd_17661,-0.0567626895833349,0.00012495999999991014,t,0
stab_oqmd_17663,oqmd_17663,-0.109400507083335,0.0003304375000000026,t,0
stab_oqmd_17671,oqmd_17671,-0.0302652018965501,0.047690290877789546,f,0
stab_oqmd_17672,oqmd_17672,-0.111224635948275,0,t,0
stab_oqmd_17677,oqmd_17677,-0.19215457689655,0.008446446241379607,f,0
stab_oqmd_17681,oqmd_17681,-0.358891590948275,5.291000000001711e-05,t,0
stab_oqmd_17682,oqmd_17682,0.0663786121551748,0.2426364281034498,f,0
stab_oqmd_17686,oqmd_17686,-0.184871916896551,0,t,0
stab_oqmd_17687,oqmd_17687,0.0629774921551753,0.1554134506034508,f,0
stab_oqmd_17700,oqmd_17700,-0.284458031896548,0,t,0
stab_oqmd_17703,oqmd_17703,0.0663328781034496,0.08233642381565072,f,0
stab_oqmd_17704,oqmd_17704,-0.0240053184482751,0,t,0
stab_oqmd_17720,oqmd_17720,,0.24235760000000006,f,0
stab_oqmd_17728,oqmd_17728,-0.147622507712912,0,t,0
stab_oqmd_17747,oqmd_17747,-0.518648355000002,0.0011510924999990069,f,0
stab_oqmd_17750,oqmd_17750,-0.15212739,0.07116064,f,0
stab_oqmd_17752,oqmd_17752,-0.124591035,0.025634948251130205,f,0
stab_oqmd_17759,oqmd_17759,-0.163429825,0,t,0
stab_oqmd_17764,oqmd_17764,-0.36735322625,0.004663747500000093,f,0
stab_oqmd_17765,oqmd_17765,-0.78414477875,0.003020099999999637,f,0
stab_oqmd_17769,oqmd_17769,-0.84463081625,0.05712784916666602,f,0
stab_oqmd_17775,oqmd_17775,-0.564850246388402,0.00577059000000002,f,0
stab_oqmd_17776,oqmd_17776,-0.39427055,0.001860805000000021,f,0
stab_oqmd_17777,oqmd_17777,-0.30176645,0,t,0
stab_oqmd_17779,oqmd_17779,-0.2126945075,0.0021658273243019,f,0
stab_oqmd_17780,oqmd_17780,-0.3182084125,0.00016701000000002297,t,0
stab_oqmd_17795,oqmd_17795,-0.515840327499999,0.0002819250000010154,t,0
stab_oqmd_17803,oqmd_17803,-0.46466979375,0,t,0
stab_oqmd_17808,oqmd_17808,-0.224211121712801,0,t,0
stab_oqmd_17838,oqmd_17838,-0.377978861893132,0.04573141500000022,f,0
stab_oqmd_17841,oqmd_17841,,0.21505431250000018,f,0
stab_oqmd_17860,oqmd_17860,-0.249743215000001,0.013030894999999515,f,0
stab_oqmd_17872,oqmd_17872,-0.4126595596875,0.031606778750000064,f,0
stab_oqmd_17873,oqmd_17873,-0.354405087187502,0,t,0
stab_oqmd_17875,oqmd_17875,-0.207199044825901,6.759249999999106e-05,t,0
stab_oqmd_17876,oqmd_17876,0.2163139917247,0.2854028701424449,f,0
stab_oqmd_17877,oqmd_17877,0.545530579687499,0.545530579687499,f,0
stab_oqmd_17890,oqmd_17890,-0.438648115,0,t,0
stab_oqmd_17895,oqmd_17895,,0.9312949624999984,f,0
stab_oqmd_17898,oqmd_17898,,0.2590501999999999,f,0
stab_oqmd_17904,oqmd_17904,-0.735973226893133,0.0002991049999999662,t,0
stab_oqmd_17906,oqmd_17906,-0.527704249999999,0.0007385349999999846,t,0
stab_oqmd_17907,oqmd_17907,,0,t,0
stab_oqmd_17908,oqmd_17908,-0.899696755000001,1.096999999972148e-05,t,0
stab_oqmd_17912,oqmd_17912,-0.346203270625,0.013027595129488312,f,0
stab_oqmd_17913,oqmd_17913,-0.380649049375,0.00583569500000003,f,0
stab_oqmd_17914,oqmd_17914,,0.3196413124999999,f,0
stab_oqmd_17915,oqmd_17915,-0.0909596774999999,0.046924961188772166,f,0
stab_oqmd_17917,oqmd_17917,-0.0765148599999996,0.020057960000000846,f,0
stab_oqmd_17918,oqmd_17918,-0.1681913425,0,t,0
stab_oqmd_17926,oqmd_17926,-0.126429711166668,0.002615772499998975,f,0
stab_oqmd_17928,oqmd_17928,-0.232525222500001,0,t,0
stab_oqmd_17929,oqmd_17929,-0.2130800775,0.018495053750000268,f,0
stab_oqmd_17931,oqmd_17931,0.148792423750001,0.148792423750001,f,0
stab_oqmd_17934,oqmd_17934,-0.28738307875,0.009914671310809031,f,0
stab_oqmd_17937,oqmd_17937,-0.3634800275,0,t,0
stab_oqmd_17940,oqmd_17940,-0.757986361875,0.0031743899999998604,f,0
stab_oqmd_17943,oqmd_17943,-0.0613358974999993,0.5189805174999993,f,0
stab_oqmd_17944,oqmd_17944,-0.9074035625,0.0007531750000000503,t,0
stab_oqmd_17945,oqmd_17945,-0.85439362875,0,t,0
stab_oqmd_17947,oqmd_17947,-0.825939259375001,0.0021758924999990548,f,0
stab_oqmd_17954,oqmd_17954,-0.5393308417128,0.0020998225000004034,f,0
stab_oqmd_17965,oqmd_17965,-0.717657476166668,0.0017938774999998186,f,0
stab_oqmd_1797,oqmd_1797,,0.20613739999999592,f,0
stab_oqmd_17970,oqmd_17970,-0.486716411893132,0.08312948337160764,f,0
stab_oqmd_17972,oqmd_17972,-0.641766360946566,0.007792608749999985,f,0
stab_oqmd_17980,oqmd_17980,-0.947992699999999,0.018461866250000014,f,0
stab_oqmd_17981,oqmd_17981,-0.92451966,0.0014887550000000083,f,0
stab_oqmd_17986,oqmd_17986,-0.85931583125,0.0024302299999998667,f,0
stab_oqmd_17987,oqmd_17987,-0.867782709999999,0,t,0
stab_oqmd_17988,oqmd_17988,-0.69754859,0,t,0
stab_oqmd_17994,oqmd_17994,-0.681797285,0.0025993908333330484,f,0
stab_oqmd_17995,oqmd_17995,-1.2287881725,0.007501645000000057,f,0
stab_oqmd_17997,oqmd_17997,-1.04670448375,0.001092692499999659,f,0
stab_oqmd_18000,oqmd_18000,-0.911126884375,0.0040556233333329805,f,0
stab_oqmd_18004,oqmd_18004,-0.408979649212801,0.0007310625000001569,t,0
stab_oqmd_18012,oqmd_18012,-0.835964081166668,0.0014974850000000206,f,0
stab_oqmd_18013,oqmd_18013,,0.13158851999999902,f,0
stab_oqmd_18015,oqmd_18015,-0.799790121893133,0.15005851499999923,f,0
stab_oqmd_18021,oqmd_18021,-1.0708251575,0.0016288999999998222,f,0
stab_oqmd_18026,oqmd_18026,-0.230668912500001,0.19797462499999802,f,0
stab_oqmd_18029,oqmd_18029,-0.432786775,0.0130972562500003,f,0
stab_oqmd_18031,oqmd_18031,-0.98113342625,0,t,0
stab_oqmd_18034,oqmd_18034,-0.790495415000001,0.07539047499999807,f,0
stab_oqmd_18037,oqmd_18037,-0.325846145000001,0.0007710562499994023,t,0
stab_oqmd_18038,oqmd_18038,-0.912491534999999,0.17458105999999962,f,0
stab_oqmd_18039,oqmd_18039,-1.017251925,0.011098583749999946,f,0
stab_oqmd_18042,oqmd_18042,-0.40754205,0,t,0
stab_oqmd_18044,oqmd_18044,-0.160821685,0,t,0
stab_oqmd_18046,oqmd_18046,-0.435220762638402,0.0001831625000003334,t,0
stab_oqmd_18050,oqmd_18050,-0.418388054393132,2.5645000000906748e-05,t,0
stab_oqmd_18054,oqmd_18054,-1.0268732575,0.000966360000000055,t,0
stab_oqmd_18055,oqmd_18055,-0.615306173750001,0.0011009949999993829,f,0
stab_oqmd_18057,oqmd_18057,-0.715152323750001,0.0004242099999989257,t,0
stab_oqmd_18066,oqmd_18066,-0.6129252475,0.0008480499999998781,t,0
stab_oqmd_18067,oqmd_18067,-0.511459007333335,0.00040818999999991945,t,0
stab_oqmd_18071,oqmd_18071,-0.726907635,0,t,0
stab_oqmd_18073,oqmd_18073,-0.749826536893133,0.03270506249999994,f,0
stab_oqmd_18074,oqmd_18074,-0.637218398446567,0.0011723049999989854,f,0
stab_oqmd_18076,oqmd_18076,-0.96668025,0.0003815299999999633,t,0
stab_oqmd_18078,oqmd_18078,-0.672581106250002,0.0014078799999980296,f,0
stab_oqmd_18081,oqmd_18081,-0.373145982500001,0.014075297499999306,f,0
stab_oqmd_18083,oqmd_18083,-0.8422203175,0.0003459550000000089,t,0
stab_oqmd_18088,oqmd_18088,-0.752098479999999,0.05368201625000102,f,0
stab_oqmd_18089,oqmd_18089,-0.682506185000001,0.001363719999998958,f,0
stab_oqmd_18090,oqmd_18090,-0.5332486175,0.0007116800000002144,t,0
stab_oqmd_18097,oqmd_18097,-0.788424706893132,0.00013640000000014751,t,0
stab_oqmd_18098,oqmd_18098,-0.323850643749999,0,t,0
stab_oqmd_18099,oqmd_18099,-0.225129594999999,0.04910503800000063,f,0
stab_oqmd_18101,oqmd_18101,-0.642828645,0.0001991000000010068,t,0
stab_oqmd_18102,oqmd_18102,,4.0007499997773976e-05,t,0
stab_oqmd_18105,oqmd_18105,,0.2679775891666667,f,0
stab_oqmd_18106,oqmd_18106,-0.3792789225,0.0001364199999997484,t,0
stab_oqmd_18108,oqmd_18108,,0.009189865000000408,f,0
stab_oqmd_18109,oqmd_18109,-0.374706395,0,t,0
stab_oqmd_18111,oqmd_18111,-0.381574786249999,0.0008613100000010032,t,0
stab_oqmd_18112,oqmd_18112,-0.277479648125,0.00270406750000024,f,0
stab_oqmd_18114,oqmd_18114,-0.32744836875,0,t,0
stab_oqmd_18123,oqmd_18123,-0.33898677880507,0.014555896018598524,f,0
stab_oqmd_18125,oqmd_18125,-0.510827515138402,0.00013970250000006068,t,0
stab_oqmd_18128,oqmd_18128,-0.333598379552499,0.03704907875000002,f,0
stab_oqmd_18132,oqmd_18132,-0.197936296388401,0.00044904750000035465,t,0
stab_oqmd_18135,oqmd_18135,-0.494753831388402,0.023511687268598425,f,0
stab_oqmd_18138,oqmd_18138,-0.514966627638402,0.00011728750000006283,t,0
stab_oqmd_18140,oqmd_18140,-0.4279577375,0.003409326249999789,f,0
stab_oqmd_18145,oqmd_18145,-0.501043217499999,2.9919999999794555e-05,t,0
stab_oqmd_18147,oqmd_18147,,0.04067333332450196,f,0
stab_oqmd_18148,oqmd_18148,-0.0232279698333349,0.026587412583332522,f,0
stab_oqmd_18149,oqmd_18149,-0.0672390749166678,0.005174874999999801,f,0
stab_oqmd_18152,oqmd_18152,-0.0123909223333349,0.11828321743114713,f,0
stab_oqmd_18156,oqmd_18156,-0.526867634393131,0.00012348500000103346,t,0
stab_oqmd_18157,oqmd_18157,-0.365395792499999,5.125500000102701e-05,t,0
stab_oqmd_18158,oqmd_18158,,0.04129928649471548,f,0
stab_oqmd_18159,oqmd_18159,,0.03973437375000488,f,0
stab_oqmd_18162,oqmd_18162,-0.16096145125,0.0012070574999999972,f,0
stab_oqmd_18167,oqmd_18167,-0.209320203446566,0,t,0
stab_oqmd_18169,oqmd_18169,-0.2877149225,0.0017900499999999875,f,0
stab_oqmd_18170,oqmd_18170,-0.15962322875,0.004358943750000233,f,0
stab_oqmd_18171,oqmd_18171,0.23442209,0.23442209,f,0
stab_oqmd_18172,oqmd_18172,-0.37295919,0.0021475850000000074,f,0
stab_oqmd_18173,oqmd_18173,-0.2310098925,0,t,0
stab_oqmd_18174,oqmd_18174,-0.4970915625,0.0010990700000000353,f,0
stab_oqmd_18175,oqmd_18175,-0.25977716625,0,t,0
stab_oqmd_18176,oqmd_18176,-0.353205805,5.772000000003885e-05,t,0
stab_oqmd_18181,oqmd_18181,,0.2760351049999995,f,0
stab_oqmd_18185,oqmd_18185,,0.22915931,f,0
stab_oqmd_18187,oqmd_18187,,0.43139361499999995,f,0
stab_oqmd_18189,oqmd_18189,-0.04073035,0,t,0
stab_oqmd_18193,oqmd_18193,-0.66275832,4.539999999941813e-06,t,0
stab_oqmd_18197,oqmd_18197,-0.299313165,0,t,0
stab_oqmd_18199,oqmd_18199,,4.684999999993167e-05,t,0
stab_oqmd_18312,oqmd_18312,,0.00011071999999789917,t,0
stab_oqmd_18313,oqmd_18313,-0.895766673333335,0.035160694999999964,f,0
stab_oqmd_18314,oqmd_18314,-0.893597686666667,0.001993465000000305,f,0
stab_oqmd_18319,oqmd_18319,,1.3119999999977594e-05,t,0.364
stab_oqmd_18320,oqmd_18320,-0.914086197500001,0,t,0
stab_oqmd_18322,oqmd_18322,,0.0004817316666647642,t,0
stab_oqmd_18364,oqmd_18364,-0.4829762125,0.0004051549999999904,t,0
stab_oqmd_18367,oqmd_18367,-0.191847125937501,0,t,0
stab_oqmd_18451,oqmd_18451,0.3371231584375,0.39503112890625,f,0
stab_oqmd_18452,oqmd_18452,0.440863300937499,0.4438738808032265,f,0
stab_oqmd_18456,oqmd_18456,,0.10706590875214786,f,0
stab_oqmd_18457,oqmd_18457,,0.048258863437499855,f,0
stab_oqmd_18458,oqmd_18458,,0.03854414515624982,f,0
stab_oqmd_18459,oqmd_18459,,0.06270768000000071,f,0
stab_oqmd_18460,oqmd_18460,-0.00440681968750045,0.004624919999999479,f,0
stab_oqmd_18489,oqmd_18489,-0.3011306325,0,t,0
stab_oqmd_18499,oqmd_18499,-0.0669313775000004,0.020880746666666034,f,0
stab_oqmd_18665,oqmd_18665,-0.726107479375,0,t,0
stab_oqmd_18674,oqmd_18674,-0.389183295,0.0006179550000010026,t,0
stab_oqmd_18693,oqmd_18693,-0.868430664374999,0.001931357500000619,f,0
stab_oqmd_18714,oqmd_18714,-0.687711832500001,0.01557226749999896,f,0
stab_oqmd_18716,oqmd_18716,-0.45477582375,0,t,0
stab_oqmd_18728,oqmd_18728,,0.01254946999999959,f,0
stab_oqmd_18741,oqmd_18741,-0.21553083,0.00046951444444440216,t,0
stab_oqmd_18755,oqmd_18755,-0.74125120125,0.24681538999999997,f,0
stab_oqmd_18759,oqmd_18759,,0.0011253150000000156,f,0
stab_oqmd_18776,oqmd_18776,,0.00010910999999996784,t,0
stab_oqmd_18782,oqmd_18782,-0.3351631725,0.002452539999999892,f,0
stab_oqmd_18785,oqmd_18785,-0.32606712375,0.0008191799999999749,t,0
stab_oqmd_18788,oqmd_18788,0.00399461266666501,0.09089323721226947,f,0
stab_oqmd_18793,oqmd_18793,-0.284487060625001,0,t,0
stab_oqmd_18794,oqmd_18794,-0.348561375625001,0.006112555940035291,f,0
stab_oqmd_18797,oqmd_18797,-0.29845024875,0.0009205400000005803,t,0
stab_oqmd_18811,oqmd_18811,-0.409688401893131,0.02021524625000054,f,0
stab_oqmd_18815,oqmd_18815,-0.123945942500001,0,t,0
stab_oqmd_18818,oqmd_18818,-0.278675555,0.001121178750000007,f,0
stab_oqmd_18819,oqmd_18819,-0.222214665,0.051264071250000015,f,0
stab_oqmd_18829,oqmd_18829,-0.0793982929166699,1.730999999999261e-05,t,0
stab_oqmd_18834,oqmd_18834,-0.611539027638402,0.0005198599999997056,t,0
stab_oqmd_18839,oqmd_18839,-0.04855258,0.003396992000000522,f,0
stab_oqmd_18852,oqmd_18852,-0.184490946250001,0.13927770370217624,f,0
stab_oqmd_18854,oqmd_18854,,0.2890874519539556,f,0
stab_oqmd_18855,oqmd_18855,,0.476722103907912,f,0
stab_oqmd_18866,oqmd_18866,-0.60624575125,0.005006264499999968,f,0
stab_oqmd_18867,oqmd_18867,-0.783705421893133,0.09991856249999942,f,0
stab_oqmd_18869,oqmd_18869,-0.0425309470833346,0.0006542200000003995,t,0
stab_oqmd_18875,oqmd_18875,-0.230708736250001,0.222510941432764,f,0
stab_oqmd_18876,oqmd_18876,,0.06689824999999948,f,0
stab_oqmd_18884,oqmd_18884,-0.803113476875,0.08803257750000004,f,0
stab_oqmd_18890,oqmd_18890,-0.572317017013401,0.00029298375000086363,t,0
stab_oqmd_18891,oqmd_18891,-0.39904937625,0.0016434100000000118,f,0
stab_oqmd_18892,oqmd_18892,-0.312772653125,0.005527719999999958,f,0
stab_oqmd_18894,oqmd_18894,-0.216651561875,0.0009822525000010018,t,0
stab_oqmd_18895,oqmd_18895,-0.31109255375,0,t,0
stab_oqmd_18903,oqmd_18903,-0.536498425,0.005161432500000007,f,0
stab_oqmd_18904,oqmd_18904,0.302793785,0.3646894524999996,f,0
stab_oqmd_18905,oqmd_18905,,0.2796611549999999,f,0
stab_oqmd_18908,oqmd_18908,-0.544505759513402,0.015036402499999046,f,0
stab_oqmd_18920,oqmd_18920,-0.156469135625001,0.032616688749998984,f,0
stab_oqmd_1897,oqmd_1897,,7.226500000001579e-05,t,0
stab_oqmd_1898,oqmd_1898,,0.0009625199999999667,t,0
stab_oqmd_19012,oqmd_19012,,0.3882508375,f,0
stab_oqmd_19092,oqmd_19092,0.166068341249999,0.166068341249999,f,0
stab_oqmd_19093,oqmd_19093,0.145762746666666,0.145762746666666,f,0
stab_oqmd_19112,oqmd_19112,0.0158212225000001,0.0158212225000001,f,0
stab_oqmd_19121,oqmd_19121,,0.236511919999997,f,0
stab_oqmd_19149,oqmd_19149,-0.0137219018965506,0.07027844155172491,f,0
stab_oqmd_19154,oqmd_19154,-0.37167911625,0.001877512500000289,f,0
stab_oqmd_19192,oqmd_19192,-0.519039842083333,0.00324338562499904,f,0
stab_oqmd_19193,oqmd_19193,-0.50422251375,0,t,0
stab_oqmd_19332,oqmd_19332,-0.39157313875,0.023106375000000012,f,0
stab_oqmd_19333,oqmd_19333,-0.251309238333335,0.011944967499999959,f,0
stab_oqmd_19341,oqmd_19341,-0.05211821875,0.00019932000000009997,t,0
stab_oqmd_19355,oqmd_19355,,0.187582998333334,f,0
stab_oqmd_19422,oqmd_19422,-0.226330055,0.040700208749999495,f,0
stab_oqmd_19423,oqmd_19423,-0.449192511893131,0.0013548600000006794,f,0
stab_oqmd_19431,oqmd_19431,,0.04024059000000002,f,0
stab_oqmd_19455,oqmd_19455,-0.0760392124999996,0.0018394300000003777,f,0
stab_oqmd_19476,oqmd_19476,-0.3524127925,0.044305275000000144,f,0
stab_oqmd_1949,oqmd_1949,,4.50499999993248e-06,t,0
stab_oqmd_19509,oqmd_19509,,0.00011606000000030647,t,3.583
stab_oqmd_1956,oqmd_1956,,0.4012498189062501,f,0
stab_oqmd_19681,oqmd_19681,-0.486146624791667,0.009009687500001029,f,0
stab_oqmd_19979,oqmd_19979,-0.4143992025,0.20990106874999997,f,0
