calculation_id,entry_id,method,functional,calculation_type
calc_oqmd_17512,oqmd_17512,DFT,GGA,static
calc_oqmd_17514,oqmd_17514,DFT,GGA,static
calc_oqmd_17518,oqmd_17518,DFT,GGA,static
calc_oqmd_17524,oqmd_17524,DFT,GGA,static
calc_oqmd_17525,oqmd_17525,DFT,GGA,static
calc_oqmd_17529,oqmd_17529,DFT,GGA,static
calc_oqmd_17533,oqmd_17533,DFT,GGA,static
calc_oqmd_17536,oqmd_17536,DFT,GGA,static
calc_oqmd_17538,oqmd_17538,DFT,GGA,static
calc_oqmd_17541,oqmd_17541,DFT,GGA,static
calc_oqmd_17544,oqmd_17544,DFT,GGA,static
calc_oqmd_17558,oqmd_17558,DFT,GGA,static
calc_oqmd_17568,oqmd_17568,DFT,GGA,static
calc_oqmd_17569,oqmd_17569,DFT,GGA,static
calc_oqmd_17573,oqmd_17573,DFT,GGA,static
calc_oqmd_17578,oqmd_17578,DFT,GGA,static
calc_oqmd_17579,oqmd_17579,DFT,GGA,static
calc_oqmd_17580,oqmd_17580,DFT,GGA,static
calc_oqmd_17581,oqmd_17581,DFT,GGA,static
calc_oqmd_17582,oqmd_17582,DFT,GGA,static
calc_oqmd_17583,oqmd_17583,DFT,GGA,static
calc_oqmd_17590,oqmd_17590,DFT,GGA,static
calc_oqmd_17596,oqmd_17596,DFT,GGA,static
calc_oqmd_17610,oqmd_17610,DFT,GGA,static
calc_oqmd_17612,oqmd_17612,DFT,GGA,static
calc_oqmd_17620,oqmd_17620,DFT,GGA,static
calc_oqmd_17621,oqmd_17621,DFT,GGA,static
calc_oqmd_17622,oqmd_17622,DFT,GGA,static
calc_oqmd_17624,oqmd_17624,DFT,GGA,static
calc_oqmd_17625,oqmd_17625,DFT,GGA,static
calc_oqmd_17627,oqmd_17627,DFT,GGA,static
calc_oqmd_17628,oqmd_17628,DFT,GGA,static
calc_oqmd_17629,oqmd_17629,DFT,GGA,static
calc_oqmd_17630,oqmd_17630,DFT,GGA,static
calc_oqmd_17638,oqmd_17638,DFT,GGA,static
calc_oqmd_17640,oqmd_17640,DFT,GGA,static
calc_oqmd_17646,oqmd_17646,DFT,GGA,static
calc_oqmd_17650,oqmd_17650,DFT,GGA,static
calc_oqmd_17655,oqmd_17655,DFT,GGA,static
calc_oqmd_17657,oqmd_17657,DFT,GGA,static
calc_oqmd_17660,oqmd_17660,DFT,GGA,static
calc_oqmd_17661,oqmd_17661,DFT,GGA,static
calc_oqmd_17663,oqmd_17663,DFT,GGA,static
calc_oqmd_17671,oqmd_17671,DFT,GGA,static
calc_oqmd_17672,oqmd_17672,DFT,GGA,static
calc_oqmd_17677,oqmd_17677,DFT,GGA,static
calc_oqmd_17681,oqmd_17681,DFT,GGA,static
calc_oqmd_17682,oqmd_17682,DFT,GGA,static
calc_oqmd_17686,oqmd_17686,DFT,GGA,static
calc_oqmd_17687,oqmd_17687,DFT,GGA,static
calc_oqmd_17700,oqmd_17700,DFT,GGA,static
calc_oqmd_17703,oqmd_17703,DFT,GGA,static
calc_oqmd_17704,oqmd_17704,DFT,GGA,static
calc_oqmd_17720,oqmd_17720,DFT,GGA,static
calc_oqmd_17728,oqmd_17728,DFT,GGA,static
calc_oqmd_17747,oqmd_17747,DFT,GGA,static
calc_oqmd_17750,oqmd_17750,DFT,GGA,static
calc_oqmd_17752,oqmd_17752,DFT,GGA,static
calc_oqmd_17759,oqmd_17759,DFT,GGA,static
calc_oqmd_17764,oqmd_17764,DFT,GGA,static
calc_oqmd_17765,oqmd_17765,DFT,GGA,static
calc_oqmd_17769,oqmd_17769,DFT,GGA,static
calc_oqmd_17775,oqmd_17775,DFT,GGA,static
calc_oqmd_17776,oqmd_17776,DFT,GGA,static
calc_oqmd_17777,oqmd_17777,DFT,GGA,static
calc_oqmd_17779,oqmd_17779,DFT,GGA,static
calc_oqmd_17780,oqmd_17780,DFT,GGA,static
calc_oqmd_17795,oqmd_17795,DFT,GGA,static
calc_oqmd_17803,oqmd_17803,DFT,GGA,static
calc_oqmd_17808,oqmd_17808,DFT,GGA,static
calc_oqmd_17838,oqmd_17838,DFT,GGA,static
calc_oqmd_17841,oqmd_17841,DFT,GGA,static
calc_oqmd_17860,oqmd_17860,DFT,GGA,static
calc_oqmd_17872,oqmd_17872,DFT,GGA,static
calc_oqmd_17873,oqmd_17873,DFT,GGA,static
calc_oqmd_17875,oqmd_17875,DFT,GGA,static
calc_oqmd_17876,oqmd_17876,DFT,GGA,static
calc_oqmd_17877,oqmd_17877,DFT,GGA,static
calc_oqmd_17890,oqmd_17890,DFT,GGA,static
calc_oqmd_17895,oqmd_17895,DFT,GGA,static
calc_oqmd_17898,oqmd_17898,DFT,GGA,static
calc_oqmd_17904,oqmd_17904,DFT,GGA,static
calc_oqmd_17906,oqmd_17906,DFT,GGA,static
calc_oqmd_17907,oqmd_17907,DFT,GGA,static
calc_oqmd_17908,oqmd_17908,DFT,GGA,static
calc_oqmd_17912,oqmd_17912,DFT,GGA,static
calc_oqmd_17913,oqmd_17913,DFT,GGA,static
calc_oqmd_17914,oqmd_17914,DFT,GGA,static
calc_oqmd_17915,oqmd_17915,DFT,GGA,static
calc_oqmd_17917,oqmd_17917,DFT,GGA,static
calc_oqmd_17918,oqmd_17918,DFT,GGA,static
calc_oqmd_17926,oqmd_17926,DFT,GGA,static
calc_oqmd_17928,oqmd_17928,DFT,GGA,static
calc_oqmd_17929,oqmd_17929,DFT,GGA,static
calc_oqmd_17931,oqmd_17931,DFT,GGA,static
calc_oqmd_17934,oqmd_17934,DFT,GGA,static
calc_oqmd_17937,oqmd_17937,DFT,GGA,static
calc_oqmd_17940,oqmd_17940,DFT,GGA,static
calc_oqmd_17943,oqmd_17943,DFT,GGA,static
calc_oqmd_17944,oqmd_17944,DFT,GGA,static
calc_oqmd_17945,oqmd_17945,DFT,GGA,static
calc_oqmd_17947,oqmd_17947,DFT,GGA,static
calc_oqmd_17954,oqmd_17954,DFT,GGA,static
calc_oqmd_17965,oqmd_17965,DFT,GGA,static
calc_oqmd_1797,oqmd_1797,DFT,GGA,static
calc_oqmd_17970,oqmd_17970,DFT,GGA,static
calc_oqmd_17972,oqmd_17972,DFT,GGA,static
calc_oqmd_17980,oqmd_17980,DFT,GGA,static
calc_oqmd_17981,oqmd_17981,DFT,GGA,static
calc_oqmd_17986,oqmd_17986,DFT,GGA,static
calc_oqmd_17987,oqmd_17987,DFT,GGA,static
calc_oqmd_17988,oqmd_17988,DFT,GGA,static
calc_oqmd_17994,oqmd_17994,DFT,GGA,static
calc_oqmd_17995,oqmd_17995,DFT,GGA,static
calc_oqmd_17997,oqmd_17997,DFT,GGA,static
calc_oqmd_18000,oqmd_18000,DFT,GGA,static
calc_oqmd_18004,oqmd_18004,DFT,GGA,static
calc_oqmd_18012,oqmd_18012,DFT,GGA,static
calc_oqmd_18013,oqmd_18013,DFT,GGA,static
calc_oqmd_18015,oqmd_18015,DFT,GGA,static
calc_oqmd_18021,oqmd_18021,DFT,GGA,static
calc_oqmd_18026,oqmd_18026,DFT,GGA,static
calc_oqmd_18029,oqmd_18029,DFT,GGA,static
calc_oqmd_18031,oqmd_18031,DFT,GGA,static
calc_oqmd_18034,oqmd_18034,DFT,GGA,static
calc_oqmd_18037,oqmd_18037,DFT,GGA,static
calc_oqmd_18038,oqmd_18038,DFT,GGA,static
calc_oqmd_18039,oqmd_18039,DFT,GGA,static
calc_oqmd_18042,oqmd_18042,DFT,GGA,static
calc_oqmd_18044,oqmd_18044,DFT,GGA,static
calc_oqmd_18046,oqmd_18046,DFT,GGA,static
calc_oqmd_18050,oqmd_18050,DFT,GGA,static
calc_oqmd_18054,oqmd_18054,DFT,GGA,static
calc_oqmd_18055,oqmd_18055,DFT,GGA,static
calc_oqmd_18057,oqmd_18057,DFT,GGA,static
calc_oqmd_18066,oqmd_18066,DFT,GGA,static
calc_oqmd_18067,oqmd_18067,DFT,GGA,static
calc_oqmd_18071,oqmd_18071,DFT,GGA,static
calc_oqmd_18073,oqmd_18073,DFT,GGA,static
calc_oqmd_18074,oqmd_18074,DFT,GGA,static
calc_oqmd_18076,oqmd_18076,DFT,GGA,static
calc_oqmd_18078,oqmd_18078,DFT,GGA,static
calc_oqmd_18081,oqmd_18081,DFT,GGA,static
calc_oqmd_18083,oqmd_18083,DFT,GGA,static
calc_oqmd_18088,oqmd_18088,DFT,GGA,static
calc_oqmd_18089,oqmd_18089,DFT,GGA,static
calc_oqmd_18090,oqmd_18090,DFT,GGA,static
calc_oqmd_18097,oqmd_18097,DFT,GGA,static
calc_oqmd_18098,oqmd_18098,DFT,GGA,static
calc_oqmd_18099,oqmd_18099,DFT,GGA,static
calc_oqmd_18101,oqmd_18101,DFT,GGA,static
calc_oqmd_18102,oqmd_18102,DFT,GGA,static
calc_oqmd_18105,oqmd_18105,DFT,GGA,static
calc_oqmd_18106,oqmd_18106,DFT,GGA,static
calc_oqmd_18108,oqmd_18108,DFT,GGA,static
calc_oqmd_18109,oqmd_18109,DFT,GGA,static
calc_oqmd_18111,oqmd_18111,DFT,GGA,static
calc_oqmd_18112,oqmd_18112,DFT,GGA,static
calc_oqmd_18114,oqmd_18114,DFT,GGA,static
calc_oqmd_18123,oqmd_18123,DFT,GGA,static
calc_oqmd_18125,oqmd_18125,DFT,GGA,static
calc_oqmd_18128,oqmd_18128,DFT,GGA,static
calc_oqmd_18132,oqmd_18132,DFT,GGA,static
calc_oqmd_18135,oqmd_18135,DFT,GGA,static
calc_oqmd_18138,oqmd_18138,DFT,GGA,static
calc_oqmd_18140,oqmd_18140,DFT,GGA,static
calc_oqmd_18145,oqmd_18145,DFT,GGA,static
calc_oqmd_18147,oqmd_18147,DFT,GGA,static
calc_oqmd_18148,oqmd_18148,DFT,GGA,static
calc_oqmd_18149,oqmd_18149,DFT,GGA,static
calc_oqmd_18152,oqmd_18152,DFT,GGA,static
calc_oqmd_18156,oqmd_18156,DFT,GGA,static
calc_oqmd_18157,oqmd_18157,DFT,GGA,static
calc_oqmd_18158,oqmd_18158,DFT,GGA,static
calc_oqmd_18159,oqmd_18159,DFT,GGA,static
calc_oqmd_18162,oqmd_18162,DFT,GGA,static
calc_oqmd_18167,oqmd_18167,DFT,GGA,static
calc_oqmd_18169,oqmd_18169,DFT,GGA,static
calc_oqmd_18170,oqmd_18170,DFT,GGA,static
calc_oqmd_18171,oqmd_18171,DFT,GGA,static
calc_oqmd_18172,oqmd_18172,DFT,GGA,static
calc_oqmd_18173,oqmd_18173,DFT,GGA,static
calc_oqmd_18174,oqmd_18174,DFT,GGA,static
calc_oqmd_18175,oqmd_18175,DFT,GGA,static
calc_oqmd_18176,oqmd_18176,DFT,GGA,static
calc_oqmd_18181,oqmd_18181,DFT,GGA,static
calc_oqmd_18185,oqmd_18185,DFT,GGA,static
calc_oqmd_18187,oqmd_18187,DFT,GGA,static
calc_oqmd_18189,oqmd_18189,DFT,GGA,static
calc_oqmd_18193,oqmd_18193,DFT,GGA,static
calc_oqmd_18197,oqmd_18197,DFT,GGA,static
calc_oqmd_18199,oqmd_18199,DFT,GGA,static
calc_oqmd_18312,oqmd_18312,DFT,GGA,static
calc_oqmd_18313,oqmd_18313,DFT,GGA,static
calc_oqmd_18314,oqmd_18314,DFT,GGA,static
calc_oqmd_18319,oqmd_18319,DFT,GGA,static
calc_oqmd_18320,oqmd_18320,DFT,GGA,static
calc_oqmd_18322,oqmd_18322,DFT,GGA,static
calc_oqmd_18364,oqmd_18364,DFT,GGA,static
calc_oqmd_18367,oqmd_18367,DFT,GGA,static
calc_oqmd_18451,oqmd_18451,DFT,GGA,static
calc_oqmd_18452,oqmd_18452,DFT,GGA,static
calc_oqmd_18456,oqmd_18456,DFT,GGA,static
calc_oqmd_18457,oqmd_18457,DFT,GGA,static
calc_oqmd_18458,oqmd_18458,DFT,GGA,static
calc_oqmd_18459,oqmd_18459,DFT,GGA,static
calc_oqmd_18460,oqmd_18460,DFT,GGA,static
calc_oqmd_18489,oqmd_18489,DFT,GGA,static
calc_oqmd_18499,oqmd_18499,DFT,GGA,static
calc_oqmd_18665,oqmd_18665,DFT,GGA,static
calc_oqmd_18674,oqmd_18674,DFT,GGA,static
calc_oqmd_18693,oqmd_18693,DFT,GGA,static
calc_oqmd_18714,oqmd_18714,DFT,GGA,static
calc_oqmd_18716,oqmd_18716,DFT,GGA,static
calc_oqmd_18728,oqmd_18728,DFT,GGA,static
calc_oqmd_18741,oqmd_18741,DFT,GGA,static
calc_oqmd_18755,oqmd_18755,DFT,GGA,static
calc_oqmd_18759,oqmd_18759,DFT,GGA,static
calc_oqmd_18776,oqmd_18776,DFT,GGA,static
calc_oqmd_18782,oqmd_18782,DFT,GGA,static
calc_oqmd_18785,oqmd_18785,DFT,GGA,static
calc_oqmd_18788,oqmd_18788,DFT,GGA,static
calc_oqmd_18793,oqmd_18793,DFT,GGA,static
calc_oqmd_18794,oqmd_18794,DFT,GGA,static
calc_oqmd_18797,oqmd_18797,DFT,GGA,static
calc_oqmd_18811,oqmd_18811,DFT,GGA,static
calc_oqmd_18815,oqmd_18815,DFT,GGA,static
calc_oqmd_18818,oqmd_18818,DFT,GGA,static
calc_oqmd_18819,oqmd_18819,DFT,GGA,static
calc_oqmd_18829,oqmd_18829,DFT,GGA,static
calc_oqmd_18834,oqmd_18834,DFT,GGA,static
calc_oqmd_18839,oqmd_18839,DFT,GGA,static
calc_oqmd_18852,oqmd_18852,DFT,GGA,static
calc_oqmd_18854,oqmd_18854,DFT,GGA,static
calc_oqmd_18855,oqmd_18855,DFT,GGA,static
calc_oqmd_18866,oqmd_18866,DFT,GGA,static
calc_oqmd_18867,oqmd_18867,DFT,GGA,static
calc_oqmd_18869,oqmd_18869,DFT,GGA,static
calc_oqmd_18875,oqmd_18875,DFT,GGA,static
calc_oqmd_18876,oqmd_18876,DFT,GGA,static
calc_oqmd_18884,oqmd_18884,DFT,GGA,static
calc_oqmd_18890,oqmd_18890,DFT,GGA,static
calc_oqmd_18891,oqmd_18891,DFT,GGA,static
calc_oqmd_18892,oqmd_18892,DFT,GGA,static
calc_oqmd_18894,oqmd_18894,DFT,GGA,static
calc_oqmd_18895,oqmd_18895,DFT,GGA,static
calc_oqmd_18903,oqmd_18903,DFT,GGA,static
calc_oqmd_18904,oqmd_18904,DFT,GGA,static
calc_oqmd_18905,oqmd_18905,DFT,GGA,static
calc_oqmd_18908,oqmd_18908,DFT,GGA,static
calc_oqmd_18920,oqmd_18920,DFT,GGA,static
calc_oqmd_1897,oqmd_1897,DFT,GGA,static
calc_oqmd_1898,oqmd_1898,DFT,GGA,static
calc_oqmd_19012,oqmd_19012,DFT,GGA,static
calc_oqmd_19092,oqmd_19092,DFT,GGA,static
calc_oqmd_19093,oqmd_19093,DFT,GGA,static
calc_oqmd_19112,oqmd_19112,DFT,GGA,static
calc_oqmd_19121,oqmd_19121,DFT,GGA,static
calc_oqmd_19149,oqmd_19149,DFT,GGA,static
calc_oqmd_19154,oqmd_19154,DFT,GGA,static
calc_oqmd_19192,oqmd_19192,DFT,GGA,static
calc_oqmd_19193,oqmd_19193,DFT,GGA,static
calc_oqmd_19332,oqmd_19332,DFT,GGA,static
calc_oqmd_19333,oqmd_19333,DFT,GGA,static
calc_oqmd_19341,oqmd_19341,DFT,GGA,static
calc_oqmd_19355,oqmd_19355,DFT,GGA,static
calc_oqmd_19422,oqmd_19422,DFT,GGA,static
calc_oqmd_19423,oqmd_19423,DFT,GGA,static
calc_oqmd_19431,oqmd_19431,DFT,GGA,static
calc_oqmd_19455,oqmd_19455,DFT,GGA,static
calc_oqmd_19476,oqmd_19476,DFT,GGA,static
calc_oqmd_1949,oqmd_1949,DFT,GGA,static
calc_oqmd_19509,oqmd_19509,DFT,GGA,static
calc_oqmd_1956,oqmd_1956,DFT,GGA,static
calc_oqmd_19681,oqmd_19681,DFT,GGA,static
calc_oqmd_19979,oqmd_19979,DFT,GGA,static
calc_oqmd_20081,oqmd_20081,DFT,GGA,static
calc_oqmd_20082,oqmd_20082,DFT,GGA,static
calc_oqmd_20083,oqmd_20083,DFT,GGA,static
calc_oqmd_2012589,oqmd_2012589,DFT,GGA,static
calc_oqmd_2012590,oqmd_2012590,DFT,GGA,static
calc_oqmd_2012591,oqmd_2012591,DFT,GGA,static
calc_oqmd_2013280,oqmd_2013280,DFT,GGA,static
calc_oqmd_2013669,oqmd_2013669,DFT,GGA,static
calc_oqmd_2013938,oqmd_2013938,DFT,GGA,static
calc_oqmd_2013956,oqmd_2013956,DFT,GGA,static
calc_oqmd_2013968,oqmd_2013968,DFT,GGA,static
calc_oqmd_2013976,oqmd_2013976,DFT,GGA,static
calc_oqmd_2013978,oqmd_2013978,DFT,GGA,static
calc_oqmd_2013998,oqmd_2013998,DFT,GGA,static
calc_oqmd_2014097,oqmd_2014097,DFT,GGA,static
calc_oqmd_2014098,oqmd_2014098,DFT,GGA,static
calc_oqmd_2014102,oqmd_2014102,DFT,GGA,static
calc_oqmd_2014104,oqmd_2014104,DFT,GGA,static
calc_oqmd_2014106,oqmd_2014106,DFT,GGA,static
calc_oqmd_2014108,oqmd_2014108,DFT,GGA,static
calc_oqmd_2014212,oqmd_2014212,DFT,GGA,static
calc_oqmd_2014220,oqmd_2014220,DFT,GGA,static
calc_oqmd_2014221,oqmd_2014221,DFT,GGA,static
calc_oqmd_2014222,oqmd_2014222,DFT,GGA,static
calc_oqmd_2014223,oqmd_2014223,DFT,GGA,static
calc_oqmd_2014224,oqmd_2014224,DFT,GGA,static
calc_oqmd_2014225,oqmd_2014225,DFT,GGA,static
calc_oqmd_2014422,oqmd_2014422,DFT,GGA,static
calc_oqmd_2014423,oqmd_2014423,DFT,GGA,static
calc_oqmd_2014542,oqmd_2014542,DFT,GGA,static
calc_oqmd_2014545,oqmd_2014545,DFT,GGA,static
calc_oqmd_2014546,oqmd_2014546,DFT,GGA,static
calc_oqmd_2014611,oqmd_2014611,DFT,GGA,static
calc_oqmd_2014613,oqmd_2014613,DFT,GGA,static
calc_oqmd_2014750,oqmd_2014750,DFT,GGA,static
calc_oqmd_2014751,oqmd_2014751,DFT,GGA,static
calc_oqmd_2014753,oqmd_2014753,DFT,GGA,static
calc_oqmd_2014754,oqmd_2014754,DFT,GGA,static
calc_oqmd_2014755,oqmd_2014755,DFT,GGA,static
calc_oqmd_2014756,oqmd_2014756,DFT,GGA,static
calc_oqmd_2014757,oqmd_2014757,DFT,GGA,static
calc_oqmd_2014758,oqmd_2014758,DFT,GGA,static
calc_oqmd_2014759,oqmd_2014759,DFT,GGA,static
calc_oqmd_2014843,oqmd_2014843,DFT,GGA,static
calc_oqmd_2014895,oqmd_2014895,DFT,GGA,static
calc_oqmd_2014970,oqmd_2014970,DFT,GGA,static
calc_oqmd_2014997,oqmd_2014997,DFT,GGA,static
calc_oqmd_2015003,oqmd_2015003,DFT,GGA,static
calc_oqmd_2015164,oqmd_2015164,DFT,GGA,static
calc_oqmd_2015166,oqmd_2015166,DFT,GGA,static
calc_oqmd_2015168,oqmd_2015168,DFT,GGA,static
calc_oqmd_2015170,oqmd_2015170,DFT,GGA,static
calc_oqmd_2015171,oqmd_2015171,DFT,GGA,static
calc_oqmd_2015237,oqmd_2015237,DFT,GGA,static
calc_oqmd_2015244,oqmd_2015244,DFT,GGA,static
calc_oqmd_2015245,oqmd_2015245,DFT,GGA,static
calc_oqmd_2015246,oqmd_2015246,DFT,GGA,static
calc_oqmd_2015302,oqmd_2015302,DFT,GGA,static
calc_oqmd_2015345,oqmd_2015345,DFT,GGA,static
calc_oqmd_2015346,oqmd_2015346,DFT,GGA,static
calc_oqmd_2015347,oqmd_2015347,DFT,GGA,static
calc_oqmd_2015348,oqmd_2015348,DFT,GGA,static
calc_oqmd_2015349,oqmd_2015349,DFT,GGA,static
calc_oqmd_2015350,oqmd_2015350,DFT,GGA,static
calc_oqmd_2015351,oqmd_2015351,DFT,GGA,static
calc_oqmd_2015352,oqmd_2015352,DFT,GGA,static
calc_oqmd_2015353,oqmd_2015353,DFT,GGA,static
calc_oqmd_2015355,oqmd_2015355,DFT,GGA,static
calc_oqmd_2015402,oqmd_2015402,DFT,GGA,static
calc_oqmd_2015634,oqmd_2015634,DFT,GGA,static
calc_oqmd_2015642,oqmd_2015642,DFT,GGA,static
calc_oqmd_2016169,oqmd_2016169,DFT,GGA,static
calc_oqmd_2016171,oqmd_2016171,DFT,GGA,static
calc_oqmd_2016180,oqmd_2016180,DFT,GGA,static
calc_oqmd_2016195,oqmd_2016195,DFT,GGA,static
calc_oqmd_2016196,oqmd_2016196,DFT,GGA,static
calc_oqmd_2016199,oqmd_2016199,DFT,GGA,static
calc_oqmd_2016200,oqmd_2016200,DFT,GGA,static
calc_oqmd_2016341,oqmd_2016341,DFT,GGA,static
calc_oqmd_2016343,oqmd_2016343,DFT,GGA,static
calc_oqmd_2017405,oqmd_2017405,DFT,GGA,static
calc_oqmd_2017949,oqmd_2017949,DFT,GGA,static
calc_oqmd_2018051,oqmd_2018051,DFT,GGA,static
calc_oqmd_2018128,oqmd_2018128,DFT,GGA,static
calc_oqmd_2018193,oqmd_2018193,DFT,GGA,static
calc_oqmd_2019709,oqmd_2019709,DFT,GGA,static
calc_oqmd_2019865,oqmd_2019865,DFT,GGA,static
calc_oqmd_2019867,oqmd_2019867,DFT,GGA,static
calc_oqmd_2019869,oqmd_2019869,DFT,GGA,static
calc_oqmd_2019871,oqmd_2019871,DFT,GGA,static
calc_oqmd_2019873,oqmd_2019873,DFT,GGA,static
calc_oqmd_2019875,oqmd_2019875,DFT,GGA,static
calc_oqmd_2019877,oqmd_2019877,DFT,GGA,static
calc_oqmd_2019925,oqmd_2019925,DFT,GGA,static
calc_oqmd_2019926,oqmd_2019926,DFT,GGA,static
calc_oqmd_2019927,oqmd_2019927,DFT,GGA,static
calc_oqmd_2019928,oqmd_2019928,DFT,GGA,static
calc_oqmd_2020985,oqmd_2020985,DFT,GGA,static
calc_oqmd_2023377,oqmd_2023377,DFT,GGA,static
calc_oqmd_2023734,oqmd_2023734,DFT,GGA,static
calc_oqmd_2023869,oqmd_2023869,DFT,GGA,static
calc_oqmd_20241,oqmd_20241,DFT,GGA,static
calc_oqmd_2024177,oqmd_2024177,DFT,GGA,static
calc_oqmd_20242,oqmd_20242,DFT,GGA,static
calc_oqmd_2025608,oqmd_2025608,DFT,GGA,static
calc_oqmd_2027931,oqmd_2027931,DFT,GGA,static
calc_oqmd_20281,oqmd_20281,DFT,GGA,static
calc_oqmd_20282,oqmd_20282,DFT,GGA,static
calc_oqmd_2029427,oqmd_2029427,DFT,GGA,static
calc_oqmd_2029479,oqmd_2029479,DFT,GGA,static
calc_oqmd_2029493,oqmd_2029493,DFT,GGA,static
calc_oqmd_2029525,oqmd_2029525,DFT,GGA,static
calc_oqmd_2029544,oqmd_2029544,DFT,GGA,static
calc_oqmd_2029546,oqmd_2029546,DFT,GGA,static
calc_oqmd_2029755,oqmd_2029755,DFT,GGA,static
calc_oqmd_2029756,oqmd_2029756,DFT,GGA,static
calc_oqmd_2030022,oqmd_2030022,DFT,GGA,static
calc_oqmd_2030203,oqmd_2030203,DFT,GGA,static
calc_oqmd_2030303,oqmd_2030303,DFT,GGA,static
calc_oqmd_2030304,oqmd_2030304,DFT,GGA,static
calc_oqmd_2030306,oqmd_2030306,DFT,GGA,static
calc_oqmd_2030339,oqmd_2030339,DFT,GGA,static
calc_oqmd_2030393,oqmd_2030393,DFT,GGA,static
calc_oqmd_2030395,oqmd_2030395,DFT,GGA,static
calc_oqmd_2030400,oqmd_2030400,DFT,GGA,static
calc_oqmd_2030425,oqmd_2030425,DFT,GGA,static
calc_oqmd_2030450,oqmd_2030450,DFT,GGA,static
calc_oqmd_2030475,oqmd_2030475,DFT,GGA,static
calc_oqmd_2030478,oqmd_2030478,DFT,GGA,static
calc_oqmd_2030481,oqmd_2030481,DFT,GGA,static
calc_oqmd_2030502,oqmd_2030502,DFT,GGA,static
calc_oqmd_2030504,oqmd_2030504,DFT,GGA,static
calc_oqmd_2030839,oqmd_2030839,DFT,GGA,static
calc_oqmd_2030842,oqmd_2030842,DFT,GGA,static
calc_oqmd_2030890,oqmd_2030890,DFT,GGA,static
calc_oqmd_2030938,oqmd_2030938,DFT,GGA,static
calc_oqmd_2030940,oqmd_2030940,DFT,GGA,static
calc_oqmd_2031148,oqmd_2031148,DFT,GGA,static
calc_oqmd_2031194,oqmd_2031194,DFT,GGA,static
calc_oqmd_2031349,oqmd_2031349,DFT,GGA,static
calc_oqmd_2031351,oqmd_2031351,DFT,GGA,static
calc_oqmd_2031521,oqmd_2031521,DFT,GGA,static
calc_oqmd_2031522,oqmd_2031522,DFT,GGA,static
calc_oqmd_2031531,oqmd_2031531,DFT,GGA,static
calc_oqmd_2031534,oqmd_2031534,DFT,GGA,static
calc_oqmd_2031815,oqmd_2031815,DFT,GGA,static
calc_oqmd_2031821,oqmd_2031821,DFT,GGA,static
calc_oqmd_2032446,oqmd_2032446,DFT,GGA,static
calc_oqmd_2032652,oqmd_2032652,DFT,GGA,static
calc_oqmd_2032671,oqmd_2032671,DFT,GGA,static
calc_oqmd_2032681,oqmd_2032681,DFT,GGA,static
calc_oqmd_2032721,oqmd_2032721,DFT,GGA,static
calc_oqmd_2032723,oqmd_2032723,DFT,GGA,static
calc_oqmd_2032725,oqmd_2032725,DFT,GGA,static
calc_oqmd_2032726,oqmd_2032726,DFT,GGA,static
calc_oqmd_2032781,oqmd_2032781,DFT,GGA,static
calc_oqmd_2032783,oqmd_2032783,DFT,GGA,static
calc_oqmd_2032785,oqmd_2032785,DFT,GGA,static
calc_oqmd_2032787,oqmd_2032787,DFT,GGA,static
calc_oqmd_2032907,oqmd_2032907,DFT,GGA,static
calc_oqmd_2033256,oqmd_2033256,DFT,GGA,static
calc_oqmd_2033514,oqmd_2033514,DFT,GGA,static
calc_oqmd_2033593,oqmd_2033593,DFT,GGA,static
calc_oqmd_2033964,oqmd_2033964,DFT,GGA,static
calc_oqmd_2033971,oqmd_2033971,DFT,GGA,static
calc_oqmd_2033997,oqmd_2033997,DFT,GGA,static
calc_oqmd_2034071,oqmd_2034071,DFT,GGA,static
calc_oqmd_2034282,oqmd_2034282,DFT,GGA,static
calc_oqmd_2034284,oqmd_2034284,DFT,GGA,static
calc_oqmd_2034286,oqmd_2034286,DFT,GGA,static
calc_oqmd_2034290,oqmd_2034290,DFT,GGA,static
calc_oqmd_2034294,oqmd_2034294,DFT,GGA,static
calc_oqmd_2034311,oqmd_2034311,DFT,GGA,static
calc_oqmd_2034318,oqmd_2034318,DFT,GGA,static
calc_oqmd_2034328,oqmd_2034328,DFT,GGA,static
calc_oqmd_2034333,oqmd_2034333,DFT,GGA,static
calc_oqmd_2034376,oqmd_2034376,DFT,GGA,static
calc_oqmd_2034378,oqmd_2034378,DFT,GGA,static
calc_oqmd_2034380,oqmd_2034380,DFT,GGA,static
calc_oqmd_2034443,oqmd_2034443,DFT,GGA,static
calc_oqmd_2034445,oqmd_2034445,DFT,GGA,static
calc_oqmd_2034447,oqmd_2034447,DFT,GGA,static
calc_oqmd_2034449,oqmd_2034449,DFT,GGA,static
calc_oqmd_2034451,oqmd_2034451,DFT,GGA,static
calc_oqmd_2034453,oqmd_2034453,DFT,GGA,static
calc_oqmd_2034455,oqmd_2034455,DFT,GGA,static
calc_oqmd_2034457,oqmd_2034457,DFT,GGA,static
calc_oqmd_2034459,oqmd_2034459,DFT,GGA,static
calc_oqmd_2034874,oqmd_2034874,DFT,GGA,static
calc_oqmd_2034879,oqmd_2034879,DFT,GGA,static
calc_oqmd_2034884,oqmd_2034884,DFT,GGA,static
calc_oqmd_2034914,oqmd_2034914,DFT,GGA,static
calc_oqmd_2034916,oqmd_2034916,DFT,GGA,static
