composition_id,entry_id,element,atomic_fraction,site_label
comp_oqmd_10618_Al,oqmd_10618,Al,0.75,A
comp_oqmd_10618_Yb,oqmd_10618,Yb,0.25,B
comp_oqmd_10623_Ag,oqmd_10623,Ag,0.5,A
comp_oqmd_10623_Er,oqmd_10623,Er,0.5,A
comp_oqmd_10632_Ag,oqmd_10632,Ag,0.5,A
comp_oqmd_10632_Gd,oqmd_10632,Gd,0.5,A
comp_oqmd_10638_Ag,oqmd_10638,Ag,0.75,A
comp_oqmd_10638_In,oqmd_10638,In,0.25,B
comp_oqmd_10639_Ag,oqmd_10639,Ag,0.5,A
comp_oqmd_10639_La,oqmd_10639,La,0.5,A
comp_oqmd_10649_Ag,oqmd_10649,Ag,0.5,A
comp_oqmd_10649_Li,oqmd_10649,Li,0.5,A
comp_oqmd_10655_Ag,oqmd_10655,Ag,0.75,A
comp_oqmd_10655_Mg,oqmd_10655,Mg,0.25,B
comp_oqmd_10660_Ag,oqmd_10660,Ag,0.5,A
comp_oqmd_10660_Nd,oqmd_10660,Nd,0.5,A
comp_oqmd_10662_Ag,oqmd_10662,Ag,0.5,A
comp_oqmd_10662_Pr,oqmd_10662,Pr,0.5,A
comp_oqmd_10664_Ag,oqmd_10664,Ag,0.25,B
comp_oqmd_10664_Pt,oqmd_10664,Pt,0.75,A
comp_oqmd_10665_Ag,oqmd_10665,Ag,0.5,A
comp_oqmd_10665_Sc,oqmd_10665,Sc,0.5,A
comp_oqmd_10667_Ag,oqmd_10667,Ag,0.5,A
comp_oqmd_10667_Sm,oqmd_10667,Sm,0.5,A
comp_oqmd_10672_Ag,oqmd_10672,Ag,0.5,A
comp_oqmd_10672_Tb,oqmd_10672,Tb,0.5,A
comp_oqmd_10678_Ag,oqmd_10678,Ag,0.5,A
comp_oqmd_10678_Tm,oqmd_10678,Tm,0.5,A
comp_oqmd_10680_Ag,oqmd_10680,Ag,0.75,A
comp_oqmd_10680_Tm,oqmd_10680,Tm,0.25,B
comp_oqmd_10681_Ag,oqmd_10681,Ag,0.5,A
comp_oqmd_10681_Y,oqmd_10681,Y,0.5,A
comp_oqmd_10683_Ag,oqmd_10683,Ag,0.5,A
comp_oqmd_10683_Yb,oqmd_10683,Yb,0.5,A
comp_oqmd_10705_Au,oqmd_10705,Au,0.5,A
comp_oqmd_10705_Cd,oqmd_10705,Cd,0.5,A
comp_oqmd_10711_Au,oqmd_10711,Au,0.5,A
comp_oqmd_10711_Cs,oqmd_10711,Cs,0.5,A
comp_oqmd_10712_Au,oqmd_10712,Au,0.5,A
comp_oqmd_10712_Rb,oqmd_10712,Rb,0.5,A
comp_oqmd_10715_Au,oqmd_10715,Au,0.5,A
comp_oqmd_10715_Dy,oqmd_10715,Dy,0.5,A
comp_oqmd_10720_Au,oqmd_10720,Au,0.5,A
comp_oqmd_10720_Er,oqmd_10720,Er,0.5,A
comp_oqmd_10729_Au,oqmd_10729,Au,0.5,A
comp_oqmd_10729_Gd,oqmd_10729,Gd,0.5,A
comp_oqmd_10736_Au,oqmd_10736,Au,0.5,A
comp_oqmd_10736_Ho,oqmd_10736,Ho,0.5,A
comp_oqmd_10769_Au,oqmd_10769,Au,0.75,A
comp_oqmd_10769_Li,oqmd_10769,Li,0.25,B
comp_oqmd_107704_Ni,oqmd_107704,Ni,0.5,A
comp_oqmd_107704_Ti,oqmd_107704,Ti,0.5,A
comp_oqmd_10775_Au,oqmd_10775,Au,0.5,A
comp_oqmd_10775_Lu,oqmd_10775,Lu,0.5,A
comp_oqmd_10777_Au,oqmd_10777,Au,0.5,A
comp_oqmd_10777_Mg,oqmd_10777,Mg,0.5,A
comp_oqmd_10789_Au,oqmd_10789,Au,0.5,A
comp_oqmd_10789_Nd,oqmd_10789,Nd,0.5,A
comp_oqmd_10793_Au,oqmd_10793,Au,0.5,A
comp_oqmd_10793_Pr,oqmd_10793,Pr,0.5,A
comp_oqmd_10797_Au,oqmd_10797,Au,0.5,A
comp_oqmd_10797_Sc,oqmd_10797,Sc,0.5,A
comp_oqmd_10799_Au,oqmd_10799,Au,0.5,A
comp_oqmd_10799_Sm,oqmd_10799,Sm,0.5,A
comp_oqmd_10810_Au,oqmd_10810,Au,0.5,A
comp_oqmd_10810_Tb,oqmd_10810,Tb,0.5,A
comp_oqmd_10813_Au,oqmd_10813,Au,0.5,A
comp_oqmd_10813_Ti,oqmd_10813,Ti,0.5,A
comp_oqmd_10814_Au,oqmd_10814,Au,0.25,B
comp_oqmd_10814_Ti,oqmd_10814,Ti,0.75,A
comp_oqmd_10817_Au,oqmd_10817,Au,0.5,A
comp_oqmd_10817_Tm,oqmd_10817,Tm,0.5,A
comp_oqmd_10819_Au,oqmd_10819,Au,0.25,B
comp_oqmd_10819_V,oqmd_10819,V,0.75,A
comp_oqmd_10822_Au,oqmd_10822,Au,0.5,A
comp_oqmd_10822_Y,oqmd_10822,Y,0.5,A
comp_oqmd_10823_Au,oqmd_10823,Au,0.5,A
comp_oqmd_10823_Yb,oqmd_10823,Yb,0.5,A
comp_oqmd_10840_Ba,oqmd_10840,Ba,0.5,A
comp_oqmd_10840_Cd,oqmd_10840,Cd,0.5,A
comp_oqmd_10846_Ba,oqmd_10846,Ba,0.5,A
comp_oqmd_10846_Hg,oqmd_10846,Hg,0.5,A
comp_oqmd_10867_Ba,oqmd_10867,Ba,0.5,A
comp_oqmd_10867_Zn,oqmd_10867,Zn,0.5,A
comp_oqmd_10876_Be,oqmd_10876,Be,0.5,A
comp_oqmd_10876_Co,oqmd_10876,Co,0.5,A
comp_oqmd_10879_Be,oqmd_10879,Be,0.5,A
comp_oqmd_10879_Cu,oqmd_10879,Cu,0.5,A
comp_oqmd_10894_Be,oqmd_10894,Be,0.5,A
comp_oqmd_10894_Ni,oqmd_10894,Ni,0.5,A
comp_oqmd_10896_Be,oqmd_10896,Be,0.5,A
comp_oqmd_10896_Pd,oqmd_10896,Pd,0.5,A
comp_oqmd_10900_Be,oqmd_10900,Be,0.5,A
comp_oqmd_10900_Rh,oqmd_10900,Rh,0.5,A
comp_oqmd_10906_Be,oqmd_10906,Be,0.5,A
comp_oqmd_10906_Ti,oqmd_10906,Ti,0.5,A
comp_oqmd_109112_Cu,oqmd_109112,Cu,0.5,A
comp_oqmd_109112_Zr,oqmd_109112,Zr,0.5,A
comp_oqmd_109147_Pd,oqmd_109147,Pd,0.5,A
comp_oqmd_109147_Ti,oqmd_109147,Ti,0.5,A
comp_oqmd_10917_Bi,oqmd_10917,Bi,0.5,B
comp_oqmd_10917_Ce,oqmd_10917,Ce,0.5,A
comp_oqmd_10925_Bi,oqmd_10925,Bi,0.5,B
comp_oqmd_10925_Dy,oqmd_10925,Dy,0.5,A
comp_oqmd_10928_Bi,oqmd_10928,Bi,0.5,B
comp_oqmd_10928_Er,oqmd_10928,Er,0.5,A
comp_oqmd_10930_Bi,oqmd_10930,Bi,0.5,B
comp_oqmd_10930_Gd,oqmd_10930,Gd,0.5,A
comp_oqmd_10936_Bi,oqmd_10936,Bi,0.5,B
comp_oqmd_10936_La,oqmd_10936,La,0.5,A
comp_oqmd_10940_Bi,oqmd_10940,Bi,0.5,B
comp_oqmd_10940_Lu,oqmd_10940,Lu,0.5,A
comp_oqmd_10946_Bi,oqmd_10946,Bi,0.5,B
comp_oqmd_10946_Ni,oqmd_10946,Ni,0.5,A
comp_oqmd_10957_Bi,oqmd_10957,Bi,0.5,B
comp_oqmd_10957_Pr,oqmd_10957,Pr,0.5,A
comp_oqmd_10958_Bi,oqmd_10958,Bi,0.5,A
comp_oqmd_10958_Pt,oqmd_10958,Pt,0.5,B
comp_oqmd_10963_Bi,oqmd_10963,Bi,0.5,B
comp_oqmd_10963_Sc,oqmd_10963,Sc,0.5,A
comp_oqmd_10964_Bi,oqmd_10964,Bi,0.75,A
comp_oqmd_10964_Sr,oqmd_10964,Sr,0.25,B
comp_oqmd_10965_Bi,oqmd_10965,Bi,0.5,A
comp_oqmd_10965_Th,oqmd_10965,Th,0.5,A
comp_oqmd_10969_Bi,oqmd_10969,Bi,0.5,B
comp_oqmd_10969_Tm,oqmd_10969,Tm,0.5,A
comp_oqmd_10971_Bi,oqmd_10971,Bi,0.5,B
comp_oqmd_10971_Y,oqmd_10971,Y,0.5,A
comp_oqmd_10972_Ca,oqmd_10972,Ca,0.5,A
comp_oqmd_10972_Cd,oqmd_10972,Cd,0.5,A
comp_oqmd_109771_Mo,oqmd_109771,Mo,0.5,A
comp_oqmd_109771_N,oqmd_109771,N,0.5,A
comp_oqmd_10986_Ca,oqmd_10986,Ca,0.5,A
comp_oqmd_10986_Hg,oqmd_10986,Hg,0.5,A
comp_oqmd_10991_Ca,oqmd_10991,Ca,0.5,A
comp_oqmd_10991_In,oqmd_10991,In,0.5,A
comp_oqmd_10999_Ca,oqmd_10999,Ca,0.75,A
comp_oqmd_10999_Pb,oqmd_10999,Pb,0.25,B
comp_oqmd_11000_Ca,oqmd_11000,Ca,0.5,A
comp_oqmd_11000_Pd,oqmd_11000,Pd,0.5,A
comp_oqmd_11003_Ca,oqmd_11003,Ca,0.25,B
comp_oqmd_11003_Sn,oqmd_11003,Sn,0.75,A
comp_oqmd_11005_Ca,oqmd_11005,Ca,0.5,A
comp_oqmd_11005_Tl,oqmd_11005,Tl,0.5,A
comp_oqmd_11006_Ca,oqmd_11006,Ca,0.25,B
comp_oqmd_11006_Tl,oqmd_11006,Tl,0.75,A
comp_oqmd_11012_Cd,oqmd_11012,Cd,0.5,A
comp_oqmd_11012_Ce,oqmd_11012,Ce,0.5,A
comp_oqmd_11019_Cd,oqmd_11019,Cd,0.5,A
comp_oqmd_11019_Dy,oqmd_11019,Dy,0.5,A
comp_oqmd_11022_Cd,oqmd_11022,Cd,0.5,A
comp_oqmd_11022_Er,oqmd_11022,Er,0.5,A
comp_oqmd_11024_Cd,oqmd_11024,Cd,0.5,A
comp_oqmd_11024_Eu,oqmd_11024,Eu,0.5,A
comp_oqmd_11031_Cd,oqmd_11031,Cd,0.5,A
comp_oqmd_11031_Ho,oqmd_11031,Ho,0.5,A
comp_oqmd_110794_Al,oqmd_110794,Al,0.5,A
comp_oqmd_110794_Fe,oqmd_110794,Fe,0.5,A
comp_oqmd_110795_Al,oqmd_110795,Al,0.5,A
comp_oqmd_110795_Fe,oqmd_110795,Fe,0.5,A
comp_oqmd_11110_In,oqmd_11110,In,0.25,B
comp_oqmd_11110_Nd,oqmd_11110,Nd,0.75,A
comp_oqmd_11111_In,oqmd_11111,In,0.75,A
comp_oqmd_11111_Nd,oqmd_11111,Nd,0.25,B
comp_oqmd_11114_In,oqmd_11114,In,0.5,A
comp_oqmd_11114_Ni,oqmd_11114,Ni,0.5,A
comp_oqmd_11117_In,oqmd_11117,In,0.25,B
comp_oqmd_11117_Ni,oqmd_11117,Ni,0.75,A
comp_oqmd_11128_In,oqmd_11128,In,0.5,A
comp_oqmd_11128_Pd,oqmd_11128,Pd,0.5,A
comp_oqmd_11137_In,oqmd_11137,In,0.5,A
comp_oqmd_11137_Pr,oqmd_11137,Pr,0.5,A
comp_oqmd_11138_In,oqmd_11138,In,0.25,B
comp_oqmd_11138_Pr,oqmd_11138,Pr,0.75,A
comp_oqmd_11139_In,oqmd_11139,In,0.75,A
comp_oqmd_11139_Pr,oqmd_11139,Pr,0.25,B
comp_oqmd_11150_In,oqmd_11150,In,0.25,B
comp_oqmd_11150_Pu,oqmd_11150,Pu,0.75,A
comp_oqmd_11151_In,oqmd_11151,In,0.75,A
comp_oqmd_11151_Pu,oqmd_11151,Pu,0.25,B
comp_oqmd_11153_In,oqmd_11153,In,0.5,A
comp_oqmd_11153_Rh,oqmd_11153,Rh,0.5,A
comp_oqmd_11157_In,oqmd_11157,In,0.25,B
comp_oqmd_11157_Sc,oqmd_11157,Sc,0.75,A
comp_oqmd_11158_In,oqmd_11158,In,0.75,A
comp_oqmd_11158_Sc,oqmd_11158,Sc,0.25,B
comp_oqmd_11159_In,oqmd_11159,In,0.5,A
comp_oqmd_11159_Sm,oqmd_11159,Sm,0.5,A
comp_oqmd_11161_In,oqmd_11161,In,0.25,B
comp_oqmd_11161_Sm,oqmd_11161,Sm,0.75,A
comp_oqmd_11162_In,oqmd_11162,In,0.75,A
comp_oqmd_11162_Sm,oqmd_11162,Sm,0.25,B
comp_oqmd_11165_In,oqmd_11165,In,0.75,A
comp_oqmd_11165_Tb,oqmd_11165,Tb,0.25,B
comp_oqmd_11166_In,oqmd_11166,In,0.5,A
comp_oqmd_11166_Te,oqmd_11166,Te,0.5,B
comp_oqmd_11168_In,oqmd_11168,In,0.75,A
comp_oqmd_11168_Th,oqmd_11168,Th,0.25,B
comp_oqmd_11171_In,oqmd_11171,In,0.5,A
comp_oqmd_11171_Tm,oqmd_11171,Tm,0.5,A
comp_oqmd_11173_In,oqmd_11173,In,0.75,A
comp_oqmd_11173_Tm,oqmd_11173,Tm,0.25,B
comp_oqmd_11174_In,oqmd_11174,In,0.75,A
comp_oqmd_11174_U,oqmd_11174,U,0.25,B
comp_oqmd_11175_In,oqmd_11175,In,0.5,A
comp_oqmd_11175_Y,oqmd_11175,Y,0.5,A
comp_oqmd_11176_In,oqmd_11176,In,0.75,A
comp_oqmd_11176_Y,oqmd_11176,Y,0.25,B
comp_oqmd_11177_In,oqmd_11177,In,0.5,A
comp_oqmd_11177_Yb,oqmd_11177,Yb,0.5,A
comp_oqmd_11180_In,oqmd_11180,In,0.75,A
comp_oqmd_11180_Yb,oqmd_11180,Yb,0.25,B
comp_oqmd_11181_In,oqmd_11181,In,0.25,B
comp_oqmd_11181_Zr,oqmd_11181,Zr,0.75,A
comp_oqmd_11301_P,oqmd_11301,P,0.5,B
comp_oqmd_11301_U,oqmd_11301,U,0.5,A
comp_oqmd_11312_Sb,oqmd_11312,Sb,0.5,A
comp_oqmd_11312_Tl,oqmd_11312,Tl,0.5,A
comp_oqmd_11321_I,oqmd_11321,I,0.5,B
comp_oqmd_11321_Tl,oqmd_11321,Tl,0.5,A
comp_oqmd_114593_Mn,oqmd_114593,Mn,0.5,A
comp_oqmd_114593_Te,oqmd_114593,Te,0.5,B
comp_oqmd_11469_Cu,oqmd_11469,Cu,0.5,A
comp_oqmd_11469_O,oqmd_11469,O,0.5,B
comp_oqmd_11505_Br,oqmd_11505,Br,0.5,B
comp_oqmd_11505_Cs,oqmd_11505,Cs,0.5,A
comp_oqmd_11506_Cs,oqmd_11506,Cs,0.5,A
comp_oqmd_11506_I,oqmd_11506,I,0.5,B
comp_oqmd_11507_Cl,oqmd_11507,Cl,0.5,B
comp_oqmd_11507_Tl,oqmd_11507,Tl,0.5,A
comp_oqmd_11508_Br,oqmd_11508,Br,0.5,B
comp_oqmd_11508_Tl,oqmd_11508,Tl,0.5,A
comp_oqmd_11509_Br,oqmd_11509,Br,0.5,A
comp_oqmd_11509_Rb,oqmd_11509,Rb,0.5,A
comp_oqmd_11510_I,oqmd_11510,I,0.5,A
comp_oqmd_11510_Rb,oqmd_11510,Rb,0.5,A
comp_oqmd_11511_I,oqmd_11511,I,0.5,A
comp_oqmd_11511_K,oqmd_11511,K,0.5,A
comp_oqmd_11512_Br,oqmd_11512,Br,0.5,A
comp_oqmd_11512_K,oqmd_11512,K,0.5,A
comp_oqmd_11514_Cs,oqmd_11514,Cs,0.5,A
comp_oqmd_11514_F,oqmd_11514,F,0.5,A
comp_oqmd_11516_O,oqmd_11516,O,0.5,B
comp_oqmd_11516_Sc,oqmd_11516,Sc,0.5,A
comp_oqmd_11517_O,oqmd_11517,O,0.5,B
comp_oqmd_11517_Ta,oqmd_11517,Ta,0.5,A
comp_oqmd_11589_Pb,oqmd_11589,Pb,0.5,A
comp_oqmd_11589_S,oqmd_11589,S,0.5,B
comp_oqmd_11590_S,oqmd_11590,S,0.5,B
comp_oqmd_11590_Se,oqmd_11590,Se,0.5,A
comp_oqmd_11602_As,oqmd_11602,As,0.5,A
comp_oqmd_11602_Np,oqmd_11602,Np,0.5,A
comp_oqmd_116025_O,oqmd_116025,O,0.5,B
comp_oqmd_116025_Zn,oqmd_116025,Zn,0.5,A
comp_oqmd_116062_C,oqmd_116062,C,0.5,A
comp_oqmd_116062_Zr,oqmd_116062,Zr,0.5,A
comp_oqmd_116118_Al,oqmd_116118,Al,0.5,A
comp_oqmd_116118_Y,oqmd_116118,Y,0.5,A
comp_oqmd_116119_Al,oqmd_116119,Al,0.5,A
comp_oqmd_116119_Pr,oqmd_116119,Pr,0.5,A
comp_oqmd_116120_Al,oqmd_116120,Al,0.5,A
comp_oqmd_116120_Nd,oqmd_116120,Nd,0.5,A
comp_oqmd_116121_Al,oqmd_116121,Al,0.5,A
comp_oqmd_116121_Dy,oqmd_116121,Dy,0.5,A
comp_oqmd_116122_Al,oqmd_116122,Al,0.5,A
comp_oqmd_116122_Ce,oqmd_116122,Ce,0.5,A
comp_oqmd_116222_Cu,oqmd_116222,Cu,0.5,A
comp_oqmd_116222_Zr,oqmd_116222,Zr,0.5,A
comp_oqmd_116234_Ru,oqmd_116234,Ru,0.5,A
comp_oqmd_116234_Zr,oqmd_116234,Zr,0.5,A
comp_oqmd_116235_Zn,oqmd_116235,Zn,0.5,A
comp_oqmd_116235_Zr,oqmd_116235,Zr,0.5,A
comp_oqmd_116608_Ni,oqmd_116608,Ni,0.5,A
comp_oqmd_116608_Ti,oqmd_116608,Ti,0.5,A
comp_oqmd_116636_Cl,oqmd_116636,Cl,0.5,A
comp_oqmd_116636_Tl,oqmd_116636,Tl,0.5,A
comp_oqmd_116945_Ir,oqmd_116945,Ir,0.5,A
comp_oqmd_116945_Ti,oqmd_116945,Ti,0.5,A
comp_oqmd_117131_O,oqmd_117131,O,0.5,A
comp_oqmd_117131_Zn,oqmd_117131,Zn,0.5,A
comp_oqmd_117262_Rh,oqmd_117262,Rh,0.5,A
comp_oqmd_117262_Si,oqmd_117262,Si,0.5,A
comp_oqmd_11906_P,oqmd_11906,P,0.5,B
comp_oqmd_11906_Th,oqmd_11906,Th,0.5,A
comp_oqmd_121204_Ni,oqmd_121204,Ni,0.5,A
comp_oqmd_121204_Ti,oqmd_121204,Ti,0.5,A
comp_oqmd_12625_Cs,oqmd_12625,Cs,0.5,A
comp_oqmd_12625_H,oqmd_12625,H,0.5,B
comp_oqmd_13641_O,oqmd_13641,O,0.5,B
comp_oqmd_13641_Zr,oqmd_13641,Zr,0.5,A
comp_oqmd_13677_B,oqmd_13677,B,0.5,B
comp_oqmd_13677_Hf,oqmd_13677,Hf,0.5,A
comp_oqmd_13692_Mn,oqmd_13692,Mn,0.5,A
comp_oqmd_13692_Se,oqmd_13692,Se,0.5,B
comp_oqmd_13700_Mn,oqmd_13700,Mn,0.5,A
comp_oqmd_13700_Te,oqmd_13700,Te,0.5,B
comp_oqmd_13703_Sb,oqmd_13703,Sb,0.5,B
comp_oqmd_13703_U,oqmd_13703,U,0.5,A
comp_oqmd_13749_Sb,oqmd_13749,Sb,0.5,B
comp_oqmd_13749_Ti,oqmd_13749,Ti,0.5,A
comp_oqmd_13762_N,oqmd_13762,N,0.5,B
comp_oqmd_13762_Ta,oqmd_13762,Ta,0.5,A
comp_oqmd_13795_Nd,oqmd_13795,Nd,0.5,A
comp_oqmd_13795_P,oqmd_13795,P,0.5,B
comp_oqmd_13829_C,oqmd_13829,C,0.5,B
comp_oqmd_13829_Ce,oqmd_13829,Ce,0.5,A
comp_oqmd_13920_C,oqmd_13920,C,0.5,B
comp_oqmd_13920_Np,oqmd_13920,Np,0.5,A
comp_oqmd_13939_C,oqmd_13939,C,0.5,B
comp_oqmd_13939_Pu,oqmd_13939,Pu,0.5,A
comp_oqmd_13946_C,oqmd_13946,C,0.5,B
comp_oqmd_13946_Re,oqmd_13946,Re,0.5,A
comp_oqmd_13989_O,oqmd_13989,O,0.5,B
comp_oqmd_13989_Pd,oqmd_13989,Pd,0.5,A
comp_oqmd_13991_O,oqmd_13991,O,0.5,B
comp_oqmd_13991_Pr,oqmd_13991,Pr,0.5,A
comp_oqmd_13998_O,oqmd_13998,O,0.5,B
comp_oqmd_13998_Sm,oqmd_13998,Sm,0.5,A
comp_oqmd_14013_P,oqmd_14013,P,0.5,B
comp_oqmd_14013_Pu,oqmd_14013,Pu,0.5,A
comp_oqmd_14014_P,oqmd_14014,P,0.5,B
comp_oqmd_14014_Sn,oqmd_14014,Sn,0.5,A
comp_oqmd_14025_P,oqmd_14025,P,0.5,B
comp_oqmd_14025_Tm,oqmd_14025,Tm,0.5,A
comp_oqmd_14029_P,oqmd_14029,P,0.5,B
comp_oqmd_14029_Y,oqmd_14029,Y,0.5,A
comp_oqmd_14032_P,oqmd_14032,P,0.5,B
comp_oqmd_14032_Zr,oqmd_14032,Zr,0.5,A
comp_oqmd_14034_Pb,oqmd_14034,Pb,0.5,A
comp_oqmd_14034_S,oqmd_14034,S,0.5,A
comp_oqmd_14035_Pb,oqmd_14035,Pb,0.5,A
comp_oqmd_14035_Se,oqmd_14035,Se,0.5,A
comp_oqmd_14036_Pb,oqmd_14036,Pb,0.5,A
comp_oqmd_14036_Te,oqmd_14036,Te,0.5,A
comp_oqmd_14050_Pr,oqmd_14050,Pr,0.5,A
comp_oqmd_14050_S,oqmd_14050,S,0.5,B
comp_oqmd_14051_Pr,oqmd_14051,Pr,0.5,A
comp_oqmd_14051_Sb,oqmd_14051,Sb,0.5,B
comp_oqmd_14052_Pr,oqmd_14052,Pr,0.5,A
comp_oqmd_14052_Te,oqmd_14052,Te,0.5,A
comp_oqmd_14069_Pu,oqmd_14069,Pu,0.5,A
comp_oqmd_14069_Se,oqmd_14069,Se,0.5,B
comp_oqmd_14102_Cl,oqmd_14102,Cl,0.5,B
comp_oqmd_14102_Cu,oqmd_14102,Cu,0.5,A
comp_oqmd_14105_Br,oqmd_14105,Br,0.5,B
comp_oqmd_14105_Cu,oqmd_14105,Cu,0.5,A
comp_oqmd_15014_Se,oqmd_15014,Se,0.5,B
comp_oqmd_15014_V,oqmd_15014,V,0.5,A
comp_oqmd_16686_Ge,oqmd_16686,Ge,0.25,B
comp_oqmd_16686_Mn,oqmd_16686,Mn,0.75,A
comp_oqmd_17062_Cd,oqmd_17062,Cd,0.75,A
comp_oqmd_17062_Nb,oqmd_17062,Nb,0.25,B
comp_oqmd_17067_Cd,oqmd_17067,Cd,0.5,A
comp_oqmd_17067_Sr,oqmd_17067,Sr,0.5,A
comp_oqmd_17075_Cd,oqmd_17075,Cd,0.25,B
comp_oqmd_17075_V,oqmd_17075,V,0.75,A
comp_oqmd_17084_Ce,oqmd_17084,Ce,0.75,A
comp_oqmd_17084_Ga,oqmd_17084,Ga,0.25,B
comp_oqmd_17090_Ce,oqmd_17090,Ce,0.25,B
comp_oqmd_17090_Pt,oqmd_17090,Pt,0.75,A
comp_oqmd_17121_Co,oqmd_17121,Co,0.75,A
comp_oqmd_17121_Ta,oqmd_17121,Ta,0.25,B
comp_oqmd_17159_Cu,oqmd_17159,Cu,0.75,A
comp_oqmd_17159_Pd,oqmd_17159,Pd,0.25,B
comp_oqmd_17179_Dy,oqmd_17179,Dy,0.25,B
comp_oqmd_17179_Ga,oqmd_17179,Ga,0.75,A
comp_oqmd_17183_Dy,oqmd_17183,Dy,0.25,B
comp_oqmd_17183_Ir,oqmd_17183,Ir,0.75,A
comp_oqmd_17187_Er,oqmd_17187,Er,0.5,A
comp_oqmd_17187_In,oqmd_17187,In,0.5,A
comp_oqmd_17190_Er,oqmd_17190,Er,0.25,B
comp_oqmd_17190_Pb,oqmd_17190,Pb,0.75,A
comp_oqmd_17196_Er,oqmd_17196,Er,0.25,B
comp_oqmd_17196_Sn,oqmd_17196,Sn,0.75,A
comp_oqmd_17206_Dy,oqmd_17206,Dy,0.25,B
comp_oqmd_17206_Sn,oqmd_17206,Sn,0.75,A
comp_oqmd_17207_Dy,oqmd_17207,Dy,0.5,A
comp_oqmd_17207_Tl,oqmd_17207,Tl,0.5,A
comp_oqmd_17212_Eu,oqmd_17212,Eu,0.5,A
comp_oqmd_17212_Hg,oqmd_17212,Hg,0.5,A
comp_oqmd_17221_Eu,oqmd_17221,Eu,0.25,B
comp_oqmd_17221_Tl,oqmd_17221,Tl,0.75,A
comp_oqmd_17227_Fe,oqmd_17227,Fe,0.75,A
comp_oqmd_17227_Pd,oqmd_17227,Pd,0.25,B
comp_oqmd_17231_Fe,oqmd_17231,Fe,0.75,A
comp_oqmd_17231_Sn,oqmd_17231,Sn,0.25,B
comp_oqmd_17248_Ga,oqmd_17248,Ga,0.5,A
comp_oqmd_17248_Ir,oqmd_17248,Ir,0.5,A
comp_oqmd_17263_Ga,oqmd_17263,Ga,0.25,B
comp_oqmd_17263_Nd,oqmd_17263,Nd,0.75,A
comp_oqmd_17264_Ga,oqmd_17264,Ga,0.75,A
comp_oqmd_17264_Nd,oqmd_17264,Nd,0.25,B
comp_oqmd_17283_Ga,oqmd_17283,Ga,0.25,B
comp_oqmd_17283_Pr,oqmd_17283,Pr,0.75,A
comp_oqmd_17286_Ga,oqmd_17286,Ga,0.25,B
comp_oqmd_17286_Pt,oqmd_17286,Pt,0.75,A
comp_oqmd_17297_Ga,oqmd_17297,Ga,0.5,A
comp_oqmd_17297_Ru,oqmd_17297,Ru,0.5,A
comp_oqmd_17300_Ga,oqmd_17300,Ga,0.25,B
comp_oqmd_17300_Sm,oqmd_17300,Sm,0.75,A
comp_oqmd_17303_Ga,oqmd_17303,Ga,0.75,A
comp_oqmd_17303_Tb,oqmd_17303,Tb,0.25,B
comp_oqmd_17320_Gd,oqmd_17320,Gd,0.5,A
comp_oqmd_17320_Hg,oqmd_17320,Hg,0.5,A
comp_oqmd_17333_Gd,oqmd_17333,Gd,0.25,B
comp_oqmd_17333_Pt,oqmd_17333,Pt,0.75,A
comp_oqmd_17342_Ge,oqmd_17342,Ge,0.25,B
comp_oqmd_17342_Ni,oqmd_17342,Ni,0.75,A
comp_oqmd_17351_Te,oqmd_17351,Te,0.5,B
comp_oqmd_17351_Ti,oqmd_17351,Ti,0.5,A
comp_oqmd_17352_Te,oqmd_17352,Te,0.5,A
comp_oqmd_17352_U,oqmd_17352,U,0.5,A
comp_oqmd_17354_Te,oqmd_17354,Te,0.5,B
comp_oqmd_17354_Zr,oqmd_17354,Zr,0.5,A
comp_oqmd_17360_Yb,oqmd_17360,Yb,0.5,A
comp_oqmd_17360_Zn,oqmd_17360,Zn,0.5,A
comp_oqmd_17363_Hf,oqmd_17363,Hf,0.25,B
comp_oqmd_17363_Ir,oqmd_17363,Ir,0.75,A
comp_oqmd_17380_Hf,oqmd_17380,Hf,0.5,A
comp_oqmd_17380_Os,oqmd_17380,Os,0.5,A
comp_oqmd_17383_Hf,oqmd_17383,Hf,0.5,A
comp_oqmd_17383_Pt,oqmd_17383,Pt,0.5,A
comp_oqmd_17386_Hf,oqmd_17386,Hf,0.5,A
comp_oqmd_17386_Rh,oqmd_17386,Rh,0.5,A
comp_oqmd_17387_Hf,oqmd_17387,Hf,0.25,B
comp_oqmd_17387_Rh,oqmd_17387,Rh,0.75,A
comp_oqmd_17389_Hf,oqmd_17389,Hf,0.5,A
comp_oqmd_17389_Ru,oqmd_17389,Ru,0.5,A
comp_oqmd_17392_Hf,oqmd_17392,Hf,0.5,A
comp_oqmd_17392_Tc,oqmd_17392,Tc,0.5,A
comp_oqmd_17397_Hg,oqmd_17397,Hg,0.5,A
comp_oqmd_17397_Ho,oqmd_17397,Ho,0.5,A
comp_oqmd_17402_Hg,oqmd_17402,Hg,0.5,A
comp_oqmd_17402_La,oqmd_17402,La,0.5,A
comp_oqmd_17404_Hg,oqmd_17404,Hg,0.5,A
comp_oqmd_17404_Li,oqmd_17404,Li,0.5,A
comp_oqmd_17406_Hg,oqmd_17406,Hg,0.5,A
