entry_id,source_db,source_material_id,formula,reduced_formula,chemical_system,number_of_elements
oqmd_13749,OQMD,13749,TiSb,TiSb,Sb-Ti,2
oqmd_13762,OQMD,13762,TaN,TaN,N-Ta,2
oqmd_13795,OQMD,13795,NdP,NdP,Nd-P,2
oqmd_13829,OQMD,13829,CeC,CeC,C-Ce,2
oqmd_13920,OQMD,13920,NpC,NpC,C-Np,2
oqmd_13939,OQMD,13939,PuC,PuC,C-Pu,2
oqmd_13946,OQMD,13946,ReC,ReC,C-Re,2
oqmd_13989,OQMD,13989,PdO,PdO,O-Pd,2
oqmd_13991,OQMD,13991,PrO,PrO,O-Pr,2
oqmd_13998,OQMD,13998,SmO,SmO,O-Sm,2
oqmd_14013,OQMD,14013,PuP,PuP,P-Pu,2
oqmd_14014,OQMD,14014,SnP,SnP,P-Sn,2
oqmd_14025,OQMD,14025,TmP,TmP,P-Tm,2
oqmd_14029,OQMD,14029,YP,YP,P-Y,2
oqmd_14032,OQMD,14032,ZrP,ZrP,P-Zr,2
oqmd_14034,OQMD,14034,PbS,PbS,Pb-S,2
oqmd_14035,OQMD,14035,PbSe,PbSe,Pb-Se,2
oqmd_14036,OQMD,14036,TePb,TePb,Pb-Te,2
oqmd_14050,OQMD,14050,PrS,PrS,Pr-S,2
oqmd_14051,OQMD,14051,PrSb,PrSb,Pr-Sb,2
oqmd_14052,OQMD,14052,PrTe,PrTe,Pr-Te,2
oqmd_14069,OQMD,14069,PuSe,PuSe,Pu-Se,2
oqmd_14102,OQMD,14102,CuCl,CuCl,Cl-Cu,2
oqmd_14105,OQMD,14105,CuBr,CuBr,Br-Cu,2
oqmd_15014,OQMD,15014,VSe,VSe,Se-V,2
oqmd_16686,OQMD,16686,Mn3Ge,Mn3Ge,Ge-Mn,2
oqmd_17062,OQMD,17062,NbCd3,NbCd3,Cd-Nb,2
oqmd_17067,OQMD,17067,SrCd,SrCd,Cd-Sr,2
oqmd_17075,OQMD,17075,V3Cd,V3Cd,Cd-V,2
oqmd_17084,OQMD,17084,Ce3Ga,Ce3Ga,Ce-Ga,2
oqmd_17090,OQMD,17090,CePt3,CePt3,Ce-Pt,2
oqmd_17121,OQMD,17121,TaCo3,TaCo3,Co-Ta,2
oqmd_17159,OQMD,17159,Cu3Pd,Cu3Pd,Cu-Pd,2
oqmd_17179,OQMD,17179,DyGa3,DyGa3,Dy-Ga,2
oqmd_17183,OQMD,17183,DyIr3,DyIr3,Dy-Ir,2
oqmd_17187,OQMD,17187,ErIn,ErIn,Er-In,2
oqmd_17190,OQMD,17190,ErPb3,ErPb3,Er-Pb,2
oqmd_17196,OQMD,17196,ErSn3,ErSn3,Er-Sn,2
oqmd_17206,OQMD,17206,DySn3,DySn3,Dy-Sn,2
oqmd_17207,OQMD,17207,DyTl,DyTl,Dy-Tl,2
oqmd_17212,OQMD,17212,EuHg,EuHg,Eu-Hg,2
oqmd_17221,OQMD,17221,EuTl3,EuTl3,Eu-Tl,2
oqmd_17227,OQMD,17227,Fe3Pd,Fe3Pd,Fe-Pd,2
oqmd_17231,OQMD,17231,Fe3Sn,Fe3Sn,Fe-Sn,2
oqmd_17248,OQMD,17248,GaIr,GaIr,Ga-Ir,2
oqmd_17263,OQMD,17263,Nd3Ga,Nd3Ga,Ga-Nd,2
oqmd_17264,OQMD,17264,NdGa3,NdGa3,Ga-Nd,2
oqmd_17283,OQMD,17283,Pr3Ga,Pr3Ga,Ga-Pr,2
oqmd_17286,OQMD,17286,GaPt3,GaPt3,Ga-Pt,2
oqmd_17297,OQMD,17297,GaRu,GaRu,Ga-Ru,2
oqmd_17300,OQMD,17300,Sm3Ga,Sm3Ga,Ga-Sm,2
oqmd_17303,OQMD,17303,TbGa3,TbGa3,Ga-Tb,2
oqmd_17320,OQMD,17320,GdHg,GdHg,Gd-Hg,2
oqmd_17333,OQMD,17333,GdPt3,GdPt3,Gd-Pt,2
oqmd_17342,OQMD,17342,Ni3Ge,Ni3Ge,Ge-Ni,2
oqmd_17351,OQMD,17351,TiTe,TiTe,Te-Ti,2
oqmd_17352,OQMD,17352,UTe,UTe,Te-U,2
oqmd_17354,OQMD,17354,ZrTe,ZrTe,Te-Zr,2
oqmd_17360,OQMD,17360,YbZn,YbZn,Yb-Zn,2
oqmd_17363,OQMD,17363,HfIr3,HfIr3,Hf-Ir,2
oqmd_17380,OQMD,17380,HfOs,HfOs,Hf-Os,2
oqmd_17383,OQMD,17383,HfPt,HfPt,Hf-Pt,2
oqmd_17386,OQMD,17386,HfRh,HfRh,Hf-Rh,2
oqmd_17387,OQMD,17387,HfRh3,HfRh3,Hf-Rh,2
oqmd_17389,OQMD,17389,HfRu,HfRu,Hf-Ru,2
oqmd_17392,OQMD,17392,HfTc,HfTc,Hf-Tc,2
oqmd_17397,OQMD,17397,HoHg,HoHg,Hg-Ho,2
oqmd_17402,OQMD,17402,LaHg,LaHg,Hg-La,2
oqmd_17404,OQMD,17404,LiHg,LiHg,Hg-Li,2
oqmd_17406,OQMD,17406,LuHg,LuHg,Hg-Lu,2
oqmd_17407,OQMD,17407,MgHg,MgHg,Hg-Mg,2
oqmd_17413,OQMD,17413,MnHg,MnHg,Hg-Mn,2
oqmd_17419,OQMD,17419,NdHg,NdHg,Hg-Nd,2
oqmd_17424,OQMD,17424,PrHg,PrHg,Hg-Pr,2
oqmd_17427,OQMD,17427,ScHg,ScHg,Hg-Sc,2
oqmd_17429,OQMD,17429,SrHg,SrHg,Hg-Sr,2
oqmd_17432,OQMD,17432,TbHg,TbHg,Hg-Tb,2
oqmd_17437,OQMD,17437,Ti3Hg,Ti3Hg,Hg-Ti,2
oqmd_17439,OQMD,17439,TlHg,TlHg,Hg-Tl,2
oqmd_17440,OQMD,17440,TlHg3,TlHg3,Hg-Tl,2
oqmd_17441,OQMD,17441,TmHg,TmHg,Hg-Tm,2
oqmd_17443,OQMD,17443,YHg,YHg,Hg-Y,2
oqmd_17446,OQMD,17446,YbHg,YbHg,Hg-Yb,2
oqmd_17450,OQMD,17450,ZrHg3,ZrHg3,Hg-Zr,2
oqmd_17454,OQMD,17454,HoIn,HoIn,Ho-In,2
oqmd_17455,OQMD,17455,HoIn3,HoIn3,Ho-In,2
oqmd_17457,OQMD,17457,HoIr,HoIr,Ho-Ir,2
oqmd_17459,OQMD,17459,HoMg,HoMg,Ho-Mg,2
oqmd_17460,OQMD,17460,HoMg,HoMg,Ho-Mg,2
oqmd_17465,OQMD,17465,HoPb3,HoPb3,Ho-Pb,2
oqmd_17467,OQMD,17467,HoPd,HoPd,Ho-Pd,2
oqmd_17468,OQMD,17468,HoPd3,HoPd3,Ho-Pd,2
oqmd_17472,OQMD,17472,HoPt3,HoPt3,Ho-Pt,2
oqmd_17474,OQMD,17474,HoRh,HoRh,Ho-Rh,2
oqmd_17477,OQMD,17477,HoSn3,HoSn3,Ho-Sn,2
oqmd_17479,OQMD,17479,HoTl,HoTl,Ho-Tl,2
oqmd_17480,OQMD,17480,HoTl3,HoTl3,Ho-Tl,2
oqmd_17481,OQMD,17481,HoZn,HoZn,Ho-Zn,2
oqmd_17484,OQMD,17484,GaAg,GaAg,Ag-Ga,2
oqmd_17486,OQMD,17486,HoAg,HoAg,Ag-Ho,2
oqmd_17492,OQMD,17492,LuIr,LuIr,Ir-Lu,2
oqmd_17502,OQMD,17502,NbIr3,NbIr3,Ir-Nb,2
oqmd_17504,OQMD,17504,NdIr3,NdIr3,Ir-Nd,2
oqmd_17507,OQMD,17507,PaIr3,PaIr3,Ir-Pa,2
oqmd_17508,OQMD,17508,IrPb,IrPb,Ir-Pb,2
oqmd_17512,OQMD,17512,ScIr,ScIr,Ir-Sc,2
oqmd_17514,OQMD,17514,SnIr,SnIr,Ir-Sn,2
oqmd_17518,OQMD,17518,TaIr3,TaIr3,Ir-Ta,2
oqmd_17524,OQMD,17524,TiIr3,TiIr3,Ir-Ti,2
oqmd_17525,OQMD,17525,TmIr,TmIr,Ir-Tm,2
oqmd_17529,OQMD,17529,UIr3,UIr3,Ir-U,2
oqmd_17533,OQMD,17533,VIr3,VIr3,Ir-V,2
oqmd_17536,OQMD,17536,YIr,YIr,Ir-Y,2
oqmd_17538,OQMD,17538,YbIr,YbIr,Ir-Yb,2
oqmd_17541,OQMD,17541,ZrIr,ZrIr,Ir-Zr,2
oqmd_17544,OQMD,17544,ZrIr3,ZrIr3,Ir-Zr,2
oqmd_17558,OQMD,17558,LaMg,LaMg,La-Mg,2
oqmd_17568,OQMD,17568,LaPb3,LaPb3,La-Pb,2
oqmd_17569,OQMD,17569,LaPd3,LaPd3,La-Pd,2
oqmd_17573,OQMD,17573,LaPt3,LaPt3,La-Pt,2
oqmd_17578,OQMD,17578,LaSn3,LaSn3,La-Sn,2
oqmd_17579,OQMD,17579,La3Sn,La3Sn,La-Sn,2
oqmd_17580,OQMD,17580,LaTl,LaTl,La-Tl,2
oqmd_17581,OQMD,17581,LaTl3,LaTl3,La-Tl,2
oqmd_17582,OQMD,17582,La3Tl,La3Tl,La-Tl,2
oqmd_17583,OQMD,17583,LaZn,LaZn,La-Zn,2
oqmd_17590,OQMD,17590,LiPb,LiPb,Li-Pb,2
oqmd_17596,OQMD,17596,LiPd,LiPd,Li-Pd,2
oqmd_17610,OQMD,17610,LiTl,LiTl,Li-Tl,2
oqmd_17612,OQMD,17612,LuMg,LuMg,Lu-Mg,2
oqmd_17620,OQMD,17620,LuPb3,LuPb3,Lu-Pb,2
oqmd_17621,OQMD,17621,LuPd,LuPd,Lu-Pd,2
oqmd_17622,OQMD,17622,LuPd3,LuPd3,Lu-Pd,2
oqmd_17624,OQMD,17624,LuPt3,LuPt3,Lu-Pt,2
oqmd_17625,OQMD,17625,LuRh,LuRh,Lu-Rh,2
oqmd_17627,OQMD,17627,LuRu,LuRu,Lu-Ru,2
oqmd_17628,OQMD,17628,LuTl3,LuTl3,Lu-Tl,2
oqmd_17629,OQMD,17629,LuZn,LuZn,Lu-Zn,2
oqmd_17630,OQMD,17630,NdMg,NdMg,Mg-Nd,2
oqmd_17638,OQMD,17638,MgPd,MgPd,Mg-Pd,2
oqmd_17640,OQMD,17640,PrMg,PrMg,Mg-Pr,2
oqmd_17646,OQMD,17646,MgRh,MgRh,Mg-Rh,2
oqmd_17650,OQMD,17650,SmMg,SmMg,Mg-Sm,2
oqmd_17655,OQMD,17655,SrMg,SrMg,Mg-Sr,2
oqmd_17657,OQMD,17657,TbMg,TbMg,Mg-Tb,2
oqmd_17660,OQMD,17660,MgTl,MgTl,Mg-Tl,2
oqmd_17661,OQMD,17661,TmMg,TmMg,Mg-Tm,2
oqmd_17663,OQMD,17663,YMg,YMg,Mg-Y,2
oqmd_17671,OQMD,17671,MnNi,MnNi,Mn-Ni,2
oqmd_17672,OQMD,17672,MnNi3,MnNi3,Mn-Ni,2
oqmd_17677,OQMD,17677,MnPd,MnPd,Mn-Pd,2
oqmd_17681,OQMD,17681,MnPt3,MnPt3,Mn-Pt,2
oqmd_17682,OQMD,17682,Mn3Pt,Mn3Pt,Mn-Pt,2
oqmd_17686,OQMD,17686,MnRh,MnRh,Mn-Rh,2
oqmd_17687,OQMD,17687,Mn3Rh,Mn3Rh,Mn-Rh,2
oqmd_17700,OQMD,17700,MnV,MnV,Mn-V,2
oqmd_17703,OQMD,17703,MnZn,MnZn,Mn-Zn,2
oqmd_17704,OQMD,17704,MnZn3,MnZn3,Mn-Zn,2
oqmd_17720,OQMD,17720,TaN,TaN,N-Ta,2
oqmd_17728,OQMD,17728,NaPb3,NaPb3,Na-Pb,2
oqmd_17747,OQMD,17747,NbRh3,NbRh3,Nb-Rh,2
oqmd_17750,OQMD,17750,NbRu,NbRu,Nb-Ru,2
oqmd_17752,OQMD,17752,NbRu3,NbRu3,Nb-Ru,2
oqmd_17759,OQMD,17759,NbZn3,NbZn3,Nb-Zn,2
oqmd_17764,OQMD,17764,NdPb3,NdPb3,Nd-Pb,2
oqmd_17765,OQMD,17765,NdPd3,NdPd3,Nd-Pd,2
oqmd_17769,OQMD,17769,NdPt3,NdPt3,Nd-Pt,2
oqmd_17775,OQMD,17775,NdSn3,NdSn3,Nd-Sn,2
oqmd_17776,OQMD,17776,NdTl,NdTl,Nd-Tl,2
oqmd_17777,OQMD,17777,NdTl3,NdTl3,Nd-Tl,2
oqmd_17779,OQMD,17779,Nd3Tl,Nd3Tl,Nd-Tl,2
oqmd_17780,OQMD,17780,NdZn,NdZn,Nd-Zn,2
oqmd_17795,OQMD,17795,ScNi,ScNi,Ni-Sc,2
oqmd_17803,OQMD,17803,SiNi3,SiNi3,Ni-Si,2
oqmd_17808,OQMD,17808,Ni3Sn,Ni3Sn,Ni-Sn,2
oqmd_17838,OQMD,17838,TiNi,TiNi,Ni-Ti,2
oqmd_17841,OQMD,17841,TlNi,TlNi,Ni-Tl,2
oqmd_17860,OQMD,17860,ZnNi,ZnNi,Ni-Zn,2
oqmd_17872,OQMD,17872,NpPd3,NpPd3,Np-Pd,2
oqmd_17873,OQMD,17873,NpRh3,NpRh3,Np-Rh,2
oqmd_17875,OQMD,17875,NpSn3,NpSn3,Np-Sn,2
oqmd_17876,OQMD,17876,Np3Sn,Np3Sn,Np-Sn,2
oqmd_17877,OQMD,17877,Np3Tl,Np3Tl,Np-Tl,2
oqmd_17890,OQMD,17890,AlNi3,AlNi3,Al-Ni,2
oqmd_17895,OQMD,17895,PtO,PtO,O-Pt,2
oqmd_17898,OQMD,17898,TiO,TiO,O-Ti,2
oqmd_17904,OQMD,17904,TiOs,TiOs,Os-Ti,2
oqmd_17906,OQMD,17906,ZrOs,ZrOs,Os-Zr,2
oqmd_17907,OQMD,17907,ScP,ScP,P-Sc,2
oqmd_17908,OQMD,17908,PaRh3,PaRh3,Pa-Rh,2
oqmd_17912,OQMD,17912,Pr3Pb,Pr3Pb,Pb-Pr,2
oqmd_17913,OQMD,17913,PrPb3,PrPb3,Pb-Pr,2
oqmd_17914,OQMD,17914,PtPb,PtPb,Pb-Pt,2
oqmd_17915,OQMD,17915,Pt3Pb,Pt3Pb,Pb-Pt,2
oqmd_17917,OQMD,17917,Pu3Pb,Pu3Pb,Pb-Pu,2
oqmd_17918,OQMD,17918,PuPb3,PuPb3,Pb-Pu,2
oqmd_17926,OQMD,17926,TbPb3,TbPb3,Pb-Tb,2
oqmd_17928,OQMD,17928,ThPb3,ThPb3,Pb-Th,2
oqmd_17929,OQMD,17929,TmPb3,TmPb3,Pb-Tm,2
oqmd_17931,OQMD,17931,UPb3,UPb3,Pb-U,2
oqmd_17934,OQMD,17934,YPb3,YPb3,Pb-Y,2
oqmd_17937,OQMD,17937,YbPb3,YbPb3,Pb-Yb,2
oqmd_17940,OQMD,17940,PrPd3,PrPd3,Pd-Pr,2
oqmd_17943,OQMD,17943,PuPd3,PuPd3,Pd-Pu,2
oqmd_17944,OQMD,17944,ScPd,ScPd,Pd-Sc,2
oqmd_17945,OQMD,17945,ScPd3,ScPd3,Pd-Sc,2
oqmd_17947,OQMD,17947,SmPd3,SmPd3,Pd-Sm,2
oqmd_17954,OQMD,17954,SnPd3,SnPd3,Pd-Sn,2
oqmd_17965,OQMD,17965,TbPd3,TbPd3,Pd-Tb,2
oqmd_1797,OQMD,1797,NbN,NbN,N-Nb,2
oqmd_17970,OQMD,17970,TiPd,TiPd,Pd-Ti,2
oqmd_17972,OQMD,17972,TiPd3,TiPd3,Pd-Ti,2
oqmd_17980,OQMD,17980,TmPd,TmPd,Pd-Tm,2
oqmd_17981,OQMD,17981,TmPd3,TmPd3,Pd-Tm,2
oqmd_17986,OQMD,17986,YPd3,YPd3,Pd-Y,2
oqmd_17987,OQMD,17987,YbPd,YbPd,Pd-Yb,2
oqmd_17988,OQMD,17988,YbPd3,YbPd3,Pd-Yb,2
oqmd_17994,OQMD,17994,PuPt3,PuPt3,Pt-Pu,2
oqmd_17995,OQMD,17995,ScPt,ScPt,Pt-Sc,2
oqmd_17997,OQMD,17997,ScPt3,ScPt3,Pt-Sc,2
oqmd_18000,OQMD,18000,SmPt3,SmPt3,Pt-Sm,2
oqmd_18004,OQMD,18004,SnPt3,SnPt3,Pt-Sn,2
oqmd_18012,OQMD,18012,TbPt3,TbPt3,Pt-Tb,2
oqmd_18013,OQMD,18013,TePt,TePt,Pt-Te,2
oqmd_18015,OQMD,18015,TiPt,TiPt,Pt-Ti,2
oqmd_18021,OQMD,18021,TmPt3,TmPt3,Pt-Tm,2
oqmd_18026,OQMD,18026,V3Pt,V3Pt,Pt-V,2
oqmd_18029,OQMD,18029,VPt3,VPt3,Pt-V,2
oqmd_18031,OQMD,18031,YPt3,YPt3,Pt-Y,2
oqmd_18034,OQMD,18034,YbPt3,YbPt3,Pt-Yb,2
oqmd_18037,OQMD,18037,ZnPt3,ZnPt3,Pt-Zn,2
oqmd_18038,OQMD,18038,ZrPt,ZrPt,Pt-Zr,2
oqmd_18039,OQMD,18039,ZrPt3,ZrPt3,Pt-Zr,2
oqmd_18042,OQMD,18042,PuRh3,PuRh3,Pu-Rh,2
oqmd_18044,OQMD,18044,PuRu,PuRu,Pu-Ru,2
oqmd_18046,OQMD,18046,PuSn3,PuSn3,Pu-Sn,2
oqmd_18050,OQMD,18050,TiRe,TiRe,Re-Ti,2
oqmd_18054,OQMD,18054,ScRh,ScRh,Rh-Sc,2
oqmd_18055,OQMD,18055,ScRh3,ScRh3,Rh-Sc,2
oqmd_18057,OQMD,18057,SmRh,SmRh,Rh-Sm,2
oqmd_18066,OQMD,18066,TaRh3,TaRh3,Rh-Ta,2
oqmd_18067,OQMD,18067,TbRh,TbRh,Rh-Tb,2
oqmd_18071,OQMD,18071,ThRh3,ThRh3,Rh-Th,2
oqmd_18073,OQMD,18073,TiRh,TiRh,Rh-Ti,2
oqmd_18074,OQMD,18074,TiRh3,TiRh3,Rh-Ti,2
oqmd_18076,OQMD,18076,TmRh,TmRh,Rh-Tm,2
oqmd_18078,OQMD,18078,URh3,URh3,Rh-U,2
oqmd_18081,OQMD,18081,VRh3,VRh3,Rh-V,2
oqmd_18083,OQMD,18083,YRh,YRh,Rh-Y,2
oqmd_18088,OQMD,18088,ZrRh,ZrRh,Rh-Zr,2
oqmd_18089,OQMD,18089,ZrRh3,ZrRh3,Rh-Zr,2
oqmd_18090,OQMD,18090,ScRu,ScRu,Ru-Sc,2
oqmd_18097,OQMD,18097,TiRu,TiRu,Ru-Ti,2
oqmd_18098,OQMD,18098,URu3,URu3,Ru-U,2
oqmd_18099,OQMD,18099,VRu,VRu,Ru-V,2
oqmd_18101,OQMD,18101,ZrRu,ZrRu,Ru-Zr,2
oqmd_18102,OQMD,18102,TmS,TmS,S-Tm,2
oqmd_18105,OQMD,18105,YbSb,YbSb,Sb-Yb,2
oqmd_18106,OQMD,18106,ScZn,ScZn,Sc-Zn,2
oqmd_18108,OQMD,18108,YSe,YSe,Se-Y,2
oqmd_18109,OQMD,18109,USi3,USi3,Si-U,2
oqmd_18111,OQMD,18111,SmTl,SmTl,Sm-Tl,2
oqmd_18112,OQMD,18112,SmTl3,SmTl3,Sm-Tl,2
oqmd_18114,OQMD,18114,SmZn,SmZn,Sm-Zn,2
oqmd_18123,OQMD,18123,TbSn3,TbSn3,Sn-Tb,2
oqmd_18125,OQMD,18125,ThSn3,ThSn3,Sn-Th,2
oqmd_18128,OQMD,18128,Ti3Sn,Ti3Sn,Sn-Ti,2
oqmd_18132,OQMD,18132,USn3,USn3,Sn-U,2
oqmd_18135,OQMD,18135,YSn3,YSn3,Sn-Y,2
oqmd_18138,OQMD,18138,YbSn3,YbSn3,Sn-Yb,2
oqmd_18140,OQMD,18140,SrTl,SrTl,Sr-Tl,2
oqmd_18145,OQMD,18145,TaTc,TaTc,Ta-Tc,2
oqmd_18147,OQMD,18147,TbTe,TbTe,Tb-Te,2
oqmd_18148,OQMD,18148,TbTl,TbTl,Tb-Tl,2
oqmd_18149,OQMD,18149,TbTl3,TbTl3,Tb-Tl,2
oqmd_18152,OQMD,18152,TbZn,TbZn,Tb-Zn,2
oqmd_18156,OQMD,18156,TiTc,TiTc,Tc-Ti,2
oqmd_18157,OQMD,18157,VTc,VTc,Tc-V,2
oqmd_18158,OQMD,18158,TmTe,TmTe,Te-Tm,2
oqmd_18159,OQMD,18159,YTe,YTe,Te-Y,2
oqmd_18162,OQMD,18162,ThTl3,ThTl3,Th-Tl,2
oqmd_18167,OQMD,18167,TiZn3,TiZn3,Ti-Zn,2
oqmd_18169,OQMD,18169,TmTl,TmTl,Tl-Tm,2
oqmd_18170,OQMD,18170,TmTl3,TmTl3,Tl-Tm,2
oqmd_18171,OQMD,18171,UTl3,UTl3,Tl-U,2
oqmd_18172,OQMD,18172,YTl,YTl,Tl-Y,2
oqmd_18173,OQMD,18173,YTl3,YTl3,Tl-Y,2
oqmd_18174,OQMD,18174,YbTl,YbTl,Tl-Yb,2
oqmd_18175,OQMD,18175,YbTl3,YbTl3,Tl-Yb,2
oqmd_18176,OQMD,18176,TmZn,TmZn,Tm-Zn,2
oqmd_18181,OQMD,18181,YZn,YZn,Y-Zn,2
oqmd_18185,OQMD,18185,YbZn,YbZn,Yb-Zn,2
oqmd_18187,OQMD,18187,ZrZn,ZrZn,Zn-Zr,2
oqmd_18189,OQMD,18189,VZn3,VZn3,V-Zn,2
oqmd_18193,OQMD,18193,AlRu,AlRu,Al-Ru,2
oqmd_18197,OQMD,18197,Zr3Al,Zr3Al,Al-Zr,2
oqmd_18199,OQMD,18199,LaAs,LaAs,As-La,2
oqmd_18312,OQMD,18312,DyN,DyN,Dy-N,2
oqmd_18313,OQMD,18313,DyPd,DyPd,Dy-Pd,2
oqmd_18314,OQMD,18314,DyPd3,DyPd3,Dy-Pd,2
oqmd_18319,OQMD,18319,ErN,ErN,Er-N,2
oqmd_18320,OQMD,18320,ErPd3,ErPd3,Er-Pd,2
oqmd_18322,OQMD,18322,ErS,ErS,Er-S,2
oqmd_18364,OQMD,18364,LuGa3,LuGa3,Ga-Lu,2
oqmd_18367,OQMD,18367,NpGa3,NpGa3,Ga-Np,2
oqmd_18451,OQMD,18451,Np3Al,Np3Al,Al-Np,2
oqmd_18452,OQMD,18452,Np3In,Np3In,In-Np,2
oqmd_18456,OQMD,18456,NpBi,NpBi,Bi-Np,2
oqmd_18457,OQMD,18457,NpSe,NpSe,Np-Se,2
oqmd_18458,OQMD,18458,NpTe,NpTe,Np-Te,2
oqmd_18459,OQMD,18459,PuBi,PuBi,Bi-Pu,2
oqmd_18460,OQMD,18460,NpIn3,NpIn3,In-Np,2
oqmd_18489,OQMD,18489,La3In,La3In,In-La,2
oqmd_18499,OQMD,18499,CoPt3,CoPt3,Co-Pt,2
oqmd_18665,OQMD,18665,CePd3,CePd3,Ce-Pd,2
oqmd_18674,OQMD,18674,ZnRh,ZnRh,Rh-Zn,2
oqmd_18693,OQMD,18693,GdPd3,GdPd3,Gd-Pd,2
oqmd_18714,OQMD,18714,AlPt3,AlPt3,Al-Pt,2
oqmd_18716,OQMD,18716,ScAl3,ScAl3,Al-Sc,2
oqmd_18728,OQMD,18728,CrAs,CrAs,As-Cr,2
oqmd_18741,OQMD,18741,ZnAu,ZnAu,Au-Zn,2
oqmd_18755,OQMD,18755,CeBi,CeBi,Bi-Ce,2
oqmd_18759,OQMD,18759,SmBi,SmBi,Bi-Sm,2
oqmd_18776,OQMD,18776,PaC,PaC,C-Pa,2
oqmd_18782,OQMD,18782,CaPb3,CaPb3,Ca-Pb,2
oqmd_18785,OQMD,18785,GdCd,GdCd,Cd-Gd,2
oqmd_18788,OQMD,18788,TbCd,TbCd,Cd-Tb,2
oqmd_18793,OQMD,18793,Ce3In,Ce3In,Ce-In,2
oqmd_18794,OQMD,18794,Ce3Pb,Ce3Pb,Ce-Pb,2
oqmd_18797,OQMD,18797,CeZn,CeZn,Ce-Zn,2
oqmd_18811,OQMD,18811,TiCo,TiCo,Co-Ti,2
oqmd_18815,OQMD,18815,CrRh3,CrRh3,Cr-Rh,2
oqmd_18818,OQMD,18818,ErCu,ErCu,Cu-Er,2
oqmd_18819,OQMD,18819,EuCu,EuCu,Cu-Eu,2
oqmd_18829,OQMD,18829,DyMg,DyMg,Dy-Mg,2
oqmd_18834,OQMD,18834,EuSn3,EuSn3,Eu-Sn,2
oqmd_18839,OQMD,18839,FeRh,FeRh,Fe-Rh,2
oqmd_18852,OQMD,18852,Nb3Ge,Nb3Ge,Ge-Nb,2
oqmd_18854,OQMD,18854,MnH,MnH,H-Mn,2
oqmd_18855,OQMD,18855,MoH,MoH,H-Mo,2
oqmd_18866,OQMD,18866,ScIr3,ScIr3,Ir-Sc,2
oqmd_18867,OQMD,18867,TiIr,TiIr,Ir-Ti,2
oqmd_18869,OQMD,18869,MgSc,MgSc,Mg-Sc,2
oqmd_18875,OQMD,18875,Nb3Si,Nb3Si,Nb-Si,2
oqmd_18876,OQMD,18876,NiPb,NiPb,Ni-Pb,2
oqmd_18884,OQMD,18884,PrPt3,PrPt3,Pr-Pt,2
oqmd_18890,OQMD,18890,PrSn3,PrSn3,Pr-Sn,2
oqmd_18891,OQMD,18891,PrTl,PrTl,Pr-Tl,2
oqmd_18892,OQMD,18892,PrTl3,PrTl3,Pr-Tl,2
oqmd_18894,OQMD,18894,Pr3Tl,Pr3Tl,Pr-Tl,2
oqmd_18895,OQMD,18895,PrZn,PrZn,Pr-Zn,2
oqmd_18903,OQMD,18903,YbRh,YbRh,Rh-Yb,2
oqmd_18904,OQMD,18904,YbRu,YbRu,Ru-Yb,2
oqmd_18905,OQMD,18905,ZrS,ZrS,S-Zr,2
oqmd_18908,OQMD,18908,SmSn3,SmSn3,Sm-Sn,2
oqmd_18920,OQMD,18920,Ce3Al,Ce3Al,Al-Ce,2
oqmd_1897,OQMD,1897,ScAs,ScAs,As-Sc,2
oqmd_1898,OQMD,1898,ScSb,ScSb,Sb-Sc,2
oqmd_19012,OQMD,19012,BiRh,BiRh,Bi-Rh,2
oqmd_19092,OQMD,19092,GdTh,GdTh,Gd-Th,2
oqmd_19093,OQMD,19093,DyTh,DyTh,Dy-Th,2
oqmd_19112,OQMD,19112,Cd3In,Cd3In,Cd-In,2
oqmd_19121,OQMD,19121,CrO,CrO,Cr-O,2
oqmd_19149,OQMD,19149,MnAu,MnAu,Au-Mn,2
oqmd_19154,OQMD,19154,PuGe3,PuGe3,Ge-Pu,2
oqmd_19192,OQMD,19192,HoGa3,HoGa3,Ga-Ho,2
oqmd_19193,OQMD,19193,TmGa3,TmGa3,Ga-Tm,2
oqmd_19332,OQMD,19332,GdAl,GdAl,Al-Gd,2
oqmd_19333,OQMD,19333,DyCu,DyCu,Cu-Dy,2
oqmd_19341,OQMD,19341,ZnAg,ZnAg,Ag-Zn,2
oqmd_19355,OQMD,19355,FeSn,FeSn,Fe-Sn,2
oqmd_19422,OQMD,19422,VOs,VOs,Os-V,2
oqmd_19423,OQMD,19423,TiFe,TiFe,Fe-Ti,2
oqmd_19431,OQMD,19431,NbN,NbN,N-Nb,2
oqmd_19455,OQMD,19455,Ni3Pt,Ni3Pt,Ni-Pt,2
oqmd_19476,OQMD,19476,NdAl,NdAl,Al-Nd,2
oqmd_1949,OQMD,1949,TiC,TiC,C-Ti,2
oqmd_19509,OQMD,19509,YbO,YbO,O-Yb,2
oqmd_1956,OQMD,1956,EuN,EuN,Eu-N,2
oqmd_19681,OQMD,19681,MgPd3,MgPd3,Mg-Pd,2
oqmd_19979,OQMD,19979,CoSi,CoSi,Co-Si,2
oqmd_20081,OQMD,20081,InN,InN,In-N,2
oqmd_20082,OQMD,20082,Pu3Ge,Pu3Ge,Ge-Pu,2
oqmd_20083,OQMD,20083,Pu3Sn,Pu3Sn,Pu-Sn,2
oqmd_2012589,OQMD,2012589,LaSe,LaSe,La-Se,2
