number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp
2,105.80819,685.9,171.5,7940.0,98.2,16.9,60.5,4.5,18.1
5,75.158774,745.38,148.6,4728.2858,69.766,6.6424,95.405316,2.4,26.0
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,72.0
4,40.097275,866.25,125.75,5011.5,67.975,34.5625,127.75,2.5,2.5
4,64.6322175,797.15,145.5,4164.35725,78.9425,7.0405,153.256645,2.25,16.0
2,139.55669,711.35,193.0,14795.0,51.8,29.9,51.0,6.0,9.7
3,130.926149666667,757.466666666667,181.666666666667,13440.0,141.033333333333,20.3333333333333,174.666666666667,5.33333333333333,10.8
5,58.54970064,938.84,135.8,5520.5392,108.254,14.4,95.80554,3.4,22.2
5,94.56916,776.38,147.2,5460.2858,82.094,7.9724,125.005316,2.8,43.5
5,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,12.3
6,61.9533315466667,931.216666666667,120.5,4481.58648333333,102.316666666667,8.01833333333333,44.06868,3.16666666666667,4.0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,37.0
5,75.10025,750.94,158.8,4569.4858,67.87,7.6624,92.805316,2.4,73.5
6,86.2707333333333,717.0,180.166666666667,3870.23816666667,56.625,7.59366666666667,115.337763333333,2.16666666666667,82.4
3,158.733,703.0,185.333333333333,12988.6666666667,89.3,19.3,56.3333333333333,4.33333333333333,1.3
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,70.7
3,109.754166666667,650.833333333333,185.666666666667,10089.0,40.6,21.9666666666667,65.0,4.66666666666667,1.7
5,63.22488064,1047.7,119.6,4191.425,124.04,10.0964,28.410856,2.8,24.7
3,100.278599533333,666.966666666667,172.0,9306.66666666667,54.7,24.5,115.333333333333,4.33333333333333,17.7
5,105.342852,735.24,183.0,5686.2858,76.17,9.0044,89.605316,2.6,76.0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,80.5
6,97.4467833333333,731.4,164.0,5260.23816666667,57.5,6.96033333333333,120.00443,2.33333333333333,87.5
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,15.4
2,58.495675,700.7,161.5,3401.0,83.1,30.8,83.5,3.5,4.63
3,106.885166666667,628.333333333333,195.0,8643.66666666667,32.0666666666667,23.1,25.6666666666667,4.33333333333333,9.9
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,17.0
4,76.797975,656.575,191.5,4491.75,40.5125,12.9575,61.75,2.75,36.9
6,73.2022615466667,732.5,156.5,3981.5715,69.9666666666667,7.227,130.50443,2.33333333333333,90.0
6,86.39863,762.533333333333,170.166666666667,6738.73816666667,85.1383333333333,13.9703333333333,103.337763333333,3.33333333333333,11.65
5,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,87.6
5,105.45428,746.5,169.8,6180.8858,83.38,7.4644,87.005316,2.8,0.01
4,90.1422625,781.2,156.25,5572.60725,91.35,6.4305,106.006645,3.0,19.5
3,95.51266,772.666666666667,152.333333333333,7202.33333333333,91.9666666666667,20.5,57.0,4.66666666666667,18.19
2,62.48569,831.3,142.5,5265.0,144.55,14.265,27.1025,5.5,5.0
6,93.0593116666667,709.683333333333,177.166666666667,4786.40483333333,63.7866666666667,7.877,107.00443,2.33333333333333,56.0
2,44.8425,821.55,143.5,4439.0,1.5,8.025,140.0,2.0,0.88
4,72.20335,755.6,174.0,2662.10725,43.395,8.7305,18.756645,2.5,0.5
3,90.928244,757.266666666667,155.333333333333,6806.33333333333,77.7333333333333,9.54666666666667,54.412,4.66666666666667,14.9
2,135.5885,904.25,141.5,13689.5,174.5,15.7,75.26,6.0,6.24
3,83.8996666666667,836.733333333333,160.333333333333,5550.0,68.9333333333333,36.54,82.7666666666667,2.33333333333333,1.135
3,102.399626666667,736.233333333333,165.666666666667,10640.0,79.5666666666667,36.6666666666667,84.0,5.33333333333333,5.1
5,85.09708,782.32,164.6,6372.4858,84.646,11.4044,113.205316,3.0,30.0
7,80.9231785714286,770.942857142857,160.714285714286,5293.06128571429,47.9714285714286,7.02028571428571,98.4752257142857,2.28571428571429,56.5
5,79.23745,752.52,161.8,4550.4858,70.306,7.6444,92.605316,2.6,10.0
6,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,108.0
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,20.0
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,74.0
5,121.72102,730.44,168.2,5097.4858,67.43,5.2444,32.205316,2.8,11.0
5,86.52248,801.3,165.2,5392.8858,66.17,7.4344,110.205316,2.2,74.5
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,23.0
3,107.7123362,570.833333333333,182.0,5582.33333333333,48.3333333333333,9.0,86.3333333333333,3.0,2.79
2,156.12575,659.7,160.5,11170.0,73.9,7.75,238.0,2.0,2.67
2,134.7982845,824.65,149.5,12311.5,172.4,22.15,190.0,4.5,2.2
2,23.03585,1200.25,71.5,980.6255,105.0,1.045,0.115415,4.5,0.205
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,93.8
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,63.0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,84.5
5,106.16681,738.04,183.0,5136.2858,76.17,7.1844,94.005316,2.6,79.9
4,47.8911,777.325,159.25,2172.10725,40.5,8.8655,64.256645,2.5,0.5
5,30.773669856,918.98,120.8,3467.90378,67.56,6.556,49.581416,2.4,4.05
2,185.0235,764.4,190.5,20135.0,48.05,34.0,109.0,6.5,5.08
6,83.8915416666667,754.516666666667,162.0,4825.5715,56.75,7.672,114.50443,2.5,31.0
3,126.434433333333,738.033333333333,149.666666666667,8983.0,96.8666666666667,15.2,61.84,5.0,12.2
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,73.2
5,105.62196,771.38,157.2,5323.0858,82.626,8.3044,91.405316,2.8,15.5
5,87.04348,777.34,166.0,5779.2858,69.31,9.2444,101.605316,2.4,10.0
3,95.6501166666667,750.933333333333,167.333333333333,6819.66666666667,108.8,16.1766666666667,50.0683333333333,5.0,1.64
5,94.56916,776.38,147.2,5460.2858,82.094,7.9724,125.005316,2.8,33.5
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,89.0
4,76.094375,707.775,141.5,5825.5,106.75,25.15,155.25,3.5,0.37
2,52.61535,1030.6,131.0,3256.1255,25.55,10.68,11.512915,3.5,9.05
3,138.66656,653.566666666667,166.333333333333,9243.33333333333,72.3666666666667,12.6666666666667,55.6666666666667,4.0,18.2
7,94.5087714285714,733.785714285714,171.142857142857,6975.91842857143,78.3042857142857,14.0745714285714,102.289511428571,3.57142857142857,13.5
5,69.321369,860.62,143.4,5828.4858,71.18,12.9644,48.405316,3.6,5.9
2,75.458085,813.4,131.0,4203.0,102.45,55.65,76.5,3.5,1.44
4,81.75669875,741.475,168.75,6502.75,44.3375,16.425,61.75,3.5,10.1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,38.0
7,97.0036285714286,730.371428571429,164.428571428571,6172.06128571429,83.3614285714286,9.83171428571429,92.4323685714286,3.28571428571429,37.0
3,125.1868,730.766666666667,155.0,5743.0,98.5766666666667,8.1,14.5066666666667,4.33333333333333,2.87
5,105.45428,746.5,169.8,6180.8858,83.38,7.4644,87.005316,2.8,11.3
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,93.6
3,64.1726395333333,666.933333333333,147.0,5531.0,84.0333333333333,23.1,116.333333333333,4.0,19.6
5,88.35348,860.78,152.4,5548.6858,56.17,6.4624,117.265316,2.0,94.0
4,91.48215,790.7,160.25,9150.25,76.8425,17.51,100.0,4.0,13.7
2,60.33225,614.4,153.5,6007.0,41.25,14.195,30.0,4.0,12.1
6,76.872645,766.15,162.833333333333,4551.23816666667,55.4533333333333,7.252,125.171096666667,2.16666666666667,60.0
6,83.4220916666667,733.466666666667,162.333333333333,4910.5715,54.1,7.577,116.337763333333,2.33333333333333,87.0
5,100.003974,726.64,169.4,5125.4858,75.77,6.9444,89.605316,2.4,19.8
4,53.17239107,739.75,153.0,5867.25,54.05,15.075,92.25,3.25,19.3
7,63.4696071428571,730.657142857143,165.428571428571,3369.06128571429,49.65,14.1802857142857,99.5752257142857,2.28571428571429,55.6
2,115.94469,705.1,185.5,11380.0,42.3,29.4,44.0,5.0,2.8
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,79.4
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,75.1
5,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,78.5
7,88.3096071428571,726.442857142857,161.142857142857,5180.48985714286,52.9857142857143,7.04171428571429,109.86094,2.57142857142857,40.0
3,52.9707333333333,806.866666666667,142.666666666667,6216.66666666667,93.6333333333333,54.6,103.333333333333,5.0,12.8
5,92.26674,747.78,159.2,5174.2858,60.484,6.8124,132.805316,2.2,104.0
2,62.48569,831.3,142.5,5265.0,144.55,14.265,27.1025,5.5,5.5
1,118.71,708.2,145.0,7310.0,108.8,7.0,67.0,4.0,3.7452
5,86.16748,734.16,157.6,5077.0858,71.95,6.8024,92.805316,2.4,23.0
5,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,133.5
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,39.0
4,26.455025,839.85,112.0,3841.5,74.65,45.225,104.5,2.75,6.97
2,141.573735,536.3,200.5,6578.0,50.5,6.7,15.0,3.0,3.6
6,100.929283333333,711.733333333333,167.0,5480.23816666667,58.9866666666667,6.86033333333333,113.50443,2.33333333333333,95.5
4,44.9455,933.65,146.0,1842.86625,112.875,6.7225,30.7586825,3.25,11.5
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,81.8
5,65.86926,761.3,148.0,5263.8,75.94,38.88,57.2,3.0,8.1
3,55.3386666666667,672.366666666667,174.333333333333,4591.0,65.0666666666667,16.8433333333333,81.3333333333333,4.0,5.8
6,81.8109,802.9,160.833333333333,6500.40483333333,70.7883333333333,10.7286666666667,114.337763333333,2.83333333333333,37.0
5,62.54385,739.18,165.0,3495.6858,74.01,7.1444,104.005316,2.0,89.2
2,200.6749345,739.1,165.0,15575.0,122.5,8.35,183.0,4.0,1.92
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,93.0
2,188.0285,818.9,186.5,20905.0,116.3,30.5,160.0,6.0,0.23
2,161.8992,630.45,149.5,8545.0,61.55,7.08,45.0,4.0,3.725
5,60.93397464,1047.9,111.0,3950.025,123.64,9.6564,28.410856,2.8,19.0
2,49.40425,653.95,173.5,5308.5,30.6,20.75,26.5,4.5,4.15
5,92.34848,740.76,179.6,4600.4858,67.176,7.8644,92.805316,2.2,73.1
3,95.777,830.8,151.333333333333,7916.33333333333,90.4666666666667,15.9,78.5066666666667,4.66666666666667,2.4
4,76.5177175,787.05,151.75,4434.35725,79.6075,6.9055,112.006645,2.25,31.9
3,41.3906666666667,707.866666666667,141.0,5006.0,48.1666666666667,23.2333333333333,61.0,2.66666666666667,6.87
6,60.8022663666667,999.433333333333,116.166666666667,4865.52083333333,114.233333333333,10.6136666666667,40.0090466666667,3.16666666666667,4.0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,34.0
3,42.9621373333333,725.3,150.333333333333,4396.33333333333,57.3,26.6666666666667,81.6666666666667,3.33333333333333,4.52
5,93.884544,736.72,178.2,4779.2858,67.176,9.2644,93.805316,2.2,68.3
5,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,36.2
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,92.5
4,72.77084232,675.85,178.25,4519.75,41.6125,13.025,71.75,2.75,6.4
3,113.700065,734.0,176.666666666667,13400.0,51.5333333333333,28.4,95.6666666666667,5.66666666666667,5.8
5,86.56316,778.2,165.6,5856.0858,88.57,9.7044,104.005316,2.2,55.1
5,87.90048,812.12,164.2,5502.4858,66.17,7.7344,109.805316,2.2,42.4
5,93.68078,843.34,157.6,6423.0858,66.29,9.2824,91.465316,2.6,96.0
5,82.98973464,1047.22,103.0,3577.825,163.14,3.8824,4.251856,3.4,10.26
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,86.3
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,78.1
2,144.632735,540.6,216.5,6749.5,50.5,7.4,13.0,3.0,1.27
5,62.00128064,1045.98,113.2,4122.825,124.04,9.8164,29.210856,2.8,50.0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,91.6
2,32.4741,1025.8,113.5,3055.6255,30.3,11.58,15.512915,4.0,2.3
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,22.2
5,72.32465,787.02,162.8,4963.4858,65.23,9.3044,102.805316,2.4,76.0
6,80.7364325,778.283333333333,162.5,6793.73816666667,81.405,12.2036666666667,111.00443,3.16666666666667,5.5
5,62.54385,739.18,165.0,3495.6858,74.01,7.1444,104.005316,2.0,64.0
6,97.5985616666667,707.283333333333,183.333333333333,4954.90483333333,68.325,7.65366666666667,76.8377633333333,2.66666666666667,21.0
5,120.73388,865.14,161.0,9405.0858,59.07,11.3224,94.865316,3.0,95.0
5,70.1468324,761.36,168.4,3985.6858,65.71,9.7444,90.205316,2.4,79.0
6,89.0509833333333,708.6,187.333333333333,4368.90483333333,61.1633333333333,7.937,80.50443,2.5,36.0
2,61.78575,705.05,148.0,5716.5,86.3,27.3,45.5,4.5,6.4
6,61.4632083333333,761.983333333333,157.166666666667,3822.73816666667,70.7333333333333,12.177,118.671096666667,2.5,73.0
2,48.476006,641.6,175.0,5087.5,42.7,18.25,55.0,4.5,3.1
3,142.647766666667,714.233333333333,156.333333333333,9456.66666666667,95.2666666666667,19.2333333333333,62.6666666666667,5.0,5.84
6,84.92275,801.4,162.833333333333,5790.90483333333,58.17,8.77533333333333,120.05443,2.66666666666667,95.0
2,124.68,851.15,128.0,6468.5,148.2,18.6,13.5,5.5,7.24
6,100.4499,717.7,179.0,6066.23816666667,55.7866666666667,12.5436666666667,109.337763333333,2.5,77.3
3,77.33246,660.366666666667,193.333333333333,6529.33333333333,46.4333333333333,22.1666666666667,33.0,4.33333333333333,9.3
4,91.030375,778.275,141.5,8384.75,134.1,11.8,154.38,4.5,2.7
6,92.5180083333333,711.8,186.666666666667,4760.40483333333,64.12,7.79366666666667,107.00443,2.5,78.4
3,125.599526666667,871.833333333333,153.333333333333,12720.0,89.3333333333333,58.6666666666667,122.333333333333,5.0,8.96
5,102.654174,772.68,152.2,5815.4858,71.006,6.4784,96.605316,2.6,36.0
3,148.775523,863.866666666667,143.333333333333,10745.6666666667,173.566666666667,16.5666666666667,115.666666666667,5.33333333333333,4.5
5,79.57161,735.32,177.4,4132.2858,66.644,7.3524,126.205316,2.4,98.0
6,88.4235783333333,783.783333333333,160.833333333333,5046.5715,57.7883333333333,11.0036666666667,31.3377633333333,3.0,17.1
3,31.3497316666667,765.2,128.0,4366.0,31.6333333333333,24.9666666666667,95.6666666666667,3.0,31.5
6,83.4220916666667,733.466666666667,162.333333333333,4910.5715,54.1,7.577,116.337763333333,2.33333333333333,92.0
5,100.003974,726.64,169.4,5125.4858,75.77,6.9444,89.605316,2.4,91.09
4,108.4395,723.8,137.25,6545.75,112.85,14.89,53.0,4.25,1.93
7,80.5804064285714,753.271428571429,159.0,5184.77557142857,65.9714285714286,9.766,108.575225714286,2.85714285714286,41.0
4,90.1422625,781.2,156.25,5572.60725,91.35,6.4305,106.006645,3.0,13.4
5,72.942289,786.82,162.0,5168.6858,74.83,9.7844,107.005316,2.6,92.0
6,81.1273166666667,715.333333333333,183.166666666667,4188.90483333333,60.72,8.027,108.00443,2.5,85.9
4,58.8555125,822.65,139.75,5271.25,94.2,45.825,94.5,3.75,2.2
2,121.209,713.5,139.5,6775.0,111.05,10.38,42.5,4.5,2.04
2,45.2637693,661.1,131.5,5830.0,81.95,11.9,317.5,2.5,3.45
6,94.8183116666667,715.683333333333,176.166666666667,4456.23816666667,63.7866666666667,7.31033333333333,111.671096666667,2.33333333333333,70.0
6,81.1273166666667,715.333333333333,183.166666666667,4188.90483333333,60.72,8.027,108.00443,2.5,78.1
3,75.7776666666667,801.866666666667,137.333333333333,8919.33333333333,60.7333333333333,28.2333333333333,112.333333333333,3.66666666666667,4.45
3,130.926149666667,757.466666666667,181.666666666667,13440.0,141.033333333333,20.3333333333333,174.666666666667,5.33333333333333,11.9
4,140.632075,687.025,183.5,10949.25,97.65,29.525,82.75,4.0,2.74
6,110.320616666667,790.816666666667,161.166666666667,6567.5715,50.6533333333333,6.05866666666667,112.05443,2.16666666666667,52.0
6,90.8600666666667,784.166666666667,171.666666666667,5030.90483333333,48.2916666666667,6.692,110.221096666667,2.0,120.0
4,108.14429875,641.1,159.5,7552.25,63.975,7.99,65.0,3.75,1.56
6,67.4249416666667,750.266666666667,166.833333333333,4566.90483333333,71.0533333333333,9.74366666666667,121.00443,2.16666666666667,64.0
4,62.3400905,816.375,146.75,4513.5,43.9325,12.535,41.059,3.75,33.9
4,114.52729875,596.925,174.75,7477.25,49.65,8.015,52.5,3.5,1.74
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,89.1
5,72.952854,776.88,151.2,5329.0858,86.386,8.9644,107.805316,2.2,21.3
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,32.3
2,155.94295,711.2,158.0,11115.0,101.95,16.3,79.0,5.5,2.2
5,104.07756,768.3,152.2,5676.2858,82.626,7.8644,92.005316,2.8,14.2
4,77.80697965,677.25,146.5,5975.75,90.225,19.075,104.0,4.0,17.0
6,98.1244166666667,900.283333333333,132.166666666667,6194.23816666667,86.4216666666667,23.252,98.55443,2.83333333333333,17.0
3,71.5418266666667,631.566666666667,166.666666666667,7221.33333333333,61.2666666666667,17.63,59.0,4.66666666666667,11.5
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,30.6
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,3.196
5,100.561774,734.16,155.8,5761.2858,82.98,6.4444,88.205316,2.8,23.0
3,92.8822733333333,697.9,162.0,7901.66666666667,63.6333333333333,29.5666666666667,64.3333333333333,4.0,1.4
3,20.6991795333333,704.9,116.666666666667,2299.33333333333,24.5666666666667,23.1333333333333,140.666666666667,2.66666666666667,12.0
2,95.7415,706.0,134.5,6300.5,67.55,12.645,26.5,4.0,1.17
4,72.77084232,675.85,178.25,4519.75,41.6125,13.025,71.75,2.75,32.8
4,99.67475,734.725,163.25,6198.5,108.8,13.5075,55.05125,4.75,10.1
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,50.0
2,87.46,812.6,146.5,7549.5,134.95,20.7,69.76,6.0,6.3
2,121.209,713.5,139.5,6775.0,111.05,10.38,42.5,4.5,2.7
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,75.6
6,80.79362,717.75,174.5,4106.5715,60.3866666666667,7.927,108.00443,2.33333333333333,57.9
2,73.930706,675.15,178.5,7717.5,65.4,18.85,83.0,4.5,0.88
2,163.8452,705.55,144.0,8545.0,100.75,8.95,37.5,4.5,7.3
5,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,85.0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,57.7
6,110.790066666667,811.866666666667,160.833333333333,6482.5715,53.3033333333333,6.15366666666667,110.221096666667,2.33333333333333,133.0
