year,title,authors,journal,volume,issue,pages,doi,type,cited_by,open_access,openalex_id,reason
1991,Stress corrosion cracking of [110] and [100] tilt boundaries of α-Cu-Al alloy,Masato Yamashita; T. Mimaki; Satoshi Hashimoto; Seiji Miura,"Philosophical magazine. A/Philosophical magazine. A. Physics of condensed matter. Structure, defects and mechanical properties",63,4,707-726,10.1080/01418619108213909,article,34,,W2058058683,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1990,EFFECT OF INTERFACIAL STRUCTURE AND ENERGY ON CORROSION AND STRESS-CORROSION-CRACKING IN α Cu-Al ALLOY BICRYSTALS,Masato Yamashita; T. Mimaki; Satoshi Hashimoto; Seiji Miura,Le Journal de Physique Colloques,51,C1,C1-715,10.1051/jphyscol:19901114,article,1,https://hal.science/jpa-00230022,W2016466669,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1990,EFFECTS OF A BOUNDARY NODE ON GRAIN-BOUNDARY SLIDING AND INTERGRANULAR FRACTURE IN Cu-9at.%Al TRICRYSTALS,Seiji Miura; Tatsuya Okada; Susumu Onaka; Satoshi Hashimoto,Le Journal de Physique Colloques,51,C1,C1-587,10.1051/jphyscol:1990192,article,0,https://hal.science/jpa-00230361,W2081969318,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1990,FORMATION OF THE (γ/α) - INTERPHASE BOUNDARIES IN FeCrNi ALLOYS BY A DIFFUSION BONDING METHOD,Shinichi Hashimoto; Susumu Katō; T. Mimaki; Seiji Miura,Le Journal de Physique Colloques,51,C1,C1-831,10.1051/jphyscol:19901130,article,1,https://hal.science/jpa-00230040,W1992933695,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1990,Shape memory characteristics in powder metallurgy TiNi alloys,Hiroki Kato; Takashi Koyari; Seiji Miura; Kazuo Isonishi; Masaharu Tokizane,Scripta Metallurgica et Materialia,24,12,2335-2340,10.1016/0956-716x(90)90089-y,article,11,,W2046064456,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1990,Sliding and migration of a ?19 [0001] symmetrical tilt boundary in a zinc bicrystal,Hideo Ando; J. Sugita; Susumu Onaka; Seiji Miura,Journal of Materials Science Letters,9,3,314-315,10.1007/bf00725835,article,7,,W2052229598,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1990,"Stress corrosion cracking of copper bicrystals with 〈110〉-Tilt ∑3, ∑9, and ∑11 coincident site lattice boundaries",T. Mimaki; Yoshiyuki Nakazawa; Satoshi Hashimoto; Seiji Miura,Metallurgical Transactions A,21,9,2355-2361,10.1007/bf02646982,article,8,,W1998685296,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1990,Stress-corrosion-cracking of (100)-twist boundaries in Cu-9at.%Al alloy,Masato Yamashita; Masato Yoshioka; T. Mimaki; Satoshi Hashimoto; Seiji Miura,Acta Metallurgica et Materialia,38,9,1619-1623,10.1016/0956-7151(90)90003-y,article,10,,W2048487772,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1989,Stress corrosion cracking and grain boundaries in copper based alloys.,Takuro Mimaki; Masato Yamashita; Satoshi Hashimoto; Seiji Miura,Bulletin of the Japan Institute of Metals,28,11,881-889,10.2320/materia1962.28.881,article,0,https://www.jstage.jst.go.jp/article/materia1962/28/11/28_11_881/_pdf,W2269103563,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1989,"Unstable phenomenon in flow through a pipe system with a cross pipe. (3rd Report, Investigation of flow stabilizing structure of a pipe for the unstable discharge phenomenon).",Arahiko OHKI; Seiji Miura; Yasuhiro Masuhara; Wataru Sagawa; Yuichiro Yoshimoto,TRANSACTIONS OF THE JAPAN SOCIETY OF MECHANICAL ENGINEERS Series B,55,518,3040-3043,10.1299/kikaib.55.3040,article,3,https://www.jstage.jst.go.jp/article/kikaib1979/55/518/55_518_3040/_pdf,W373394428,研究分野が異なる（同姓同名の別人）
1988,EFFECT OF GRAIN-BOUNDARY STRUCTURE ON STRESS CORROSION CRACKING IN αCu-Al ALLOY BICRYSTALS,T. Mimaki; Masato Yamashita; Satoshi Hashimoto; Seiji Miura,Le Journal de Physique Colloques,49,C5,C5-693,10.1051/jphyscol:1988591,article,2,https://hal.science/jpa-00228088,W2145121051,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1988,EFFECT OF THE TRIPLE JUNCTION ON GRAIN-BOUNDARY SLIDING IN ALUMINUM TRICRYSTALS,Seiji Miura; Satoshi Hashimoto; Tatsuya Fujii,Le Journal de Physique Colloques,49,C5,C5-599,10.1051/jphyscol:1988575,article,5,https://hal.science/jpa-00228072,W2016171459,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1987,Grain-boundary sliding and triple-point fold in aluminum tricrystals,Satoshi Hashimoto; Tatsuya Fujii; Seiji Miura,Scripta Metallurgica,21,2,169-174,10.1016/0036-9748(87)90429-7,article,23,,W2092636943,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1986,Dynamic Strain Aging and the Bauschinger Effect During Cyclic Deformation in Polycrystalline Silver and Copper Base Solid Solutional Alloys,"HASHIMOTO, Satoshi; Seiji Miura",Institutional Repositories DataBase (IRDB),48,1,30-59,,article,0,http://hdl.handle.net/2433/281311,W2473725395,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1986,Variations of organochlorine residues with age and sex in Antarctic minke whale,Shinsuke Tanabe; Seiji Miura; Ryo Tatsukawa,Institutional Repositories DataBase (IRDB),44,44,174-181,,article,38,https://nipr.repo.nii.ac.jp/record/2046/files/KJ00000012599.pdf,W1481884965,研究分野が異なる（同姓同名の別人）
1985,On the aging effect during deformation of Au-47.5 at %Cd martensite,Seiji Miura; Satoshi Hashimoto; Norihiko Nakanishi,Scripta Metallurgica,19,3,353-355,10.1016/0036-9748(85)90329-1,article,2,,W2089952999,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1983,Sample preparation method and its effect on static and cyclic deformation — strength properties of sand,Seiji Miura; Shosuke Toki,International Journal of Rock Mechanics and Mining Sciences & Geomechanics Abstracts,20,1,A6-A6,10.1016/0148-9062(83)91658-3,article,14,,W326574861,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1981,"Radical Force Fluctuations on Pump-Turbine Runner : 1st Report, Experiments on General Characteristics of Radial Force Fluctuations and Effects of Tolerances in Manufacturing",Yuzo Yamaguchi; Seiji Miura,TRANSACTIONS OF THE JAPAN SOCIETY OF MECHANICAL ENGINEERS Series B,47,413,86-94,10.1299/kikaib.47.86,article,0,https://www.jstage.jst.go.jp/article/kikaib1979/47/413/47_413_86/_pdf,W58482644,研究分野が異なる（同姓同名の別人）
1980,Effect of orientation on work softening in aluminum single crystals,Seiji Miura; Kazuo Hamashima,Journal of Materials Science,15,10,2550-2558,10.1007/bf00550759,article,16,,W2064124562,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1980,Plastic deformation of aluminium bicrystals having ∑7 and ∑21 coincidence tilt boundaries,Seiji Miura; Kazuo Hamashima; K.T. Aust,Acta Metallurgica,28,11,1591-1602,10.1016/0001-6160(80)90061-9,article,37,,W2092408776,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1979,Pseudoelastic behaviour associated with thermoelastic martensitic transformation in an Au52.5xAgxCd47.5pseudobinary alloy,Seiji Miura; F.L. Horn; Norihiko Nakanishi,"Philosophical magazine. A/Philosophical magazine. A. Physics of condensed matter. Structure, defects and mechanical properties",40,5,611-624,10.1080/01418617908234862,article,12,,W2022961179,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1978,Effect of cooling rates on stress-strain behavior in Au-47.5 at.%Cd alloy,Seiji Miura; Fuminobu Hori; Norihiko Nakanishi,Scripta Metallurgica,12,3,265-269,10.1016/0036-9748(78)90110-2,article,4,,W1998634298,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1978,Effect of grain boundaries on anneal hardening in Cu-Al alloy,Seiji Miura; Tetsuya Tajima,Metal Science,12,4,183-191,10.1179/msc.1978.12.4.183,article,10,,W2005953498,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1978,Plastic deformation of aluminum bicrystals 〈100〉 oriented,Seiji Miura; Yoshitaka Saeki,Acta Metallurgica,26,1,93-101,10.1016/0001-6160(78)90204-3,article,49,,W2009404740,三浦誠司教授の研究活動開始（1987年頃）以前
1978,Temperature dependence of the elastic constants above the martensitic transition temperature in Cu-15.0 at% Sn alloy,Norihiko Nakanishi; M. Takano; Makoto Hashimoto; Hiroshi Morimoto; Seiji Miura,Scripta Metallurgica,12,3,271-275,10.1016/0036-9748(78)90111-4,article,10,,W2043914853,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1976,Decrease in dislocation density during reverse deformation in silver single crystals by etch-pit method,Satoshi Hashimoto; Seiji Miura; Teruaki Yagi,Scripta Metallurgica,10,9,823-827,10.1016/0036-9748(76)90303-3,article,6,,W2015215268,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1976,Dislocation etch pits in gold,Satoshi Hashimoto; Seiji Miura; Takahiro Kubo,Journal of Materials Science,11,8,1501-1508,10.1007/bf00540884,article,8,,W1984262621,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1976,Pseudoelastic behavior and its strain rate dependence in thermoelastic In-Tl martensite,Seiji Miura; Masato Ito; Norihiko Nakanishi,Scripta Metallurgica,10,1,87-92,10.1016/0036-9748(76)90334-3,article,22,,W2009242026,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1976,Study of superelasticity associated with the thermoelastic martensitic transformation in Au—Cd alloys,Seiji Miura; T. Mori; N. Nakanashi; Yūichiro Murakami; Sukeji Kachi,Philosophical magazine,34,3,337-349,10.1080/14786437608222027,article,23,,W2059049293,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1975,On two stage yielding in AuCdCu thermoelastic martensite,Seiji Miura; Masato Ito; Norihiko Nakanishi,Scripta Metallurgica,9,3,247-250,10.1016/0036-9748(75)90201-x,article,6,,W170709418,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1975,Pseudoelastic and shape memory phenomena related to stress-induced martensite in Cu-15.0 at .% Sn alloy,Seiji Miura; Shunsuke Maeda; Norihiko Nakanishi,Scripta Metallurgica,9,6,675-680,10.1016/0036-9748(75)90485-8,article,12,,W2069912210,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1975,Superelasticity and Shape Memory Effect in Cu-Sn Alloys,Seiji Miura; Yasuyuki MORITA; Norihiko Nakanishi,,,,389-405,10.1007/978-1-4684-2211-5_18,book-chapter,19,,W130050097,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1974,Pseudoelasticity in Au-Cu-Zn thermoelastic martensite,Seiji Miura; Shunsuke Maeda; Norihiko Nakanishi,Philosophical magazine,30,3,565-581,10.1080/14786439808206582,article,70,,W4249877929,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1974,Superelasticity in thermoelastic Au--Cd alloy,Seiji Miura; T. Mori; Norihiko Nakanishi,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),,,,,article,0,,W2269058088,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1973,Ferroelastic and superelastic behavior in Ag-Cd alloys,Seiji Miura; T. Mori; Norihiko Nakanishi,Scripta Metallurgica,7,7,697-700,10.1016/0036-9748(73)90115-4,article,11,,W2095333456,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1973,Pseudoelasticity in Au-Cd thermoelastic martensite,Norihiko Nakanishi; T. Mori; Seiji Miura; Yūichiro Murakami; Sukeji Kachi,Philosophical magazine,28,2,277-292,10.1080/14786437308217452,article,147,,W2007548655,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1973,Variation of effective and internal stresses during cyclic straining in α-zirconium,Seiji Miura; Kazunori Umeda,Scripta Metallurgica,7,4,337-344,10.1016/0036-9748(73)90052-5,article,10,,W2072659483,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1972,Mechanical behaviour of molybdenum and tantalum under high pressures at elevated temperatures.,Mamoru Nishihara; Seiji Miura; Tôru Hirano,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),,,,,article,0,,W142452917,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1972,Portevin-Le chatelier effect and vacancies induced by cyclic stressing in α-brass,Seiji Miura; Satoshi Hashimoto,Scripta Metallurgica,6,8,667-671,10.1016/0036-9748(72)90123-8,article,1,,W2073675153,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1972,Portevin-Le chatelier effect in α -brass during cyclic straining,Seiji Miura; Satoshi Hashimoto,Scripta Metallurgica,6,8,673-676,10.1016/0036-9748(72)90124-x,article,1,,W1981671920,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
1971,17.プロパルスリンの生体内における消長 : 殺虫剤に関する研究 第8報,Michio NAKANISHI; Yasuyuki KATO; Tetsuya Furuta; Seiji Miura,Institutional Repositories DataBase (IRDB),36,3,116-121,,article,0,http://hdl.handle.net/2433/158687,W7144650890,研究分野が異なる（同姓同名の別人）
1971,Ferroelasticity and memory effect in the β-phase alloys,Norihiko Nakanishi; Yūichiro Murakami; Sukeji Kachi; T. Mori; Seiji Miura,Physics Letters A,37,1,61-62,10.1016/0375-9601(71)90332-x,article,26,,W2092705915,共著者ネットワークが別人（京都大の三浦精氏、日立の三浦誓士氏、北大地盤工学の三浦清一氏ほか）
