# Paper ref: Table (tab:gamma_prime) -- gamma' candidate ranking Top 10
# composite_score = 0.35*stability + 0.35*lattice + 0.30*bulk (Eq.(2), a_ref=3.57A)
rank,formula,lattice_a,energy_above_hull,formation_energy_per_atom,bulk_modulus,lattice_mismatch,stability_score,lattice_score,bulk_score,composite_score
207,Ta3Y,3.8404,0.1074,-0.335,222.57,0.2704,0.0,0.09866666666666668,0.7419,0.25710333333333335
208,Ir3Zr,3.8417,0.0374,-0.2097,126.81,0.27170000000000005,0.252,0.09433333333333316,0.4227,0.24802666666666662
209,Pd3Cu,4.1815,0.0789,-0.1535,247.04,0.6114999999999999,0.0,0,0.8234666666666667,0.24703999999999998
210,Cu3Mn,4.1111,0.0309,-0.2547,113.03,0.5411000000000006,0.382,0,0.3767666666666667,0.24673
211,Mn3Ta,3.8859,0.0839,-0.2961,246.16,0.31590000000000007,0.0,0,0.8205333333333333,0.24616
212,Zr3Sn,4.1653,0.0408,-0.2782,179.97,0.5953000000000004,0.18399999999999994,0,0.5999,0.24436999999999998
213,Mn3Be,4.1194,0.055,-0.2855,243.75,0.5493999999999999,0.0,0,0.8125,0.24375
214,Fe3V,3.8909,0.0583,-0.2754,243.49,0.32089999999999996,0.0,0,0.8116333333333333,0.24348999999999998
215,Au3Al,4.1312,0.0685,-0.5064,238.34,0.5611999999999999,0.0,0,0.7944666666666667,0.23834
216,Cu3Sn,3.9136,0.0654,-0.5482,234.88,0.34360000000000035,0.0,0,0.7829333333333334,0.23488
217,Ir3Mg,4.1403,0.047,0.0253,207.24,0.5703,0.06000000000000005,0,0.6908000000000001,0.22824000000000003
218,Fe3Al,4.1442,0.0339,-0.4539,111.99,0.5741999999999998,0.32200000000000006,0,0.37329999999999997,0.22469
219,Ti3Zr,3.9616,0.0533,0.039,223.84,0.39159999999999995,0.0,0,0.7461333333333333,0.22383999999999998
220,Ta3Ga,4.0713,0.0552,-0.548,222.7,0.5013000000000001,0.0,0,0.7423333333333333,0.22269999999999998
221,Rh3Ga,3.9966,0.0565,0.0446,222.61,0.4266000000000001,0.0,0,0.7420333333333334,0.22261000000000003
222,Pt3Mg,3.7994,0.0923,-0.1374,140.19,0.22940000000000005,0.0,0.23533333333333317,0.4673,0.22255666666666657
223,Au3Ta,3.9679,0.074,-0.5799,222.19,0.39790000000000036,0.0,0,0.7406333333333334,0.22219
224,Zr3Si,3.9169,0.1147,-0.0513,219.07,0.3469000000000002,0.0,0,0.7302333333333333,0.21907
225,Ru3Zr,3.9538,0.0539,-0.1327,217.11,0.38380000000000036,0.0,0,0.7237,0.21711
226,Fe3Mg,4.138,0.1167,-0.173,215.07,0.5680000000000001,0.0,0,0.7169,0.21506999999999998
227,V3Mn,3.8193,0.0526,-0.1731,154.58,0.2493000000000003,0.0,0.16899999999999893,0.5152666666666668,0.21372999999999964
228,Pt3Ta,4.0834,0.0529,-0.5125,211.58,0.5134000000000003,0.0,0,0.7052666666666667,0.21158000000000002
229,Ru3Cu,4.0028,0.0389,0.0472,131.03,0.43279999999999985,0.2220000000000001,0,0.4367666666666667,0.20873000000000003
230,Ru3Ge,3.8106,0.0891,-0.4525,132.74,0.24060000000000015,0.0,0.1979999999999995,0.4424666666666667,0.20203999999999983
231,Fe3Be,4.1242,0.0478,0.0847,185.79,0.5542000000000002,0.04400000000000004,0,0.6193,0.20119
232,Ta3V,3.8795,0.1133,-0.2055,199.26,0.30950000000000033,0.0,0,0.6642,0.19926
233,Mn3Ti,4.0028,0.0575,-0.4548,198.79,0.43279999999999985,0.0,0,0.6626333333333333,0.19879
234,Fe3Sn,4.1817,0.0866,-0.0873,188.47,0.6117000000000004,0.0,0,0.6282333333333333,0.18847
235,Mn3Sc,3.8681,0.1129,-0.2428,184.46,0.29810000000000025,0.0,0.006333333333332414,0.6148666666666667,0.18667666666666632
236,Nb3Fe,3.935,0.1016,-0.2432,185.89,0.3650000000000002,0.0,0,0.6196333333333333,0.18588999999999997
237,Au3Y,4.1911,0.0709,-0.0491,183.13,0.6210999999999998,0.0,0,0.6104333333333333,0.18313
238,W3Mn,4.1468,0.0545,0.0317,182.51,0.5768,0.0,0,0.6083666666666666,0.18250999999999998
239,Co3Ge,3.9475,0.0576,-0.4037,181.45,0.37749999999999995,0.0,0,0.6048333333333333,0.18145
240,Ru3Be,4.1708,0.0437,-0.1274,136.95,0.6008,0.126,0,0.45649999999999996,0.18105
241,Cr3Nb,3.9228,0.0716,-0.3566,179.33,0.3528000000000002,0.0,0,0.5977666666666667,0.17933
242,Ta3Sb,4.1938,0.0866,-0.1739,178.49,0.6238000000000006,0.0,0,0.5949666666666666,0.17848999999999998
243,W3Ge,3.8743,0.0671,-0.0115,176.33,0.3043,0.0,0,0.5877666666666667,0.17633
244,Ni3Mn,4.094,0.0533,-0.0021,165.78,0.5240000000000005,0.0,0,0.5526,0.16577999999999998
245,Mn3Hf,4.0699,0.0422,-0.4887,103.85,0.4998999999999998,0.15600000000000003,0,0.3461666666666666,0.15844999999999998
246,Ag3Nb,3.995,0.0701,-0.1134,157.63,0.42500000000000027,0.0,0,0.5254333333333333,0.15763
247,Cr3Hf,3.902,0.0585,-0.5138,144.51,0.3320000000000003,0.0,0,0.48169999999999996,0.14450999999999997
248,V3Si,4.0609,0.0722,-0.2854,143.26,0.49090000000000034,0.0,0,0.4775333333333333,0.14326
249,Au3Hf,3.94,0.0653,-0.3121,139.1,0.3700000000000001,0.0,0,0.46366666666666667,0.1391
250,Ti3Sb,3.9864,0.0521,-0.5877,138.93,0.4164000000000003,0.0,0,0.4631,0.13893
251,Co3Sb,3.857,0.0527,-0.2382,122.12,0.28700000000000037,0.0,0.043333333333332114,0.4070666666666667,0.13728666666666625
252,Ta3Al,3.9895,0.0469,-0.552,113.52,0.4195000000000002,0.062000000000000055,0,0.3784,0.13522
253,Co3Si,4.197,0.1114,-0.3186,133.88,0.6270000000000002,0.0,0,0.44626666666666664,0.13388
254,W3Si,3.9816,0.092,-0.2054,125.36,0.41159999999999997,0.0,0,0.41786666666666666,0.12536
255,Au3Mg,3.877,0.0919,0.0183,123.34,0.30699999999999994,0.0,0,0.41113333333333335,0.12334
256,Pd3Be,4.0824,0.0539,-0.1398,122.29,0.5124,0.0,0,0.40763333333333335,0.12229
257,Cu3Fe,4.09,0.0483,-0.0375,101.83,0.52,0.03400000000000003,0,0.3394333333333333,0.11373
258,Zr3Ge,3.9124,0.0596,-0.2236,111.85,0.34240000000000004,0.0,0,0.3728333333333333,0.11184999999999999
259,Ir3Zn,3.9314,0.0791,-0.3211,110.08,0.36140000000000017,0.0,0,0.36693333333333333,0.11008
