directory,composition,structure_type,element_A,element_B,a_DFT,a_calc,error,rel_error_pct
Pd1Zn1,Pd1Zn1,B2,Pd,Zn,3.07367,3.132399046278663,0.058729046278663155,1.910714106545698
Pd1Zr1,Pd1Zr1,B2,Pd,Zr,3.35201,3.3250924229702825,-0.02691757702971742,-0.8030279453139287
Ru1Ag1,Ru1Ag1,B2,Ru,Ag,3.14856,3.1357999552608016,-0.012760044739198229,-0.4052660498513044
Ru1Al1,Ru1Al1,B2,Ru,Al,3.00537,3.0657615607459654,0.0603915607459653,2.0094551002360874
Ru1As1,Ru1As1,B2,Ru,As,3.08602,3.0979924227702096,0.011972422770209601,0.38795674591252166
Ru1B1,Ru1B1,B2,Ru,B,2.692,2.6772752798825783,-0.014724720117421874,-0.5469806878685688
Ru1Ca1,Ru1Ca1,B2,Ru,Ca,3.41819,3.560120994227929,0.14193099422792876,4.15222659442362
Ru1Cd1,Ru1Cd1,B2,Ru,Cd,3.23732,3.255859305811944,0.01853930581194385,0.5726744903791979
Ru1Ce1,Ru1Ce1,B2,Ru,Ce,3.44617,3.496649421440346,0.050479421440345895,1.4647977737704727
Ru1Co1,Ru1Co1,B2,Ru,Co,2.90323,2.8257236660137277,-0.07750633398627249,-2.6696587589089558
Ru1Cr1,Ru1Cr1,B2,Ru,Cr,2.95006,2.945767747271196,-0.004292252728804069,-0.14549713323810598
Ru1Cu1,Ru1Cu1,B2,Ru,Cu,2.95634,2.9325209941778025,-0.023819005822197425,-0.8056923703700327
Ru1Fe1,Ru1Fe1,B2,Ru,Fe,2.9081,2.855293981136081,-0.052806018863919224,-1.8158254139788599
Ru1Ga1,Ru1Ga1,B2,Ru,Ga,3.02351,3.086333072120865,0.06282307212086513,2.077819227350501
Ru1Gd1,Ru1Gd1,B2,Ru,Gd,4.0,3.5965355891498114,-0.4034644108501886,-10.086610271254715
Ru1Ge1,Ru1Ge1,B2,Ru,Ge,3.04561,3.1001798253676136,0.05456982536761368,1.791753552411953
Ru1Hf1,Ru1Hf1,B2,Ru,Hf,3.23637,3.2046978773156662,-0.031672122684333726,-0.9786310800166151
Ru1In1,Ru1In1,B2,Ru,In,3.23099,3.3056889164016283,0.07469891640162851,2.311951333852117
Ru1La1,Ru1La1,B2,Ru,La,3.56129,3.5938216435454486,0.032531643545448574,0.9134792040369802
Ru1Mg1,Ru1Mg1,B2,Ru,Mg,3.12885,3.2192283967961863,0.09037839679618642,2.8885500038731937
Ru1Mn1,Ru1Mn1,B2,Ru,Mn,2.92036,2.887076189012074,-0.0332838109879261,-1.139716027747473
Ru1Mo1,Ru1Mo1,B2,Ru,Mo,3.09976,3.0184274818032018,-0.0813325181967981,-2.6238327546906244
Ru1Na1,Ru1Na1,B2,Ru,Na,3.25857,3.4219938513744586,0.16342385137445836,5.015201495578071
Ru1Nb1,Ru1Nb1,B2,Ru,Nb,3.17778,3.0916582668479204,-0.08612173315207938,-2.7101225746300686
Ru1Ni1,Ru1Ni1,B2,Ru,Ni,2.91274,2.8487909944268934,-0.06394900557310645,-2.1954930949245886
Ru1Pd1,Ru1Pd1,B2,Ru,Pd,3.08547,3.0165311240689126,-0.06893887593108738,-2.234307121154553
Ru1Ru1,Ru2,B2,Ru,Ru,3.04603,2.9248273577033186,-0.12120264229668143,-3.9790363948050884
Ru1Sb1,Ru1Sb1,B2,Ru,Sb,3.2744,3.317712812330947,0.04331281233094719,1.322770960510237
Ru1Sc1,Ru1Sc1,B2,Ru,Sc,3.21616,3.252316968146858,0.03615696814685787,1.1242279036757459
Ru1Se1,Ru1Se1,B2,Ru,Se,3.13565,3.1389095656245076,0.0032595656245075766,0.10395183214030829
Ru1Si1,Ru1Si1,B2,Ru,Si,2.93096,2.997399046268731,0.06643904626873143,2.2668015349486663
Ru1Sn1,Ru1Sn1,B2,Ru,Sn,3.22567,3.317565279898145,0.09189527989814517,2.8488741842204925
Ru1Sr1,Ru1Sr1,B2,Ru,Sr,3.60423,3.772284405062537,0.168054405062537,4.662699246788829
Ru1Ta1,Ru1Ta1,B2,Ru,Ta,3.16155,3.081227747474495,-0.08032225252550518,-2.5405972553179668
Ru1Tc1,Ru1Tc1,B2,Ru,Tc,3.05937,2.9487602148755157,-0.11060978512448427,-3.615443216233547
Ru1Ti1,Ru1Ti1,B2,Ru,Ti,3.06965,3.058972422696231,-0.010677577303769059,-0.34784347739218013
Ru1V1,Ru1V1,B2,Ru,V,2.99329,2.9702955395276285,-0.022994460472371525,-0.7682002235791228
Ru1W1,Ru1W1,B2,Ru,W,3.10935,2.9985526824645543,-0.11079731753544575,-3.56335946533667
Ru1Y1,Ru1Y1,B2,Ru,Y,3.40469,3.4535212539390434,0.04883125393904342,1.4342349505841476
Ru1Zn1,Ru1Zn1,B2,Ru,Zn,3.01998,3.0406952799130686,0.020715279913068763,0.6859409636179301
Ru1Zr1,Ru1Zr1,B2,Ru,Zr,3.26521,3.233388656604688,-0.03182134339531206,-0.9745573300128341
Sb1Ag1,Sb1Ag1,B2,Sb,Ag,3.57367,3.52868540988843,-0.044984590111569744,-1.2587785137287368
Sb1Al1,Sb1Al1,B2,Sb,Al,3.56472,3.458647015373594,-0.10607298462640591,-2.975632998563868
Sb1As1,Sb1As1,B2,Sb,As,3.56034,3.4908778773978386,-0.06946212260216145,-1.950996887998378
Sb1B1,Sb1B1,B2,Sb,B,3.20481,3.070160734510207,-0.13464926548979328,-4.201474205640686
Sb1Ca1,Sb1Ca1,B2,Sb,Ca,3.8782,3.953006448855558,0.07480644885555776,1.9288961078736984
Sb1Cd1,Sb1Cd1,B2,Sb,Cd,3.71596,3.648744760439573,-0.06721523956042708,-1.808825702118082
Sb1Ce1,Sb1Ce1,B2,Sb,Ce,3.84892,3.8895348760679744,0.040614876067974315,1.0552278578919363
Sb1Co1,Sb1Co1,B2,Sb,Co,3.17915,3.2186091206413567,0.039459120641356815,1.2411846135399969
Sb1Cr1,Sb1Cr1,B2,Sb,Cr,3.23224,3.3386532018988246,0.10641320189882464,3.2922432090075193
Sb1Cu1,Sb1Cu1,B2,Sb,Cu,3.38532,3.325406448805431,-0.05991355119456898,-1.7698046623234727
Sb1Fe1,Sb1Fe1,B2,Sb,Fe,3.17629,3.24817943576371,0.0718894357637101,2.26331461433654
Sb1Ga1,Sb1Ga1,B2,Sb,Ga,3.62616,3.479218526748494,-0.14694147325150597,-4.052261159229211
Sb1Gd1,Sb1Gd1,B2,Sb,Gd,4.0,3.9894210437774404,-0.010578956222559555,-0.26447390556398886
Sb1Ge1,Sb1Ge1,B2,Sb,Ge,3.59186,3.4930652799952426,-0.09879472000475742,-2.7505170024655032
Sb1Hf1,Sb1Hf1,B2,Sb,Hf,3.53999,3.597583331943295,0.057593331943294857,1.6269348767452692
Sb1In1,Sb1In1,B2,Sb,In,3.82671,3.6985743710292573,-0.1281356289707425,-3.3484541282392053
Sb1La1,Sb1La1,B2,Sb,La,3.9664,3.9867070981730772,0.020307098173077076,0.5119780701159005
Sb1Mg1,Sb1Mg1,B2,Sb,Mg,3.64809,3.612113851423815,-0.03597614857618492,-0.9861639536355989
Sb1Mn1,Sb1Mn1,B2,Sb,Mn,3.16697,3.2799616436397026,0.11299164363970249,3.5678154084093783
Sb1Mo1,Sb1Mo1,B2,Sb,Mo,3.31563,3.4113129364308303,0.09568293643083026,2.8858146545552508
Sb1Na1,Sb1Na1,B2,Sb,Na,3.73752,3.8148793060020876,0.07735930600208762,2.0698031315441154
Sb1Nb1,Sb1Nb1,B2,Sb,Nb,3.42114,3.4845437214755495,0.06340372147554962,1.853292220591663
Sb1Ni1,Sb1Ni1,B2,Sb,Ni,3.26863,3.2416764490545225,-0.026953550945477467,-0.824613093114775
Sb1Pd1,Sb1Pd1,B2,Sb,Pd,3.41317,3.4094165786965416,-0.0037534213034584596,-0.10996877692756177
Sb1Ru1,Sb1Ru1,B2,Sb,Ru,3.2744,3.317712812330947,0.04331281233094719,1.322770960510237
Sb1Sb1,Sb2,B2,Sb,Sb,3.78277,3.710598266958576,-0.07217173304142399,-1.9079069846018655
Sb1Sc1,Sb1Sc1,B2,Sb,Sc,3.62703,3.6452024227744864,0.018172422774486385,0.5010276389907551
Sb1Se1,Sb1Se1,B2,Sb,Se,3.61554,3.5317950202521367,-0.08374497974786355,-2.316250954155217
Sb1Si1,Sb1Si1,B2,Sb,Si,3.46986,3.3902845008963602,-0.07957549910363992,-2.293334575563277
Sb1Sn1,Sb1Sn1,B2,Sb,Sn,3.80346,3.7104507345257742,-0.09300926547422561,-2.445385661324836
Sb1Sr1,Sb1Sr1,B2,Sb,Sr,4.06281,4.165169859690166,0.10235985969016603,2.519435063174651
Sb1Ta1,Sb1Ta1,B2,Sb,Ta,3.40741,3.4741132021021235,0.06670320210212344,1.9575924852636883
Sb1Tc1,Sb1Tc1,B2,Sb,Tc,3.26111,3.3416456695031442,0.08053566950314428,2.4695784411793618
Sb1Ti1,Sb1Ti1,B2,Sb,Ti,3.41637,3.4518578773238597,0.03548787732385961,1.0387597749617168
Sb1V1,Sb1V1,B2,Sb,V,3.28893,3.363180994155257,0.07425099415525693,2.257603359002987
Sb1W1,Sb1W1,B2,Sb,W,3.32234,3.391438137092183,0.06909813709218282,2.079803304062282
Sb1Y1,Sb1Y1,B2,Sb,Y,3.80128,3.8464067085666724,0.045126708566672225,1.1871450818322309
Sb1Zn1,Sb1Zn1,B2,Sb,Zn,3.53497,3.4335807345406972,-0.10138926545930271,-2.86817895086246
Sb1Zr1,Sb1Zr1,B2,Sb,Zr,3.5639,3.626274111232317,0.062374111232317286,1.7501644611890705
Sc1Ag1,Sc1Ag1,B2,Sc,Ag,3.4373,3.4632895657043408,0.025989565704340745,0.7561040847275695
Sc1Al1,Sc1Al1,B2,Sc,Al,3.38168,3.3932511711895046,0.011571171189504792,0.3421722690942015
Sc1As1,Sc1As1,B2,Sc,As,3.39001,3.4254820332137492,0.03547203321374903,1.0463695745366246
Sc1B1,Sc1B1,B2,Sc,B,2.9669,3.0047648903261175,0.03786489032611762,1.276244238973933
Sc1Ca1,Sc1Ca1,B2,Sc,Ca,3.9732,3.8876106046714685,-0.08558939532853138,-2.1541678075236934
Sc1Cd1,Sc1Cd1,B2,Sc,Cd,3.53743,3.583348916255483,0.045918916255482944,1.2980869234298047
Sc1Ce1,Sc1Ce1,B2,Sc,Ce,3.80714,3.824139031883885,0.016999031883885074,0.4465039868217369
Sc1Co1,Sc1Co1,B2,Sc,Co,3.11921,3.1532132764572673,0.03400327645726753,1.0901246295461842
Sc1Cr1,Sc1Cr1,B2,Sc,Cr,3.31589,3.2732573577147352,-0.042632642285264755,-1.2857073752526398
Sc1Cu1,Sc1Cu1,B2,Sc,Cu,3.26359,3.2600106046213417,-0.0035793953786584787,-0.10967662539284892
Sc1Fe1,Sc1Fe1,B2,Sc,Fe,3.12463,3.1827835915796205,0.058153591579620745,1.8611352889660777
Sc1Ga1,Sc1Ga1,B2,Sc,Ga,3.3678,3.4138226825644047,0.04602268256440478,1.3665503463508755
Sc1Gd1,Sc1Gd1,B2,Sc,Gd,3.84748,3.924025199593351,0.07654519959335104,1.9894892135462965
Sc1Ge1,Sc1Ge1,B2,Sc,Ge,3.39693,3.4276694358111532,0.03073943581115346,0.904918141120172
Sc1Hf1,Sc1Hf1,B2,Sc,Hf,3.57598,3.5321874877592054,-0.0437925122407945,-1.2246296746848278
Sc1In1,Sc1In1,B2,Sc,In,3.58137,3.633178526845168,0.05180852684516779,1.446611962605589
Sc1La1,Sc1La1,B2,Sc,La,3.9596,3.921311253988988,-0.038288746011012176,-0.9669852008034189
Sc1Mg1,Sc1Mg1,B2,Sc,Mg,3.59574,3.5467180072397255,-0.049021992760274635,-1.3633353012251896
Sc1Mn1,Sc1Mn1,B2,Sc,Mn,3.23641,3.214565799455613,-0.021844200544386627,-0.6749515835257779
Sc1Mo1,Sc1Mo1,B2,Sc,Mo,3.30619,3.345917092246741,0.03972709224674098,1.201597374825433
Sc1Na1,Sc1Na1,B2,Sc,Na,3.8186,3.749483461817998,-0.06911653818200181,-1.809996809878013
Sc1Nb1,Sc1Nb1,B2,Sc,Nb,3.42971,3.41914787729146,-0.010562122708539956,-0.3079596440672814
Sc1Ni1,Sc1Ni1,B2,Sc,Ni,3.17812,3.1762806048704326,-0.0018393951295672117,-0.05787683062839703
Sc1Pd1,Sc1Pd1,B2,Sc,Pd,3.32543,3.344020734512452,0.0185907345124523,0.5590475370839951
Sc1Ru1,Sc1Ru1,B2,Sc,Ru,3.21616,3.252316968146858,0.03615696814685787,1.1242279036757459
Sc1Sb1,Sc1Sb1,B2,Sc,Sb,3.62703,3.6452024227744864,0.018172422774486385,0.5010276389907551
Sc1Sc1,Sc2,B2,Sc,Sc,3.67707,3.579806578590397,-0.09726342140960309,-2.6451337997264965
Sc1Se1,Sc1Se1,B2,Sc,Se,3.39638,3.466399176068047,0.07001917606804664,2.061582510438957
Sc1Si1,Sc1Si1,B2,Sc,Si,3.32786,3.3248886567122704,-0.002971343287729411,-0.08928690773438219
Sc1Sn1,Sc1Sn1,B2,Sc,Sn,3.61918,3.6450548903416844,0.02587489034168433,0.7149379235540739
Sc1Sr1,Sc1Sr1,B2,Sc,Sr,4.14695,4.099774015506076,-0.047175984493924794,-1.1376067831520704
Sc1Ta1,Sc1Ta1,B2,Sc,Ta,3.42411,3.408717357918034,-0.015392642081966112,-0.4495370207722916
Sc1Tc1,Sc1Tc1,B2,Sc,Tc,3.24172,3.276249825319055,0.03452982531905491,1.0651698887952972
Sc1Ti1,Sc1Ti1,B2,Sc,Ti,3.4617,3.3864620331397703,-0.07523796686022965,-2.173439837658655
Sc1V1,Sc1V1,B2,Sc,V,3.30577,3.2977851499711677,-0.007984850028832202,-0.24154281843056843
Sc1W1,Sc1W1,B2,Sc,W,3.31087,3.3260422929080935,0.015172292908093521,0.4582569810380208
Sc1Y1,Sc1Y1,B2,Sc,Y,3.836,3.781010864382583,-0.05498913561741681,-1.4335019712569554
Sc1Zn1,Sc1Zn1,B2,Sc,Zn,3.351,3.368184890356608,0.017184890356607863,0.5128287184902376
Sc1Zr1,Sc1Zr1,B2,Sc,Zr,3.60025,3.5608782670482273,-0.03937173295177265,-1.093583305375256
Se1Ag1,Se1Ag1,B2,Se,Ag,3.42939,3.3498821631819906,-0.07950783681800955,-2.3184250498779533
Se1Al1,Se1Al1,B2,Se,Al,3.36187,3.2798437686671544,-0.0820262313328457,-2.439898964946464
Se1As1,Se1As1,B2,Se,As,3.39807,3.3120746306913995,-0.08599536930860063,-2.5307121191912065
Se1B1,Se1B1,B2,Se,B,3.00978,2.8913574878037673,-0.11842251219623279,-3.934590308801068
Se1Ca1,Se1Ca1,B2,Se,Ca,3.64701,3.7742032021491188,0.1271932021491189,3.4876022316670063
Se1Cd1,Se1Cd1,B2,Se,Cd,3.55646,3.4699415137331338,-0.0865184862668662,-2.4327136047324083
Se1Ce1,Se1Ce1,B2,Se,Ce,3.64208,3.710731629361535,0.0686516293615349,1.8849566555796387
Se1Co1,Se1Co1,B2,Se,Co,3.02768,3.0398058739349176,0.012125873934917486,0.40050051309641327
Se1Cr1,Se1Cr1,B2,Se,Cr,3.11651,3.1598499551923855,0.04333995519238565,1.390656702285109
Se1Cu1,Se1Cu1,B2,Se,Cu,3.22201,3.1466032020989916,-0.07540679790100846,-2.3403651106299628
Se1Fe1,Se1Fe1,B2,Se,Fe,3.04653,3.069376189057271,0.02284618905727065,0.7499085535763852
Se1Ga1,Se1Ga1,B2,Se,Ga,3.44408,3.3004152800420545,-0.1436647199579455,-4.171352580600494
Se1Gd1,Se1Gd1,B2,Se,Gd,3.59062,3.810617797071001,0.21999779707100098,6.1270141945123955
Se1Ge1,Se1Ge1,B2,Se,Ge,3.49402,3.314262033288803,-0.17975796671119681,-5.1447320482194385
Se1Hf1,Se1Hf1,B2,Se,Hf,3.32257,3.4187800852368553,0.09621008523685548,2.8956526194137515
Se1In1,Se1In1,B2,Se,In,3.63338,3.519771124322818,-0.11360887567718203,-3.126809628422627
Se1La1,Se1La1,B2,Se,La,3.71349,3.807903851466638,0.09441385146663794,2.542456057957284
Se1Mg1,Se1Mg1,B2,Se,Mg,3.45079,3.4333106047173754,-0.017479395282624655,-0.50653314987654
Se1Mn1,Se1Mn1,B2,Se,Mn,3.154,3.101158396933263,-0.05284160306673691,-1.675383737055704
Se1Mo1,Se1Mo1,B2,Se,Mo,3.1467,3.232509689724391,0.08580968972439074,2.7269739639746637
Se1Na1,Se1Na1,B2,Se,Na,3.56375,3.6360760592956485,0.07232605929564828,2.029493070379468
Se1Nb1,Se1Nb1,B2,Se,Nb,3.24424,3.3057404747691104,0.06150047476911036,1.895682032436267
Se1Ni1,Se1Ni1,B2,Se,Ni,3.07723,3.0628732023480834,-0.014356797651916775,-0.4665493853861029
Se1Pd1,Se1Pd1,B2,Se,Pd,3.23915,3.230613331990102,-0.00853666800989794,-0.2635465480109887
Se1Ru1,Se1Ru1,B2,Se,Ru,3.13565,3.1389095656245076,0.0032595656245075766,0.10395183214030829
Se1Sb1,Se1Sb1,B2,Se,Sb,3.61554,3.5317950202521367,-0.08374497974786355,-2.316250954155217
Se1Sc1,Se1Sc1,B2,Se,Sc,3.39638,3.466399176068047,0.07001917606804664,2.061582510438957
Se1Se1,Se2,B2,Se,Se,3.46037,3.3529917735456976,-0.10737822645430262,-3.1030851167448166
Se1Si1,Se1Si1,B2,Se,Si,3.29124,3.211481254189921,-0.07975874581007902,-2.4233646227585655
Se1Sn1,Se1Sn1,B2,Se,Sn,3.67375,3.5316474878193347,-0.14210251218066539,-3.868050688823828
Se1Sr1,Se1Sr1,B2,Se,Sr,3.82359,3.986366612983726,0.16277661298372603,4.257167033696763
Se1Ta1,Se1Ta1,B2,Se,Ta,3.22372,3.295309955395684,0.0715899553956838,2.220724982184675
Se1Tc1,Se1Tc1,B2,Se,Tc,3.10973,3.162842422796705,0.05311242279670525,1.7079432232607092
Se1Ti1,Se1Ti1,B2,Se,Ti,3.19896,3.2730546306174206,0.07409463061742061,2.316209975036281
Se1V1,Se1V1,B2,Se,V,3.10803,3.184377747448818,0.07634774744881812,2.4564675195805097
Se1W1,Se1W1,B2,Se,W,3.14746,3.2126348903857433,0.0651748903857432,2.0707138577056803
Se1Y1,Se1Y1,B2,Se,Y,3.55286,3.667603461860233,0.11474346186023299,3.2296083116203
Se1Zn1,Se1Zn1,B2,Se,Zn,3.35513,3.2547774878342577,-0.10035251216574226,-2.9910171041283724
Se1Zr1,Se1Zr1,B2,Se,Zr,3.36226,3.4474708645258776,0.08521086452587756,2.5343329940539268
Si1Ag1,Si1Ag1,B2,Si,Ag,3.26243,3.2083716438262138,-0.054058356173786404,-1.6569966611938463
Si1Al1,Si1Al1,B2,Si,Al,3.15757,3.1383332493113776,-0.019236750688622628,-0.6092264205899671
Si1As1,Si1As1,B2,Si,As,3.22319,3.170564111335623,-0.05262588866437712,-1.63272685334644
Si1B1,Si1B1,B2,Si,B,2.71288,2.749846968447991,0.036966968447990745,1.3626466503491028
Si1Ca1,Si1Ca1,B2,Si,Ca,3.61689,3.6326926827933423,0.015802682793342182,0.4369135581491885
Si1Cd1,Si1Cd1,B2,Si,Cd,3.42942,3.3284309943773573,-0.10098900562264257,-2.9447838299958176
Si1Ce1,Si1Ce1,B2,Si,Ce,3.56361,3.569221110005758,0.005611110005757869,0.15745578235996277
Si1Co1,Si1Co1,B2,Si,Co,2.78079,2.8982953545791412,0.11750535457914113,4.2256105128089905
Si1Cr1,Si1Cr1,B2,Si,Cr,2.87242,3.0183394358366082,0.14591943583660827,5.080017401236876
Si1Cu1,Si1Cu1,B2,Si,Cu,3.0011,3.005092682743215,0.00399268274321507,0.13304064320466064
Si1Fe1,Si1Fe1,B2,Si,Fe,2.76212,2.9278656697014944,0.1657456697014945,6.000668678460549
Si1Ga1,Si1Ga1,B2,Si,Ga,3.24419,3.158904760686278,-0.085285239313722,-2.6288608038900927
Si1Gd1,Si1Gd1,B2,Si,Gd,4.0,3.669107277715224,-0.33089272228477595,-8.2723180571194
Si1Ge1,Si1Ge1,B2,Si,Ge,3.25553,3.1727515139330267,-0.08277848606697313,-2.5427038321555364
Si1Hf1,Si1Hf1,B2,Si,Hf,3.2843,3.2772695658810784,-0.007030434118921569,-0.2140618737302186
Si1In1,Si1In1,B2,Si,In,3.49806,3.378260604967041,-0.11979939503295922,-3.424738141511558
Si1La1,Si1La1,B2,Si,La,3.71886,3.6663933321108613,-0.05246666788913856,-1.4108266481969896
Si1Mg1,Si1Mg1,B2,Si,Mg,3.30237,3.2918000853615985,-0.01056991463840129,-0.3200705747206185
Si1Mn1,Si1Mn1,B2,Si,Mn,2.79889,2.9596478775774866,0.1607578775774865,5.743629709545087
Si1Mo1,Si1Mo1,B2,Si,Mo,3.03797,3.090999170368614,0.053029170368613876,1.745546215683956
Si1Na1,Si1Na1,B2,Si,Na,3.43619,3.494565539939872,0.05837553993987221,1.698844939886101
Si1Nb1,Si1Nb1,B2,Si,Nb,3.16513,3.164229955413334,-0.0009000445866660378,-0.028436259700740187
Si1Ni1,Si1Ni1,B2,Si,Ni,2.84308,2.9213626829923065,0.07828268299230645,2.753446367752805
Si1Pd1,Si1Pd1,B2,Si,Pd,3.05098,3.0891028126343256,0.0381228126343256,1.2495267957943217
Si1Ru1,Si1Ru1,B2,Si,Ru,2.93096,2.997399046268731,0.06643904626873143,2.2668015349486663
Si1Sb1,Si1Sb1,B2,Si,Sb,3.46986,3.3902845008963602,-0.07957549910363992,-2.293334575563277
Si1Sc1,Si1Sc1,B2,Si,Sc,3.32786,3.3248886567122704,-0.002971343287729411,-0.08928690773438219
Si1Se1,Si1Se1,B2,Si,Se,3.29124,3.211481254189921,-0.07975874581007902,-2.4233646227585655
Si1Si1,Si2,B2,Si,Si,3.09425,3.0699707348341443,-0.02427926516585588,-0.7846575152575221
Si1Sn1,Si1Sn1,B2,Si,Sn,3.4973,3.3901369684635574,-0.10716303153644269,-3.064164685226966
Si1Sr1,Si1Sr1,B2,Si,Sr,3.83199,3.844856093627949,0.012866093627949216,0.33575488526716446
Si1Ta1,Si1Ta1,B2,Si,Ta,3.14936,3.1537994360399075,0.004439436039907374,0.1409631175828541
Si1Tc1,Si1Tc1,B2,Si,Tc,2.96599,3.0213319034409287,0.0553419034409286,1.8658830084028806
Si1Ti1,Si1Ti1,B2,Si,Ti,3.10839,3.1315441112616442,0.02315411126164424,0.7448908039738977
Si1V1,Si1V1,B2,Si,V,2.96959,3.042867228093041,0.07327722809304094,2.4675873805151864
Si1W1,Si1W1,B2,Si,W,3.04997,3.0711243710299665,0.021154371029966423,0.6935927576325807
Si1Y1,Si1Y1,B2,Si,Y,3.53742,3.5260929425044556,-0.011327057495544413,-0.3202067465990584
Si1Zn1,Si1Zn1,B2,Si,Zn,3.17596,3.113266968478481,-0.06269303152151906,-1.973986810964844
Si1Zr1,Si1Zr1,B2,Si,Zr,3.32358,3.305960345170101,-0.017619654829899023,-0.5301408369859917
Sn1Ag1,Sn1Ag1,B2,Sn,Ag,3.56458,3.5285378774556277,-0.03604212254437211,-1.011118351793819
Sn1Al1,Sn1Al1,B2,Sn,Al,3.56723,3.4584994829407916,-0.10873051705920833,-3.0480377508377186
Sn1As1,Sn1As1,B2,Sn,As,3.57909,3.4907303449650366,-0.08835965503496324,-2.4687743262942043
Sn1B1,Sn1B1,B2,Sn,B,3.18381,3.070013202077405,-0.1137967979225949,-3.57423332179354
Sn1Ca1,Sn1Ca1,B2,Sn,Ca,3.89365,3.952858916422756,0.05920891642275583,1.5206532796413603
Sn1Cd1,Sn1Cd1,B2,Sn,Cd,3.72174,3.648597228006771,-0.07314277199322916,-1.965284302321741
Sn1Ce1,Sn1Ce1,B2,Sn,Ce,3.8598,3.889387343635172,0.029587343635172125,0.7665512108184913
Sn1Co1,Sn1Co1,B2,Sn,Co,3.14046,3.2184615882085548,0.07800158820855474,2.4837631496199517
Sn1Cr1,Sn1Cr1,B2,Sn,Cr,3.2442,3.3385056694660222,0.09430566946602204,2.9069006061901863
Sn1Cu1,Sn1Cu1,B2,Sn,Cu,3.35698,3.325258916372629,-0.031721083627370916,-0.9449291812096263
Sn1Fe1,Sn1Fe1,B2,Sn,Fe,3.12805,3.248031903330908,0.11998190333090797,3.83567728555835
Sn1Ga1,Sn1Ga1,B2,Sn,Ga,3.61648,3.479070994315692,-0.13740900568430803,-3.7995234505460567
Sn1Gd1,Sn1Gd1,B2,Sn,Gd,3.82262,3.989273511344638,0.1666535113446379,4.359667226787855
Sn1Ge1,Sn1Ge1,B2,Sn,Ge,3.61491,3.4929177475624407,-0.1219922524375594,-3.374696809534937
Sn1Hf1,Sn1Hf1,B2,Sn,Hf,3.54157,3.5974357995104924,0.05586579951049231,1.5774303348653933
Sn1In1,Sn1In1,B2,Sn,In,3.8145,3.698426838596455,-0.11607316140354484,-3.0429456391019754
Sn1La1,Sn1La1,B2,Sn,La,3.96927,3.986559565740275,0.01728956574027496,0.4355855293359978
Sn1Mg1,Sn1Mg1,B2,Sn,Mg,3.64136,3.6119663189910125,-0.02939368100898765,-0.8072171114360472
Sn1Mn1,Sn1Mn1,B2,Sn,Mn,3.33734,3.2798141112069006,-0.05752588879309961,-1.7237047706586566
Sn1Mo1,Sn1Mo1,B2,Sn,Mo,3.31249,3.411165403998028,0.09867540399802799,2.97888911356798
Sn1Na1,Sn1Na1,B2,Sn,Na,3.75685,3.8147317735692856,0.05788177356928559,1.5406996172135057
Sn1Nb1,Sn1Nb1,B2,Sn,Nb,3.42215,3.4843961890427475,0.0622461890427477,1.818920533662981
Sn1Ni1,Sn1Ni1,B2,Sn,Ni,3.20815,3.2415289166217196,0.03337891662171977,1.0404412705677655
Sn1Pd1,Sn1Pd1,B2,Sn,Pd,3.36858,3.4092690462637396,0.04068904626373948,1.2078990632177202
Sn1Ru1,Sn1Ru1,B2,Sn,Ru,3.22567,3.317565279898145,0.09189527989814517,2.8488741842204925
Sn1Sb1,Sn1Sb1,B2,Sn,Sb,3.80346,3.7104507345257742,-0.09300926547422561,-2.445385661324836
Sn1Sc1,Sn1Sc1,B2,Sn,Sc,3.61918,3.6450548903416844,0.02587489034168433,0.7149379235540739
Sn1Se1,Sn1Se1,B2,Sn,Se,3.67381,3.5316474878193347,-0.14216251218066533,-3.8696206984211305
Sn1Si1,Sn1Si1,B2,Sn,Si,3.4973,3.3901369684635574,-0.10716303153644269,-3.064164685226966
Sn1Sn1,Sn2,B2,Sn,Sn,3.80762,3.7103032020929714,-0.09731679790702863,-2.555843227712551
Sn1Sr1,Sn1Sr1,B2,Sn,Sr,4.08794,4.165022327257363,0.0770823272573633,1.8856031951878773
Sn1Ta1,Sn1Ta1,B2,Sn,Ta,3.40887,3.4739656696693215,0.06509566966932168,1.9095967188341496
Sn1Tc1,Sn1Tc1,B2,Sn,Tc,3.2558,3.3414981370703423,0.08569813707034246,2.6321683478820095
Sn1Ti1,Sn1Ti1,B2,Sn,Ti,3.41923,3.4517103448910578,0.032480344891057555,0.9499315603529904
Sn1V1,Sn1V1,B2,Sn,V,3.28055,3.3630334617224547,0.0824834617224548,2.514318078445834
Sn1W1,Sn1W1,B2,Sn,W,3.32109,3.3912906046593805,0.0702006046593806,2.1137820612925458
Sn1Y1,Sn1Y1,B2,Sn,Y,3.80315,3.84625917613387,0.04310917613387,1.133512381417246
Sn1Zn1,Sn1Zn1,B2,Sn,Zn,3.5337,3.433433202107895,-0.10026679789210524,-2.837445111132955
Sn1Zr1,Sn1Zr1,B2,Sn,Zr,3.5765,3.626126578799515,0.049626578799515375,1.387573851517276
Sr1Ag1,Sr1Ag1,B2,Sr,Ag,3.92758,3.983257002620019,0.05567700262001907,1.4175905422682433
